variant,feature_set,target,n_subjects,n_features,raw_mae_min,kalman_mae_min,best_sigma_obs,kalman_30,kalman_50,kalman_75,kalman_150,r2,rho,sec
noabs,EMG,lt1,18,79,6.591,6.56,30.0,6.56,6.5765,6.6324,6.9368,-0.453,0.085,151.2
noabs,NIRS,lt1,18,14,6.7124,6.7236,30.0,6.7236,6.7664,6.8615,7.3413,-0.452,0.026,191.4
noabs,EMG+NIRS,lt1,18,93,6.0026,5.9979,30.0,5.9979,6.0391,6.126,6.5473,-0.306,0.095,159.6
noabs,EMG+NIRS+HRV,lt1,18,101,6.4618,6.4624,30.0,6.4624,6.5126,6.611,7.0539,-0.464,0.084,186.1
