variant,feature_set,target,n_subjects,n_features,raw_mae_min,kalman_mae_min,best_sigma_obs,kalman_30,kalman_50,kalman_75,kalman_150,r2,rho,sec
noabs,EMG,lt1,18,79,4.1485,4.3498,30.0,4.3498,4.4967,4.6817,5.2272,0.308,0.653,115.7
noabs,NIRS,lt1,18,14,4.4542,4.6397,30.0,4.6397,4.766,4.9344,5.5192,0.227,0.75,120.7
noabs,EMG+NIRS,lt1,18,93,3.696,3.8892,30.0,3.8892,4.0245,4.202,4.7572,0.503,0.761,150.7
noabs,EMG+NIRS+HRV,lt1,18,101,3.3255,3.5304,30.0,3.5304,3.6813,3.8736,4.5109,0.605,0.822,135.5
