version,variant,feature_set,target,subject_id,mae_min,mae_min_old,mae_min_diff,r2
v0105,noabs,EMG+NIRS+HRV,lt2,S012,3.3992,3.3992,0.0,-0.04
v0105,noabs,EMG+NIRS+HRV,lt2,S013,5.4377,5.4377,0.0,-0.018
v0105,noabs,EMG+NIRS+HRV,lt2,S014,4.6918,4.6918,0.0,-0.011
v0105,noabs,EMG+NIRS+HRV,lt2,S016,3.9627,3.9627,0.0,-0.062
v0105,noabs,EMG+NIRS+HRV,lt2,S017,4.8363,4.8363,0.0,-0.173
v0105,noabs,EMG+NIRS+HRV,lt2,S019,7.3257,7.3257,0.0,-0.26
v0106a,with_abs,EMG,lt1,S001,5.8435,,,-0.511
v0106a,with_abs,EMG,lt1,S002,3.3823,,,-0.101
v0106a,with_abs,EMG,lt1,S003,6.5496,,,0.033
v0106a,with_abs,EMG,lt1,S004,4.6167,,,-0.572
v0106a,with_abs,EMG,lt1,S005,6.6975,,,-0.644
v0106a,with_abs,EMG,lt1,S006,2.9381,,,-0.001
v0106a,with_abs,EMG,lt1,S007,4.9205,,,-0.185
v0106a,with_abs,EMG,lt1,S008,3.3643,,,-0.229
v0106a,with_abs,EMG,lt1,S009,8.578,,,-0.491
v0106a,with_abs,EMG,lt1,S010,6.1077,,,0.155
v0106a,with_abs,EMG,lt1,S011,3.0097,,,0.377
v0106a,with_abs,EMG,lt1,S012,3.0869,,,0.124
v0106a,with_abs,EMG,lt1,S013,5.884,,,-0.212
v0106a,with_abs,EMG,lt1,S014,3.8244,,,0.27
v0106a,with_abs,EMG,lt1,S016,3.1489,,,0.305
v0106a,with_abs,EMG,lt1,S017,5.8154,,,-0.67
v0106a,with_abs,EMG,lt1,S018,4.4336,,,0.009
v0106a,with_abs,EMG,lt1,S019,5.6466,,,0.247
v0106a,with_abs,NIRS,lt1,S001,5.7272,,,-0.517
v0106a,with_abs,NIRS,lt1,S002,2.6377,,,0.348
v0106a,with_abs,NIRS,lt1,S003,6.2334,,,0.128
v0106a,with_abs,NIRS,lt1,S004,2.561,,,0.408
v0106a,with_abs,NIRS,lt1,S005,6.6812,,,-0.652
v0106a,with_abs,NIRS,lt1,S006,2.0791,,,0.435
v0106a,with_abs,NIRS,lt1,S007,4.9518,,,-0.22
v0106a,with_abs,NIRS,lt1,S008,2.4673,,,0.322
v0106a,with_abs,NIRS,lt1,S009,8.3833,,,-0.464
v0106a,with_abs,NIRS,lt1,S010,6.0813,,,0.158
v0106a,with_abs,NIRS,lt1,S011,3.2517,,,0.218
v0106a,with_abs,NIRS,lt1,S012,3.362,,,0.018
v0106a,with_abs,NIRS,lt1,S013,5.3491,,,-0.021
v0106a,with_abs,NIRS,lt1,S014,3.8979,,,0.238
v0106a,with_abs,NIRS,lt1,S016,3.9275,,,-0.009
v0106a,with_abs,NIRS,lt1,S017,4.1506,,,0.033
v0106a,with_abs,NIRS,lt1,S018,4.0934,,,0.161
v0106a,with_abs,NIRS,lt1,S019,6.0245,,,0.185
v0106a,with_abs,EMG+NIRS,lt1,S001,5.697,,,-0.471
v0106a,with_abs,EMG+NIRS,lt1,S002,3.0233,,,0.106
v0106a,with_abs,EMG+NIRS,lt1,S003,7.1497,,,-0.095
v0106a,with_abs,EMG+NIRS,lt1,S004,4.3488,,,-0.43
v0106a,with_abs,EMG+NIRS,lt1,S005,7.3106,,,-0.887
v0106a,with_abs,EMG+NIRS,lt1,S006,2.9092,,,0.035
v0106a,with_abs,EMG+NIRS,lt1,S007,4.7774,,,-0.127
v0106a,with_abs,EMG+NIRS,lt1,S008,3.2936,,,-0.161
v0106a,with_abs,EMG+NIRS,lt1,S009,8.2163,,,-0.423
v0106a,with_abs,EMG+NIRS,lt1,S010,5.9698,,,0.17
v0106a,with_abs,EMG+NIRS,lt1,S011,3.0784,,,0.335
v0106a,with_abs,EMG+NIRS,lt1,S012,2.9747,,,0.219
v0106a,with_abs,EMG+NIRS,lt1,S013,5.7443,,,-0.122
v0106a,with_abs,EMG+NIRS,lt1,S014,4.0699,,,0.188
v0106a,with_abs,EMG+NIRS,lt1,S016,3.9289,,,-0.015
v0106a,with_abs,EMG+NIRS,lt1,S017,5.341,,,-0.516
v0106a,with_abs,EMG+NIRS,lt1,S018,4.6406,,,-0.081
v0106a,with_abs,EMG+NIRS,lt1,S019,6.7826,,,-0.012
v0106a,with_abs,EMG+NIRS+HRV,lt1,S001,5.7359,,,-0.485
v0106a,with_abs,EMG+NIRS+HRV,lt1,S002,2.9256,,,0.131
v0106a,with_abs,EMG+NIRS+HRV,lt1,S003,6.7045,,,-0.032
v0106a,with_abs,EMG+NIRS+HRV,lt1,S004,4.1025,,,-0.295
v0106a,with_abs,EMG+NIRS+HRV,lt1,S005,6.4793,,,-0.58
v0106a,with_abs,EMG+NIRS+HRV,lt1,S006,2.7131,,,0.12
v0106a,with_abs,EMG+NIRS+HRV,lt1,S007,4.6383,,,-0.107
v0106a,with_abs,EMG+NIRS+HRV,lt1,S008,2.6068,,,0.335
v0106a,with_abs,EMG+NIRS+HRV,lt1,S009,8.6456,,,-0.492
v0106a,with_abs,EMG+NIRS+HRV,lt1,S010,6.3879,,,0.078
v0106a,with_abs,EMG+NIRS+HRV,lt1,S011,2.8786,,,0.405
v0106a,with_abs,EMG+NIRS+HRV,lt1,S012,3.1815,,,0.13
v0106a,with_abs,EMG+NIRS+HRV,lt1,S013,5.7104,,,-0.108
v0106a,with_abs,EMG+NIRS+HRV,lt1,S014,4.3563,,,0.125
v0106a,with_abs,EMG+NIRS+HRV,lt1,S016,3.9459,,,-0.023
v0106a,with_abs,EMG+NIRS+HRV,lt1,S017,4.2512,,,0.055
v0106a,with_abs,EMG+NIRS+HRV,lt1,S018,3.8957,,,0.25
v0106a,with_abs,EMG+NIRS+HRV,lt1,S019,5.6844,,,0.241
v0106a,with_abs,EMG,lt2,S001,4.6203,4.6203,0.0,0.145
v0106a,with_abs,EMG,lt2,S002,4.0284,4.0284,0.0,-0.754
v0106a,with_abs,EMG,lt2,S003,6.4125,6.4125,0.0,-0.295
v0106a,with_abs,EMG,lt2,S004,3.7892,3.7892,0.0,-0.23
v0106a,with_abs,EMG,lt2,S005,5.2061,5.2061,0.0,-0.123
v0106a,with_abs,EMG,lt2,S006,3.0009,3.0009,0.0,-0.109
v0106a,with_abs,EMG,lt2,S008,4.0847,4.0847,0.0,-0.979
v0106a,with_abs,EMG,lt2,S009,9.221,9.221,0.0,-0.743
v0106a,with_abs,EMG,lt2,S010,8.1578,8.1578,0.0,-0.666
v0106a,with_abs,EMG,lt2,S011,3.8148,3.8148,0.0,-0.036
v0106a,with_abs,EMG,lt2,S012,2.656,2.656,0.0,0.267
v0106a,with_abs,EMG,lt2,S013,5.9069,5.9069,0.0,-0.283
v0106a,with_abs,EMG,lt2,S014,4.3424,4.3424,0.0,0.135
v0106a,with_abs,EMG,lt2,S016,3.3531,3.3531,0.0,0.083
v0106a,with_abs,EMG,lt2,S017,4.9758,4.9758,0.0,-0.389
v0106a,with_abs,EMG,lt2,S018,5.0429,5.0429,0.0,-6.699
v0106a,with_abs,EMG,lt2,S019,7.5968,7.5968,0.0,-0.434
v0106a,with_abs,NIRS,lt2,S001,4.9506,4.9506,0.0,-0.017
v0106a,with_abs,NIRS,lt2,S002,4.0508,4.0508,0.0,-0.788
v0106a,with_abs,NIRS,lt2,S003,6.9169,6.9169,0.0,-0.358
v0106a,with_abs,NIRS,lt2,S004,3.8282,3.8282,0.0,-0.262
v0106a,with_abs,NIRS,lt2,S005,5.08,5.08,0.0,-0.044
v0106a,with_abs,NIRS,lt2,S006,3.024,3.024,0.0,-0.133
v0106a,with_abs,NIRS,lt2,S008,4.1125,4.1125,0.0,-1.002
v0106a,with_abs,NIRS,lt2,S009,9.5096,9.5096,0.0,-0.839
v0106a,with_abs,NIRS,lt2,S010,7.9848,7.9848,0.0,-0.617
v0106a,with_abs,NIRS,lt2,S011,3.8329,3.8329,0.0,-0.049
v0106a,with_abs,NIRS,lt2,S012,3.0635,3.0635,0.0,0.141
v0106a,with_abs,NIRS,lt2,S013,6.0062,6.0062,0.0,-0.325
v0106a,with_abs,NIRS,lt2,S014,4.1845,4.1845,0.0,0.155
v0106a,with_abs,NIRS,lt2,S016,3.9645,3.9645,0.0,-0.102
v0106a,with_abs,NIRS,lt2,S017,5.2612,5.2612,0.0,-0.459
v0106a,with_abs,NIRS,lt2,S018,5.1801,5.1801,0.0,-7.068
v0106a,with_abs,NIRS,lt2,S019,7.6927,7.6927,0.0,-0.478
v0106a,with_abs,EMG+NIRS,lt2,S001,4.7032,4.7032,0.0,0.11
v0106a,with_abs,EMG+NIRS,lt2,S002,3.9946,3.9946,0.0,-0.737
v0106a,with_abs,EMG+NIRS,lt2,S003,6.6578,6.6578,0.0,-0.303
v0106a,with_abs,EMG+NIRS,lt2,S004,3.4886,3.4886,0.0,-0.121
v0106a,with_abs,EMG+NIRS,lt2,S005,5.1962,5.1962,0.0,-0.115
v0106a,with_abs,EMG+NIRS,lt2,S006,2.9882,2.9882,0.0,-0.099
v0106a,with_abs,EMG+NIRS,lt2,S008,4.0454,4.0454,0.0,-0.941
v0106a,with_abs,EMG+NIRS,lt2,S009,9.6708,9.6708,0.0,-0.864
v0106a,with_abs,EMG+NIRS,lt2,S010,7.6489,7.6489,0.0,-0.55
v0106a,with_abs,EMG+NIRS,lt2,S011,3.8113,3.8113,0.0,-0.033
v0106a,with_abs,EMG+NIRS,lt2,S012,2.972,2.972,0.0,0.194
v0106a,with_abs,EMG+NIRS,lt2,S013,5.9857,5.9857,0.0,-0.31
v0106a,with_abs,EMG+NIRS,lt2,S014,4.2187,4.2187,0.0,0.171
v0106a,with_abs,EMG+NIRS,lt2,S016,3.4745,3.4745,0.0,0.082
v0106a,with_abs,EMG+NIRS,lt2,S017,5.1714,5.1714,0.0,-0.422
v0106a,with_abs,EMG+NIRS,lt2,S018,5.0167,5.0167,0.0,-6.629
v0106a,with_abs,EMG+NIRS,lt2,S019,7.6414,7.6414,0.0,-0.448
v0106a,with_abs,EMG+NIRS+HRV,lt2,S001,4.4698,4.4698,0.0,0.203
v0106a,with_abs,EMG+NIRS+HRV,lt2,S002,3.8657,3.8657,0.0,-0.677
v0106a,with_abs,EMG+NIRS+HRV,lt2,S003,6.8941,6.8941,0.0,-0.333
v0106a,with_abs,EMG+NIRS+HRV,lt2,S004,3.4077,3.4077,0.0,-0.112
v0106a,with_abs,EMG+NIRS+HRV,lt2,S005,4.9751,4.9751,0.0,0.009
v0106a,with_abs,EMG+NIRS+HRV,lt2,S006,2.5639,2.5639,0.0,0.086
v0106a,with_abs,EMG+NIRS+HRV,lt2,S008,3.8002,3.8002,0.0,-0.876
v0106a,with_abs,EMG+NIRS+HRV,lt2,S009,8.8297,8.8297,0.0,-0.665
v0106a,with_abs,EMG+NIRS+HRV,lt2,S010,7.6641,7.6641,0.0,-0.556
v0106a,with_abs,EMG+NIRS+HRV,lt2,S011,3.2585,3.2585,0.0,0.189
v0106a,with_abs,EMG+NIRS+HRV,lt2,S012,2.9036,2.9036,0.0,0.225
v0106a,with_abs,EMG+NIRS+HRV,lt2,S013,5.7204,5.7204,0.0,-0.25
v0106a,with_abs,EMG+NIRS+HRV,lt2,S014,4.0482,4.0482,0.0,0.205
v0106a,with_abs,EMG+NIRS+HRV,lt2,S016,3.7662,3.7662,0.0,-0.007
v0106a,with_abs,EMG+NIRS+HRV,lt2,S017,4.7685,4.7685,0.0,-0.336
v0106a,with_abs,EMG+NIRS+HRV,lt2,S018,4.9594,4.9594,0.0,-6.479
v0106a,with_abs,EMG+NIRS+HRV,lt2,S019,7.3348,7.3348,0.0,-0.368
v0106a,noabs,EMG,lt1,S001,5.7948,,,-0.506
v0106a,noabs,EMG,lt1,S002,3.3741,,,-0.119
v0106a,noabs,EMG,lt1,S003,6.7402,,,-0.035
v0106a,noabs,EMG,lt1,S004,4.7295,,,-0.633
v0106a,noabs,EMG,lt1,S005,7.2908,,,-0.916
v0106a,noabs,EMG,lt1,S006,2.9156,,,0.018
v0106a,noabs,EMG,lt1,S007,4.8557,,,-0.155
v0106a,noabs,EMG,lt1,S008,3.2506,,,-0.115
v0106a,noabs,EMG,lt1,S009,8.3731,,,-0.445
v0106a,noabs,EMG,lt1,S010,5.9939,,,0.172
v0106a,noabs,EMG,lt1,S011,2.9764,,,0.386
v0106a,noabs,EMG,lt1,S012,3.1966,,,0.078
v0106a,noabs,EMG,lt1,S013,5.8116,,,-0.161
v0106a,noabs,EMG,lt1,S014,3.9653,,,0.231
v0106a,noabs,EMG,lt1,S016,3.1754,,,0.317
v0106a,noabs,EMG,lt1,S017,5.8369,,,-0.685
v0106a,noabs,EMG,lt1,S018,4.5109,,,-0.015
v0106a,noabs,EMG,lt1,S019,6.0148,,,0.191
v0106a,noabs,NIRS,lt1,S001,5.8863,,,-0.561
v0106a,noabs,NIRS,lt1,S002,3.3018,,,-0.048
v0106a,noabs,NIRS,lt1,S003,6.2474,,,0.124
v0106a,noabs,NIRS,lt1,S004,2.8703,,,0.314
v0106a,noabs,NIRS,lt1,S005,6.7686,,,-0.693
v0106a,noabs,NIRS,lt1,S006,2.1771,,,0.411
v0106a,noabs,NIRS,lt1,S007,4.8192,,,-0.186
v0106a,noabs,NIRS,lt1,S008,2.5528,,,0.323
v0106a,noabs,NIRS,lt1,S009,8.4015,,,-0.483
v0106a,noabs,NIRS,lt1,S010,6.2329,,,0.127
v0106a,noabs,NIRS,lt1,S011,3.1394,,,0.261
v0106a,noabs,NIRS,lt1,S012,3.2217,,,0.091
v0106a,noabs,NIRS,lt1,S013,5.184,,,-0.024
v0106a,noabs,NIRS,lt1,S014,3.9583,,,0.227
v0106a,noabs,NIRS,lt1,S016,3.9138,,,0.0
v0106a,noabs,NIRS,lt1,S017,4.1591,,,0.013
v0106a,noabs,NIRS,lt1,S018,4.4726,,,0.014
v0106a,noabs,NIRS,lt1,S019,6.2404,,,0.131
v0106a,noabs,EMG+NIRS,lt1,S001,5.7508,,,-0.491
v0106a,noabs,EMG+NIRS,lt1,S002,3.0034,,,0.121
v0106a,noabs,EMG+NIRS,lt1,S003,6.4087,,,0.065
v0106a,noabs,EMG+NIRS,lt1,S004,4.2766,,,-0.411
v0106a,noabs,EMG+NIRS,lt1,S005,7.1701,,,-0.826
v0106a,noabs,EMG+NIRS,lt1,S006,2.9591,,,-0.014
v0106a,noabs,EMG+NIRS,lt1,S007,4.9503,,,-0.176
v0106a,noabs,EMG+NIRS,lt1,S008,3.193,,,-0.069
v0106a,noabs,EMG+NIRS,lt1,S009,8.2568,,,-0.419
v0106a,noabs,EMG+NIRS,lt1,S010,5.9445,,,0.176
v0106a,noabs,EMG+NIRS,lt1,S011,3.0295,,,0.351
v0106a,noabs,EMG+NIRS,lt1,S012,2.959,,,0.213
v0106a,noabs,EMG+NIRS,lt1,S013,5.7367,,,-0.118
v0106a,noabs,EMG+NIRS,lt1,S014,4.531,,,0.031
v0106a,noabs,EMG+NIRS,lt1,S016,3.5689,,,0.143
v0106a,noabs,EMG+NIRS,lt1,S017,5.1624,,,-0.325
v0106a,noabs,EMG+NIRS,lt1,S018,4.6385,,,-0.078
v0106a,noabs,EMG+NIRS,lt1,S019,6.0717,,,0.182
v0106a,noabs,EMG+NIRS+HRV,lt1,S001,5.6961,,,-0.459
v0106a,noabs,EMG+NIRS+HRV,lt1,S002,2.9777,,,0.08
v0106a,noabs,EMG+NIRS+HRV,lt1,S003,6.7138,,,-0.04
v0106a,noabs,EMG+NIRS+HRV,lt1,S004,4.4673,,,-0.557
v0106a,noabs,EMG+NIRS+HRV,lt1,S005,6.6471,,,-0.692
v0106a,noabs,EMG+NIRS+HRV,lt1,S006,2.4181,,,0.297
v0106a,noabs,EMG+NIRS+HRV,lt1,S007,4.5049,,,-0.08
v0106a,noabs,EMG+NIRS+HRV,lt1,S008,2.5623,,,0.339
v0106a,noabs,EMG+NIRS+HRV,lt1,S009,8.4857,,,-0.456
v0106a,noabs,EMG+NIRS+HRV,lt1,S010,6.2642,,,0.104
v0106a,noabs,EMG+NIRS+HRV,lt1,S011,3.034,,,0.322
v0106a,noabs,EMG+NIRS+HRV,lt1,S012,3.03,,,0.201
v0106a,noabs,EMG+NIRS+HRV,lt1,S013,5.7337,,,-0.119
v0106a,noabs,EMG+NIRS+HRV,lt1,S014,4.5846,,,0.042
v0106a,noabs,EMG+NIRS+HRV,lt1,S016,3.946,,,-0.022
v0106a,noabs,EMG+NIRS+HRV,lt1,S017,5.643,,,-0.634
v0106a,noabs,EMG+NIRS+HRV,lt1,S018,3.54,,,0.348
v0106a,noabs,EMG+NIRS+HRV,lt1,S019,5.8552,,,0.222
v0106a,noabs,EMG,lt2,S001,4.4135,4.4135,0.0,0.222
v0106a,noabs,EMG,lt2,S002,4.0262,4.0262,0.0,-0.765
v0106a,noabs,EMG,lt2,S003,6.7898,6.7898,0.0,-0.326
v0106a,noabs,EMG,lt2,S004,3.7834,3.7834,0.0,-0.226
v0106a,noabs,EMG,lt2,S005,5.2049,5.2049,0.0,-0.122
v0106a,noabs,EMG,lt2,S006,3.002,3.002,0.0,-0.11
v0106a,noabs,EMG,lt2,S008,4.0525,4.0525,0.0,-0.943
v0106a,noabs,EMG,lt2,S009,8.8467,8.8467,0.0,-0.685
v0106a,noabs,EMG,lt2,S010,8.1375,8.1375,0.0,-0.665
v0106a,noabs,EMG,lt2,S011,3.6753,3.6753,0.0,0.043
v0106a,noabs,EMG,lt2,S012,2.8849,2.8849,0.0,0.223
v0106a,noabs,EMG,lt2,S013,6.1517,6.1517,0.0,-0.359
v0106a,noabs,EMG,lt2,S014,4.2461,4.2461,0.0,0.159
v0106a,noabs,EMG,lt2,S016,3.3255,3.3255,0.0,0.075
v0106a,noabs,EMG,lt2,S017,4.8724,4.8724,0.0,-0.368
v0106a,noabs,EMG,lt2,S018,5.0777,5.0777,0.0,-6.792
v0106a,noabs,EMG,lt2,S019,7.5503,7.5503,0.0,-0.419
v0106a,noabs,NIRS,lt2,S001,4.7815,4.7815,0.0,0.079
v0106a,noabs,NIRS,lt2,S002,3.972,3.972,0.0,-0.841
v0106a,noabs,NIRS,lt2,S003,6.7888,6.7888,0.0,-0.327
v0106a,noabs,NIRS,lt2,S004,3.8386,3.8386,0.0,-0.271
v0106a,noabs,NIRS,lt2,S005,4.9874,4.9874,0.0,0.009
v0106a,noabs,NIRS,lt2,S006,2.6101,2.6101,0.0,-0.045
v0106a,noabs,NIRS,lt2,S008,4.0736,4.0736,0.0,-1.114
v0106a,noabs,NIRS,lt2,S009,9.4534,9.4534,0.0,-0.871
v0106a,noabs,NIRS,lt2,S010,8.1037,8.1037,0.0,-0.67
v0106a,noabs,NIRS,lt2,S011,3.8376,3.8376,0.0,-0.053
v0106a,noabs,NIRS,lt2,S012,3.0626,3.0626,0.0,0.119
v0106a,noabs,NIRS,lt2,S013,6.0895,6.0895,0.0,-0.35
v0106a,noabs,NIRS,lt2,S014,4.718,4.718,0.0,-0.02
v0106a,noabs,NIRS,lt2,S016,4.1272,4.1272,0.0,-0.171
v0106a,noabs,NIRS,lt2,S017,5.3678,5.3678,0.0,-0.528
v0106a,noabs,NIRS,lt2,S018,5.3857,5.3857,0.0,-7.641
v0106a,noabs,NIRS,lt2,S019,7.6145,7.6145,0.0,-0.464
v0106a,noabs,EMG+NIRS,lt2,S001,4.6177,4.6177,0.0,0.147
v0106a,noabs,EMG+NIRS,lt2,S002,3.9992,3.9992,0.0,-0.74
v0106a,noabs,EMG+NIRS,lt2,S003,6.5615,6.5615,0.0,-0.294
v0106a,noabs,EMG+NIRS,lt2,S004,3.9498,3.9498,0.0,-0.25
v0106a,noabs,EMG+NIRS,lt2,S005,5.1981,5.1981,0.0,-0.117
v0106a,noabs,EMG+NIRS,lt2,S006,2.9977,2.9977,0.0,-0.107
v0106a,noabs,EMG+NIRS,lt2,S008,4.0541,4.0541,0.0,-0.946
v0106a,noabs,EMG+NIRS,lt2,S009,9.4802,9.4802,0.0,-0.802
v0106a,noabs,EMG+NIRS,lt2,S010,7.8131,7.8131,0.0,-0.574
v0106a,noabs,EMG+NIRS,lt2,S011,3.6015,3.6015,0.0,0.078
v0106a,noabs,EMG+NIRS,lt2,S012,2.941,2.941,0.0,0.201
v0106a,noabs,EMG+NIRS,lt2,S013,5.9398,5.9398,0.0,-0.296
v0106a,noabs,EMG+NIRS,lt2,S014,4.2556,4.2556,0.0,0.163
v0106a,noabs,EMG+NIRS,lt2,S016,3.4618,3.4618,0.0,0.087
v0106a,noabs,EMG+NIRS,lt2,S017,5.019,5.019,0.0,-0.381
v0106a,noabs,EMG+NIRS,lt2,S018,5.0176,5.0176,0.0,-6.632
v0106a,noabs,EMG+NIRS,lt2,S019,7.5795,7.5795,0.0,-0.427
v0106a,noabs,EMG+NIRS+HRV,lt2,S001,4.7119,4.7119,0.0,0.105
v0106a,noabs,EMG+NIRS+HRV,lt2,S002,3.9057,3.9057,0.0,-0.695
v0106a,noabs,EMG+NIRS+HRV,lt2,S003,6.8169,6.8169,0.0,-0.322
v0106a,noabs,EMG+NIRS+HRV,lt2,S004,3.3351,3.3351,0.0,-0.077
v0106a,noabs,EMG+NIRS+HRV,lt2,S005,5.0643,5.0643,0.0,-0.035
v0106a,noabs,EMG+NIRS+HRV,lt2,S006,2.9372,2.9372,0.0,-0.062
v0106a,noabs,EMG+NIRS+HRV,lt2,S008,3.8726,3.8726,0.0,-0.889
v0106a,noabs,EMG+NIRS+HRV,lt2,S009,8.8435,8.8435,0.0,-0.683
v0106a,noabs,EMG+NIRS+HRV,lt2,S010,8.1582,8.1582,0.0,-0.65
v0106a,noabs,EMG+NIRS+HRV,lt2,S011,3.219,3.219,0.0,0.183
v0106a,noabs,EMG+NIRS+HRV,lt2,S012,2.9388,2.9388,0.0,0.211
v0106a,noabs,EMG+NIRS+HRV,lt2,S013,5.7591,5.7591,0.0,-0.262
v0106a,noabs,EMG+NIRS+HRV,lt2,S014,4.0721,4.0721,0.0,0.206
v0106a,noabs,EMG+NIRS+HRV,lt2,S016,3.5193,3.5193,0.0,0.071
v0106a,noabs,EMG+NIRS+HRV,lt2,S017,4.788,4.788,0.0,-0.336
v0106a,noabs,EMG+NIRS+HRV,lt2,S018,4.9828,4.9828,0.0,-6.54
v0106a,noabs,EMG+NIRS+HRV,lt2,S019,7.3939,7.3939,0.0,-0.381
v0106b,with_abs,EMG,lt1,S001,4.8734,,,-0.312
v0106b,with_abs,EMG,lt1,S002,3.7403,,,-0.422
v0106b,with_abs,EMG,lt1,S003,7.5587,,,-0.214
v0106b,with_abs,EMG,lt1,S004,5.7545,,,-1.433
v0106b,with_abs,EMG,lt1,S005,6.9455,,,-0.741
v0106b,with_abs,EMG,lt1,S006,3.1203,,,-0.108
v0106b,with_abs,EMG,lt1,S007,4.0041,,,0.207
v0106b,with_abs,EMG,lt1,S008,3.1508,,,-0.024
v0106b,with_abs,EMG,lt1,S009,7.6044,,,-0.177
v0106b,with_abs,EMG,lt1,S010,6.3087,,,0.132
v0106b,with_abs,EMG,lt1,S011,2.684,,,0.501
v0106b,with_abs,EMG,lt1,S012,2.9261,,,0.197
v0106b,with_abs,EMG,lt1,S013,5.9106,,,-0.274
v0106b,with_abs,EMG,lt1,S014,3.788,,,0.339
v0106b,with_abs,EMG,lt1,S016,3.9407,,,-0.052
v0106b,with_abs,EMG,lt1,S017,5.6759,,,-0.52
v0106b,with_abs,EMG,lt1,S018,4.4051,,,0.011
v0106b,with_abs,EMG,lt1,S019,6.5812,,,-0.003
v0106b,with_abs,NIRS,lt1,S001,6.1707,,,-0.819
v0106b,with_abs,NIRS,lt1,S002,3.2643,,,-0.008
v0106b,with_abs,NIRS,lt1,S003,7.3172,,,-0.136
v0106b,with_abs,NIRS,lt1,S004,3.166,,,0.199
v0106b,with_abs,NIRS,lt1,S005,6.4408,,,-0.579
v0106b,with_abs,NIRS,lt1,S006,2.0945,,,0.432
v0106b,with_abs,NIRS,lt1,S007,4.685,,,-0.21
v0106b,with_abs,NIRS,lt1,S008,2.9185,,,0.091
v0106b,with_abs,NIRS,lt1,S009,8.1924,,,-0.463
v0106b,with_abs,NIRS,lt1,S010,5.6895,,,0.218
v0106b,with_abs,NIRS,lt1,S011,3.4103,,,0.133
v0106b,with_abs,NIRS,lt1,S012,3.6616,,,-0.223
v0106b,with_abs,NIRS,lt1,S013,4.6791,,,0.119
v0106b,with_abs,NIRS,lt1,S014,4.5405,,,-0.004
v0106b,with_abs,NIRS,lt1,S016,3.8772,,,0.013
v0106b,with_abs,NIRS,lt1,S017,4.3441,,,-0.032
v0106b,with_abs,NIRS,lt1,S018,4.2623,,,0.11
v0106b,with_abs,NIRS,lt1,S019,6.8575,,,-0.077
v0106b,with_abs,EMG+NIRS,lt1,S001,5.0095,,,-0.402
v0106b,with_abs,EMG+NIRS,lt1,S002,3.624,,,-0.375
v0106b,with_abs,EMG+NIRS,lt1,S003,7.0736,,,-0.051
v0106b,with_abs,EMG+NIRS,lt1,S004,4.7776,,,-0.913
v0106b,with_abs,EMG+NIRS,lt1,S005,6.5229,,,-0.478
v0106b,with_abs,EMG+NIRS,lt1,S006,2.9916,,,-0.053
v0106b,with_abs,EMG+NIRS,lt1,S007,4.1393,,,0.183
v0106b,with_abs,EMG+NIRS,lt1,S008,2.9332,,,0.044
v0106b,with_abs,EMG+NIRS,lt1,S009,6.4616,,,0.041
v0106b,with_abs,EMG+NIRS,lt1,S010,5.6153,,,0.252
v0106b,with_abs,EMG+NIRS,lt1,S011,2.4201,,,0.589
v0106b,with_abs,EMG+NIRS,lt1,S012,2.2581,,,0.563
v0106b,with_abs,EMG+NIRS,lt1,S013,5.4342,,,-0.08
v0106b,with_abs,EMG+NIRS,lt1,S014,3.749,,,0.284
v0106b,with_abs,EMG+NIRS,lt1,S016,3.284,,,0.22
v0106b,with_abs,EMG+NIRS,lt1,S017,5.7024,,,-0.664
v0106b,with_abs,EMG+NIRS,lt1,S018,4.3033,,,0.041
v0106b,with_abs,EMG+NIRS,lt1,S019,6.4948,,,0.03
v0106b,with_abs,EMG+NIRS+HRV,lt1,S001,4.4925,,,-0.16
v0106b,with_abs,EMG+NIRS+HRV,lt1,S002,3.6404,,,-0.334
v0106b,with_abs,EMG+NIRS+HRV,lt1,S003,7.0059,,,-0.028
v0106b,with_abs,EMG+NIRS+HRV,lt1,S004,4.7034,,,-0.927
v0106b,with_abs,EMG+NIRS+HRV,lt1,S005,5.7516,,,-0.185
v0106b,with_abs,EMG+NIRS+HRV,lt1,S006,2.2025,,,0.455
v0106b,with_abs,EMG+NIRS+HRV,lt1,S007,3.3575,,,0.394
v0106b,with_abs,EMG+NIRS+HRV,lt1,S008,2.3667,,,0.279
v0106b,with_abs,EMG+NIRS+HRV,lt1,S009,6.5575,,,0.095
v0106b,with_abs,EMG+NIRS+HRV,lt1,S010,5.6452,,,0.262
v0106b,with_abs,EMG+NIRS+HRV,lt1,S011,1.9506,,,0.737
v0106b,with_abs,EMG+NIRS+HRV,lt1,S012,1.9783,,,0.693
v0106b,with_abs,EMG+NIRS+HRV,lt1,S013,4.971,,,0.067
v0106b,with_abs,EMG+NIRS+HRV,lt1,S014,3.4132,,,0.46
v0106b,with_abs,EMG+NIRS+HRV,lt1,S016,3.555,,,0.106
v0106b,with_abs,EMG+NIRS+HRV,lt1,S017,5.314,,,-0.411
v0106b,with_abs,EMG+NIRS+HRV,lt1,S018,2.7707,,,0.578
v0106b,with_abs,EMG+NIRS+HRV,lt1,S019,5.8496,,,0.233
v0106b,with_abs,EMG,lt2,S001,5.6148,5.6148,0.0,-0.526
v0106b,with_abs,EMG,lt2,S002,4.3675,4.3675,0.0,-0.829
v0106b,with_abs,EMG,lt2,S003,6.7942,6.7942,0.0,-0.289
