target,feature_set,variant,model_a,model_b,n_paired,median_a,median_b,median_diff,p,underpowered,p_holm,winner
lt1,EMG+NIRS+HRV,with_abs,v0103,v0106a,18,5.0381,4.3037,0.5111,0.0003,False,0.0088,v0106a
lt1,EMG+NIRS+HRV,with_abs,v0104,v0105,18,4.5355,4.8584,-0.3349,0.0003,False,0.0108,v0104
lt1,EMG+NIRS+HRV,with_abs,v0105,v0106b,18,4.8584,4.0664,1.1925,0.0005,False,0.0171,v0106b
lt1,EMG+NIRS+HRV,with_abs,v0105,v0106a,18,4.8584,4.3037,0.5286,0.0007,False,0.0208,v0106a
lt1,EMG+NIRS+HRV,with_abs,v0102,v0106a,18,5.6356,4.3037,1.0112,0.0008,False,0.0252,v0106a
lt1,EMG+NIRS+HRV,with_abs,v0103,v0106b,18,5.0381,4.0664,1.0438,0.0016,False,0.0458,v0106b
lt1,EMG+NIRS+HRV,with_abs,v0106a,v0106c,18,4.3037,4.6372,-0.2388,0.0016,False,0.0458,v0106a
lt1,EMG+NIRS+HRV,with_abs,v0102,v0106c,18,5.6356,4.6372,0.7216,0.0019,False,0.0521,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0102,v0105,18,5.6356,4.8584,0.3374,0.0023,False,0.0607,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0103,v0104,18,5.0381,4.5355,0.6446,0.0028,False,0.0702,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0106b,v0106c,18,4.0664,4.6372,-0.8805,0.0028,False,0.0702,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0105,v0106c,18,4.8584,4.6372,0.2747,0.004,False,0.0921,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0101,v0102,18,4.5351,5.6356,-1.0323,0.0066,False,0.1447,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0103,v0106c,18,5.0381,4.6372,0.1979,0.0077,False,0.1615,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0102,v0107,18,5.6356,3.6185,2.5862,0.012,False,0.2406,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0106a,v0106b,18,4.3037,4.0664,0.7336,0.0139,False,0.2635,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0101,v0105,18,4.5351,4.8584,-0.5493,0.0237,False,0.4261,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0101,v0106b,18,4.5351,4.0664,0.7493,0.0237,False,0.4261,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0011,v0107,18,2.2293,3.6185,-0.9258,0.0268,False,0.4296,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0104,v0106b,18,4.5355,4.0664,0.7084,0.0268,False,0.4296,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0104,v0106c,18,4.5355,4.6372,-0.275,0.0342,False,0.4793,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0102,v0103,18,5.6356,5.0381,0.6014,0.0539,False,0.7001,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0103,v0107,18,5.0381,3.6185,1.8334,0.0539,False,0.7001,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0105,v0107,18,4.8584,3.6185,2.1028,0.0665,False,0.7319,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0101,v0106a,18,4.5351,4.3037,0.1654,0.0987,False,0.9874,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0101,v0104,18,4.5351,4.5355,0.3306,0.2121,False,1.0,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0101,v0106c,18,4.5351,4.6372,-0.1827,0.3038,False,1.0,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0101,v0107,18,4.5351,3.6185,1.5108,0.1297,False,1.0,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0103,v0105,18,5.0381,4.8584,-0.0883,0.9661,False,1.0,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0104,v0106a,18,4.5355,4.3037,-0.0057,0.6095,False,1.0,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0104,v0107,18,4.5355,3.6185,1.1368,0.3465,False,1.0,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0106a,v0107,18,4.3037,3.6185,1.4871,0.3038,False,1.0,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0106b,v0107,18,4.0664,3.6185,0.765,0.6095,False,1.0,n.s.
lt1,EMG+NIRS+HRV,with_abs,v0106c,v0107,18,4.6372,3.6185,1.8188,0.1415,False,1.0,n.s.
lt1,NIRS,noabs,v0103,v0106a,18,4.9366,4.3158,0.5474,0.0,False,0.0007,v0106a
lt1,NIRS,noabs,v0103,v0106c,18,4.9366,4.5293,0.3018,0.0,False,0.0007,v0106c
lt1,NIRS,noabs,v0103,v0104,18,4.9366,4.275,0.4902,0.0,False,0.001,v0104
lt1,NIRS,noabs,v0101,v0103,18,4.6506,4.9366,-0.2212,0.0,False,0.0016,v0101
lt1,NIRS,noabs,v0102,v0106a,18,4.8667,4.3158,0.7583,0.0001,False,0.0022,v0106a
lt1,NIRS,noabs,v0102,v0106b,18,4.8667,4.3777,0.5627,0.0001,False,0.0058,v0106b
lt1,NIRS,noabs,v0105,v0106a,18,4.8287,4.3158,0.5095,0.0001,False,0.0058,v0106a
lt1,NIRS,noabs,v0106a,v0106c,18,4.3158,4.5293,-0.3297,0.0001,False,0.0058,v0106a
lt1,NIRS,noabs,v0011,v0102,18,3.2967,4.8667,-1.435,0.0002,False,0.0071,v0011
lt1,NIRS,noabs,v0105,v0106b,18,4.8287,4.3777,0.2299,0.0005,False,0.0192,v0106b
lt1,NIRS,noabs,v0011,v0103,18,3.2967,4.9366,-1.2542,0.0007,False,0.0235,v0011
lt1,NIRS,noabs,v0011,v0105,18,3.2967,4.8287,-1.3817,0.0007,False,0.0235,v0011
lt1,NIRS,noabs,v0102,v0104,18,4.8667,4.275,0.5211,0.0007,False,0.0235,v0104
lt1,NIRS,noabs,v0103,v0106b,18,4.9366,4.3777,0.4626,0.0007,False,0.0235,v0106b
lt1,NIRS,noabs,v0011,v0101,18,3.2967,4.6506,-0.8989,0.0008,False,0.026,v0011
lt1,NIRS,noabs,v0101,v0106a,18,4.6506,4.3158,0.3783,0.0008,False,0.026,v0106a
lt1,NIRS,noabs,v0102,v0106c,18,4.8667,4.5293,0.3982,0.0008,False,0.026,v0106c
lt1,NIRS,noabs,v0011,v0106c,18,3.2967,4.5293,-1.0365,0.0013,False,0.0361,v0011
lt1,NIRS,noabs,v0011,v0104,18,3.2967,4.275,-0.8425,0.0023,False,0.063,n.s.
lt1,NIRS,noabs,v0011,v0106b,18,3.2967,4.3777,-0.9255,0.0023,False,0.063,n.s.
lt1,NIRS,noabs,v0101,v0104,18,4.6506,4.275,0.2508,0.0028,False,0.0702,n.s.
lt1,NIRS,noabs,v0104,v0105,18,4.275,4.8287,-0.3084,0.004,False,0.0961,n.s.
lt1,NIRS,noabs,v0011,v0106a,18,3.2967,4.3158,-0.8604,0.0066,False,0.1513,n.s.
lt1,NIRS,noabs,v0102,v0105,18,4.8667,4.8287,0.1081,0.0066,False,0.1513,n.s.
lt1,NIRS,noabs,v0105,v0106c,18,4.8287,4.5293,0.265,0.0104,False,0.2185,n.s.
lt1,NIRS,noabs,v0104,v0106c,18,4.275,4.5293,-0.2064,0.0182,False,0.3647,n.s.
lt1,NIRS,noabs,v0101,v0102,18,4.6506,4.8667,-0.2976,0.0304,False,0.5769,n.s.
lt1,NIRS,noabs,v0103,v0107,18,4.9366,3.6158,1.2751,0.0304,False,0.5769,n.s.
lt1,NIRS,noabs,v0102,v0107,18,4.8667,3.6158,1.6599,0.0342,False,0.582,n.s.
lt1,NIRS,noabs,v0105,v0107,18,4.8287,3.6158,1.4728,0.0432,False,0.6907,n.s.
lt1,NIRS,noabs,v0101,v0107,18,4.6506,3.6158,1.0871,0.0483,False,0.7242,n.s.
lt1,NIRS,noabs,v0101,v0106b,18,4.6506,4.3777,0.2818,0.0539,False,0.754,n.s.
lt1,NIRS,noabs,v0106c,v0107,18,4.5293,3.6158,1.2558,0.0599,False,0.7792,n.s.
lt1,NIRS,noabs,v0104,v0106a,18,4.275,4.3158,0.1134,0.0665,False,0.7984,n.s.
lt1,NIRS,noabs,v0104,v0107,18,4.275,3.6158,0.771,0.0814,False,0.8957,n.s.
lt1,NIRS,noabs,v0106a,v0106b,18,4.3158,4.3777,-0.159,0.0898,False,0.8977,n.s.
lt1,NIRS,noabs,v0106a,v0107,18,4.3158,3.6158,0.7104,0.0987,False,0.8977,n.s.
lt1,NIRS,noabs,v0106b,v0106c,18,4.3777,4.5293,-0.1657,0.1084,False,0.8977,n.s.
lt1,NIRS,noabs,v0106b,v0107,18,4.3777,3.6158,0.8881,0.0987,False,0.8977,n.s.
lt1,NIRS,noabs,v0011,v0107,18,3.2967,3.6158,-0.2557,0.2462,False,1.0,n.s.
lt1,NIRS,noabs,v0101,v0105,18,4.6506,4.8287,-0.1116,0.1674,False,1.0,n.s.
lt1,NIRS,noabs,v0101,v0106c,18,4.6506,4.5293,0.0947,0.1674,False,1.0,n.s.
lt1,NIRS,noabs,v0102,v0103,18,4.8667,4.9366,0.0931,0.2837,False,1.0,n.s.
lt1,NIRS,noabs,v0103,v0105,18,4.9366,4.8287,0.0718,0.5798,False,1.0,n.s.
lt1,NIRS,noabs,v0104,v0106b,18,4.275,4.3777,-0.0112,0.7987,False,1.0,n.s.
lt1,NIRS,with_abs,v0103,v0106a,18,4.806,4.122,0.6766,0.0,False,0.0003,v0106a
lt1,NIRS,with_abs,v0101,v0106a,18,4.6769,4.122,0.4151,0.0,False,0.0007,v0106a
lt1,NIRS,with_abs,v0102,v0106a,18,5.2013,4.122,0.7549,0.0,False,0.0007,v0106a
lt1,NIRS,with_abs,v0103,v0104,18,4.806,4.5136,0.3694,0.0,False,0.0007,v0104
lt1,NIRS,with_abs,v0103,v0106c,18,4.806,4.5872,0.2019,0.0,False,0.0007,v0106c
lt1,NIRS,with_abs,v0106a,v0106c,18,4.122,4.5872,-0.3748,0.0,False,0.0009,v0106a
lt1,NIRS,with_abs,v0105,v0106a,18,4.8923,4.122,0.652,0.0,False,0.0015,v0106a
lt1,NIRS,with_abs,v0105,v0106b,18,4.8923,4.4423,0.3534,0.0002,False,0.0072,v0106b
lt1,NIRS,with_abs,v0102,v0106b,18,5.2013,4.4423,0.5101,0.0003,False,0.0121,v0106b
lt1,NIRS,with_abs,v0101,v0103,18,4.6769,4.806,-0.1916,0.0004,False,0.0151,v0101
lt1,NIRS,with_abs,v0102,v0106c,18,5.2013,4.5872,0.3436,0.0007,False,0.0235,v0106c
lt1,NIRS,with_abs,v0104,v0106a,18,4.5136,4.122,0.1822,0.001,False,0.0355,v0106a
lt1,NIRS,with_abs,v0105,v0106c,18,4.8923,4.5872,0.2355,0.0013,False,0.0425,v0106c
lt1,NIRS,with_abs,v0011,v0102,18,3.6161,5.2013,-1.2429,0.0019,False,0.0618,n.s.
lt1,NIRS,with_abs,v0102,v0104,18,5.2013,4.5136,0.4642,0.0028,False,0.087,n.s.
lt1,NIRS,with_abs,v0103,v0106b,18,4.806,4.4423,0.29,0.0028,False,0.087,n.s.
lt1,NIRS,with_abs,v0104,v0105,18,4.5136,4.8923,-0.3745,0.004,False,0.1162,n.s.
lt1,NIRS,with_abs,v0011,v0105,18,3.6161,4.8923,-0.8459,0.0056,False,0.1568,n.s.
lt1,NIRS,with_abs,v0011,v0103,18,3.6161,4.806,-0.9851,0.012,False,0.3249,n.s.
lt1,NIRS,with_abs,v0101,v0102,18,4.6769,5.2013,-0.3125,0.0208,False,0.5411,n.s.
lt1,NIRS,with_abs,v0011,v0101,18,3.6161,4.6769,-0.7032,0.0237,False,0.5919,n.s.
lt1,NIRS,with_abs,v0101,v0104,18,4.6769,4.5136,0.2976,0.0268,False,0.6443,n.s.
lt1,NIRS,with_abs,v0101,v0106b,18,4.6769,4.4423,0.1685,0.0385,False,0.8853,n.s.
lt1,NIRS,with_abs,v0011,v0104,18,3.6161,4.5136,-0.8119,0.0737,False,1.0,n.s.
lt1,NIRS,with_abs,v0011,v0106a,18,3.6161,4.122,-0.4193,0.1674,False,1.0,n.s.
lt1,NIRS,with_abs,v0011,v0106b,18,3.6161,4.4423,-0.8308,0.0539,False,1.0,n.s.
lt1,NIRS,with_abs,v0011,v0106c,18,3.6161,4.5872,-0.685,0.0539,False,1.0,n.s.
lt1,NIRS,with_abs,v0011,v0107,18,3.6161,3.8006,-0.1971,0.3692,False,1.0,n.s.
lt1,NIRS,with_abs,v0101,v0105,18,4.6769,4.8923,-0.1744,0.1084,False,1.0,n.s.
lt1,NIRS,with_abs,v0101,v0106c,18,4.6769,4.5872,0.0675,0.0987,False,1.0,n.s.
lt1,NIRS,with_abs,v0101,v0107,18,4.6769,3.8006,0.78,0.2645,False,1.0,n.s.
lt1,NIRS,with_abs,v0102,v0103,18,5.2013,4.806,0.1784,0.2645,False,1.0,n.s.
lt1,NIRS,with_abs,v0102,v0105,18,5.2013,4.8923,0.0271,0.2288,False,1.0,n.s.
lt1,NIRS,with_abs,v0102,v0107,18,5.2013,3.8006,1.3108,0.1964,False,1.0,n.s.
lt1,NIRS,with_abs,v0103,v0105,18,4.806,4.8923,-0.0863,0.9661,False,1.0,n.s.
lt1,NIRS,with_abs,v0103,v0107,18,4.806,3.8006,1.0529,0.2462,False,1.0,n.s.
lt1,NIRS,with_abs,v0104,v0106b,18,4.5136,4.4423,0.0478,0.766,False,1.0,n.s.
lt1,NIRS,with_abs,v0104,v0106c,18,4.5136,4.5872,-0.1307,0.0737,False,1.0,n.s.
lt1,NIRS,with_abs,v0104,v0107,18,4.5136,3.8006,0.8652,0.3247,False,1.0,n.s.
lt1,NIRS,with_abs,v0105,v0107,18,4.8923,3.8006,1.1954,0.2645,False,1.0,n.s.
lt1,NIRS,with_abs,v0106a,v0106b,18,4.122,4.4423,-0.1812,0.1084,False,1.0,n.s.
lt1,NIRS,with_abs,v0106a,v0107,18,4.122,3.8006,0.3184,0.4171,False,1.0,n.s.
lt1,NIRS,with_abs,v0106b,v0106c,18,4.4423,4.5872,-0.0649,0.2288,False,1.0,n.s.
lt1,NIRS,with_abs,v0106b,v0107,18,4.4423,3.8006,0.8837,0.3465,False,1.0,n.s.
lt1,NIRS,with_abs,v0106c,v0107,18,4.5872,3.8006,0.7752,0.2837,False,1.0,n.s.
lt2,EMG,noabs,v0103,v0104,17,4.7798,4.5417,0.5289,0.0004,False,0.0172,v0104
lt2,EMG,noabs,v0103,v0106a,17,4.7798,4.4135,0.4861,0.0005,False,0.0222,v0106a
lt2,EMG,noabs,v0011,v0101,18,2.7843,4.7562,-2.2866,0.0007,False,0.0282,v0011
lt2,EMG,noabs,v0101,v0106a,17,4.6808,4.4135,0.3573,0.0007,False,0.0282,v0106a
lt2,EMG,noabs,v0103,v0106c,17,4.7798,4.7149,0.4138,0.0007,False,0.0282,v0106c
lt2,EMG,noabs,v0011,v0106b,17,2.7891,4.9822,-1.6842,0.0011,False,0.0427,v0011
lt2,EMG,noabs,v0011,v0103,17,2.7891,4.7798,-2.6473,0.0013,False,0.0512,n.s.
lt2,EMG,noabs,v0011,v0104,17,2.7891,4.5417,-1.8818,0.0013,False,0.0512,n.s.
lt2,EMG,noabs,v0011,v0105,16,2.8455,4.508,-1.6833,0.0013,False,0.0512,n.s.
lt2,EMG,noabs,v0011,v0106a,17,2.7891,4.4135,-1.8618,0.0013,False,0.0512,n.s.
lt2,EMG,noabs,v0011,v0106c,17,2.7891,4.7149,-1.9258,0.0013,False,0.0512,n.s.
lt2,EMG,noabs,v0011,v0102,16,2.8455,4.6502,-1.955,0.0027,False,0.0913,n.s.
lt2,EMG,noabs,v0101,v0106c,17,4.6808,4.7149,0.2861,0.0038,False,0.1269,n.s.
lt2,EMG,noabs,v0101,v0104,17,4.6808,4.5417,0.2255,0.0046,False,0.1484,n.s.
lt2,EMG,noabs,v0101,v0103,17,4.6808,4.7798,-0.1217,0.0067,False,0.2062,n.s.
lt2,EMG,noabs,v0103,v0105,16,4.756,4.508,0.7142,0.0076,False,0.2289,n.s.
lt2,EMG,noabs,v0011,v0107,17,2.7891,3.7184,-0.5853,0.0232,False,0.6735,n.s.
lt2,EMG,noabs,v0101,v0102,16,4.6456,4.6502,0.2474,0.3755,False,1.0,n.s.
lt2,EMG,noabs,v0101,v0105,16,4.6456,4.508,0.5483,0.0386,False,1.0,n.s.
lt2,EMG,noabs,v0101,v0106b,17,4.6808,4.9822,0.51,0.1594,False,1.0,n.s.
lt2,EMG,noabs,v0101,v0107,17,4.6808,3.7184,0.6661,0.306,False,1.0,n.s.
lt2,EMG,noabs,v0102,v0103,16,4.6502,4.756,-0.341,0.0833,False,1.0,n.s.
lt2,EMG,noabs,v0102,v0104,16,4.6502,4.2806,0.0216,0.9799,False,1.0,n.s.
lt2,EMG,noabs,v0102,v0105,16,4.6502,4.508,-0.0183,0.4637,False,1.0,n.s.
lt2,EMG,noabs,v0102,v0106a,16,4.6502,4.3298,0.047,0.7057,False,1.0,n.s.
lt2,EMG,noabs,v0102,v0106b,16,4.6502,5.1219,-0.0028,0.5619,False,1.0,n.s.
lt2,EMG,noabs,v0102,v0106c,16,4.6502,4.6108,-0.0783,0.9799,False,1.0,n.s.
lt2,EMG,noabs,v0102,v0107,16,4.6502,3.8737,0.7679,0.782,False,1.0,n.s.
lt2,EMG,noabs,v0103,v0106b,17,4.7798,4.9822,0.7429,0.0638,False,1.0,n.s.
lt2,EMG,noabs,v0103,v0107,17,4.7798,3.7184,0.7002,0.2247,False,1.0,n.s.
lt2,EMG,noabs,v0104,v0105,16,4.2806,4.508,0.1616,0.4332,False,1.0,n.s.
lt2,EMG,noabs,v0104,v0106a,17,4.5417,4.4135,0.0419,0.2435,False,1.0,n.s.
lt2,EMG,noabs,v0104,v0106b,17,4.5417,4.9822,-0.0069,0.6112,False,1.0,n.s.
lt2,EMG,noabs,v0104,v0106c,17,4.5417,4.7149,0.0091,0.8536,False,1.0,n.s.
lt2,EMG,noabs,v0104,v0107,17,4.5417,3.7184,0.5692,0.4586,False,1.0,n.s.
lt2,EMG,noabs,v0105,v0106a,16,4.508,4.3298,-0.2527,0.4332,False,1.0,n.s.
lt2,EMG,noabs,v0105,v0106b,16,4.508,5.1219,0.0137,0.9799,False,1.0,n.s.
lt2,EMG,noabs,v0105,v0106c,16,4.508,4.6108,-0.1858,0.1297,False,1.0,n.s.
lt2,EMG,noabs,v0105,v0107,16,4.508,3.8737,0.363,0.8999,False,1.0,n.s.
lt2,EMG,noabs,v0106a,v0106b,17,4.4135,4.9822,0.0466,0.6777,False,1.0,n.s.
lt2,EMG,noabs,v0106a,v0106c,17,4.4135,4.7149,-0.0121,0.2633,False,1.0,n.s.
lt2,EMG,noabs,v0106a,v0107,17,4.4135,3.7184,0.4732,0.6441,False,1.0,n.s.
lt2,EMG,noabs,v0106b,v0106c,17,4.9822,4.7149,-0.2729,0.4586,False,1.0,n.s.
lt2,EMG,noabs,v0106b,v0107,17,4.9822,3.7184,0.0489,1.0,False,1.0,n.s.
lt2,EMG,noabs,v0106c,v0107,17,4.7149,3.7184,0.4122,0.4307,False,1.0,n.s.
lt2,EMG,with_abs,v0101,v0104,17,4.7077,4.4526,0.2666,0.0002,False,0.0069,v0104
lt2,EMG,with_abs,v0103,v0104,17,4.9168,4.4526,0.6063,0.0002,False,0.0069,v0104
lt2,EMG,with_abs,v0103,v0106a,17,4.9168,4.6203,0.6437,0.0003,False,0.0125,v0106a
lt2,EMG,with_abs,v0103,v0106c,17,4.9168,4.6965,0.5376,0.0004,False,0.016,v0106c
lt2,EMG,with_abs,v0011,v0101,18,2.7843,4.7803,-2.2877,0.0007,False,0.0275,v0011
lt2,EMG,with_abs,v0011,v0103,17,2.7891,4.9168,-2.5511,0.0008,False,0.0336,v0011
lt2,EMG,with_abs,v0011,v0105,16,2.8455,4.7038,-1.6453,0.001,False,0.0393,v0011
lt2,EMG,with_abs,v0101,v0106a,17,4.7077,4.6203,0.3513,0.0011,False,0.0406,v0106a
lt2,EMG,with_abs,v0011,v0106a,17,2.7891,4.6203,-1.8312,0.0013,False,0.0497,v0011
lt2,EMG,with_abs,v0011,v0106c,17,2.7891,4.6965,-1.9074,0.0013,False,0.0497,v0011
lt2,EMG,with_abs,v0011,v0104,17,2.7891,4.4526,-1.8827,0.0017,False,0.0587,n.s.
lt2,EMG,with_abs,v0101,v0103,17,4.7077,4.9168,-0.1533,0.0026,False,0.0877,n.s.
lt2,EMG,with_abs,v0011,v0102,16,2.8455,4.9542,-1.9242,0.0027,False,0.0886,n.s.
lt2,EMG,with_abs,v0011,v0106b,17,2.7891,4.7364,-1.5282,0.0032,False,0.1011,n.s.
lt2,EMG,with_abs,v0101,v0106c,17,4.7077,4.6965,0.2901,0.0032,False,0.1011,n.s.
lt2,EMG,with_abs,v0103,v0105,16,4.8655,4.7038,0.6182,0.0052,False,0.1547,n.s.
lt2,EMG,with_abs,v0011,v0107,17,2.7891,3.8425,-0.6022,0.0202,False,0.5845,n.s.
lt2,EMG,with_abs,v0103,v0106b,17,4.9168,4.7364,0.8447,0.0348,False,0.9741,n.s.
lt2,EMG,with_abs,v0101,v0102,16,4.6309,4.9542,-0.0235,0.8209,False,1.0,n.s.
lt2,EMG,with_abs,v0101,v0105,16,4.6309,4.7038,0.5477,0.0577,False,1.0,n.s.
lt2,EMG,with_abs,v0101,v0106b,17,4.7077,4.7364,0.3786,0.1324,False,1.0,n.s.
lt2,EMG,with_abs,v0101,v0107,17,4.7077,3.8425,0.7475,0.2435,False,1.0,n.s.
lt2,EMG,with_abs,v0102,v0103,16,4.9542,4.8655,-0.1362,0.2522,False,1.0,n.s.
lt2,EMG,with_abs,v0102,v0104,16,4.9542,4.2511,0.3209,0.2312,False,1.0,n.s.
lt2,EMG,with_abs,v0102,v0105,16,4.9542,4.7038,0.2465,0.0934,False,1.0,n.s.
lt2,EMG,with_abs,v0102,v0106a,16,4.9542,4.4813,0.2106,0.2312,False,1.0,n.s.
lt2,EMG,with_abs,v0102,v0106b,16,4.9542,4.7538,-0.0404,0.5282,False,1.0,n.s.
lt2,EMG,with_abs,v0102,v0106c,16,4.9542,4.6259,0.139,0.3225,False,1.0,n.s.
lt2,EMG,with_abs,v0102,v0107,16,4.9542,3.8518,0.7431,0.6685,False,1.0,n.s.
lt2,EMG,with_abs,v0103,v0107,17,4.9168,3.8425,0.613,0.2247,False,1.0,n.s.
lt2,EMG,with_abs,v0104,v0105,16,4.2511,4.7038,0.2127,0.4637,False,1.0,n.s.
lt2,EMG,with_abs,v0104,v0106a,17,4.4526,4.6203,-0.0016,0.8536,False,1.0,n.s.
lt2,EMG,with_abs,v0104,v0106b,17,4.4526,4.7364,0.1722,0.5791,False,1.0,n.s.
lt2,EMG,with_abs,v0104,v0106c,17,4.4526,4.6965,0.0016,0.5171,False,1.0,n.s.
lt2,EMG,with_abs,v0104,v0107,17,4.4526,3.8425,0.4809,0.6112,False,1.0,n.s.
lt2,EMG,with_abs,v0105,v0106a,16,4.7038,4.4813,-0.0954,0.4332,False,1.0,n.s.
lt2,EMG,with_abs,v0105,v0106b,16,4.7038,4.7538,-0.0432,0.8209,False,1.0,n.s.
lt2,EMG,with_abs,v0105,v0106c,16,4.7038,4.6259,-0.1926,0.1167,False,1.0,n.s.
lt2,EMG,with_abs,v0105,v0107,16,4.7038,3.8518,0.3558,0.8999,False,1.0,n.s.
lt2,EMG,with_abs,v0106a,v0106b,17,4.6203,4.7364,-0.2775,0.6441,False,1.0,n.s.
lt2,EMG,with_abs,v0106a,v0106c,17,4.6203,4.6965,0.0101,0.5171,False,1.0,n.s.
lt2,EMG,with_abs,v0106a,v0107,17,4.6203,3.8425,0.4725,0.5791,False,1.0,n.s.
lt2,EMG,with_abs,v0106b,v0106c,17,4.7364,4.6965,-0.1066,0.3289,False,1.0,n.s.
lt2,EMG,with_abs,v0106b,v0107,17,4.7364,3.8425,0.0108,0.8176,False,1.0,n.s.
lt2,EMG,with_abs,v0106c,v0107,17,4.6965,3.8425,0.419,0.4874,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0103,v0106c,17,4.8581,4.6916,0.5408,0.0001,False,0.0034,v0106c
lt2,EMG+NIRS,noabs,v0103,v0104,17,4.8581,4.5,0.4259,0.0001,False,0.0047,v0104
lt2,EMG+NIRS,noabs,v0103,v0106a,17,4.8581,4.6177,0.5259,0.0001,False,0.0047,v0106a
lt2,EMG+NIRS,noabs,v0011,v0101,18,2.5906,4.7799,-2.6861,0.0003,False,0.0138,v0011
lt2,EMG+NIRS,noabs,v0011,v0105,16,2.7858,4.8035,-1.8624,0.0004,False,0.0175,v0011
lt2,EMG+NIRS,noabs,v0011,v0103,17,2.6735,4.8581,-2.6345,0.0005,False,0.0201,v0011
lt2,EMG+NIRS,noabs,v0101,v0104,17,4.6895,4.5,0.2179,0.0007,False,0.0256,v0104
lt2,EMG+NIRS,noabs,v0101,v0106a,17,4.6895,4.6177,0.3916,0.0007,False,0.0256,v0106a
lt2,EMG+NIRS,noabs,v0011,v0102,16,2.7858,5.5145,-2.2016,0.0013,False,0.0486,v0011
lt2,EMG+NIRS,noabs,v0011,v0104,17,2.6735,4.5,-2.2217,0.0013,False,0.0486,v0011
lt2,EMG+NIRS,noabs,v0011,v0106c,17,2.6735,4.6916,-2.17,0.0013,False,0.0486,v0011
lt2,EMG+NIRS,noabs,v0101,v0103,17,4.6895,4.8581,-0.1775,0.0013,False,0.0486,v0101
lt2,EMG+NIRS,noabs,v0011,v0106a,17,2.6735,4.6177,-2.2406,0.0017,False,0.0554,n.s.
lt2,EMG+NIRS,noabs,v0101,v0106c,17,4.6895,4.6916,0.2974,0.0021,False,0.0669,n.s.
lt2,EMG+NIRS,noabs,v0011,v0106b,17,2.6735,4.8684,-1.407,0.0032,False,0.0979,n.s.
lt2,EMG+NIRS,noabs,v0103,v0105,16,4.8247,4.8035,0.7106,0.0076,False,0.2289,n.s.
lt2,EMG+NIRS,noabs,v0103,v0107,17,4.8581,3.8489,1.0747,0.0305,False,0.885,n.s.
lt2,EMG+NIRS,noabs,v0011,v0107,17,2.6735,3.8489,-0.6683,0.0797,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0101,v0102,16,4.6379,5.5145,-0.1008,0.6685,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0101,v0105,16,4.6379,4.8035,0.5043,0.0507,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0101,v0106b,17,4.6895,4.8684,0.333,0.1089,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0101,v0107,17,4.6895,3.8489,0.6823,0.0395,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0102,v0103,16,5.5145,4.8247,0.0679,0.8999,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0102,v0104,16,5.5145,4.4885,0.4005,0.1754,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0102,v0105,16,5.5145,4.8035,0.8461,0.0443,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0102,v0106a,16,5.5145,4.4367,0.464,0.1591,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0102,v0106b,16,5.5145,5.0127,0.739,0.0386,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0102,v0106c,16,5.5145,4.62,0.6861,0.1167,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0102,v0107,16,5.5145,3.8498,1.5264,0.0577,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0103,v0106b,17,4.8581,4.8684,0.7902,0.0569,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0104,v0105,16,4.4885,4.8035,0.0893,0.4037,False,1.0,n.s.
