version,family,target,feature_set,std_ratio,neg_r2_share,mae_glob,mae_med_subj,mae_best_subj,mae_worst_subj,n_subjects
v0101,lstm,lt1,EMG,0.9601290225982666,0.16666666666666666,4.328053792317708,3.196899890899658,1.3863505125045776,15.602537155151367,18
v0101,lstm,lt1,NIRS,0.9553953409194946,0.3333333333333333,4.5115910847981775,3.237706184387207,1.589848279953003,13.216814994812012,18
v0101,lstm,lt1,EMG_NIRS,0.8966579437255859,0.2222222222222222,3.7293914794921874,2.5232486724853516,1.0618064403533936,8.0824556350708,18
v0101,lstm,lt1,EMG_NIRS_HRV,0.9193412661552429,0.05555555555555555,3.683579508463542,2.5004723072052,0.6105005145072937,8.509148597717285,18
v0101,lstm,lt2,EMG,1.0874533653259277,0.4444444444444444,3.8218953450520834,2.8693718910217285,1.3509775400161743,7.436824321746826,18
v0101,lstm,lt2,NIRS,0.7842059135437012,0.4444444444444444,4.974806213378907,4.322118759155273,1.421801209449768,13.069082260131836,18
v0101,lstm,lt2,EMG_NIRS,0.9051017165184021,0.16666666666666666,3.634558359781901,2.760880947113037,1.2327382564544678,8.826190948486328,18
v0101,lstm,lt2,EMG_NIRS_HRV,0.9748401641845703,0.1111111111111111,2.4130264282226563,1.9947314262390137,1.135308861732483,5.712770938873291,18
v0102,tcn,lt1,EMG,0.23512714868709955,0.7777777777777778,6.326530037401467,5.080159569666224,3.1532421384616933,11.57647607473859,18
v0102,tcn,lt1,NIRS,0.2529595073699503,0.7222222222222222,5.905709675857674,5.293300262525019,2.6046757639013784,11.348037688573884,18
v0102,tcn,lt1,EMG_NIRS,0.24758757860429367,0.9444444444444444,6.142178772826591,5.384387074011077,3.251927483707264,9.780157608192765,18
v0102,tcn,lt1,EMG_NIRS_HRV,0.32541831225014406,0.7222222222222222,6.054676172332419,5.844664128303086,3.3268888648308432,9.653852214055288,18
v0102,tcn,lt2,EMG,0.26085287203055785,0.6875,6.609469074169058,4.783672706807641,2.874766012958075,11.6580076792769,16
v0102,tcn,lt2,NIRS,0.30088436550680187,0.875,6.191532166399447,5.0724241027178145,3.150239945591407,11.409720137209632,16
v0102,tcn,lt2,EMG_NIRS,0.25738799157131026,0.625,6.102254424546403,4.6386362623852015,3.030775081567669,11.133840463940263,16
v0102,tcn,lt2,EMG_NIRS_HRV,0.2311185043760557,0.625,5.192484818039997,4.773089176574669,3.0697448492879227,8.595048776868062,16
v0103,wavelet,lt1,EMG,0.38416851627030874,0.3888888888888889,4.951781074709844,3.5929985042945827,1.8430251666954023,10.944527621141269,18
v0103,wavelet,lt1,NIRS,0.5295514913453552,0.5555555555555556,5.964671216836722,4.835337455500528,2.471580838495748,19.179298879989084,18
v0103,wavelet,lt1,EMG_NIRS,0.3400388370692138,0.4444444444444444,5.456362342140068,4.491346137443177,2.4462812718784024,10.28252605548351,18
v0103,wavelet,lt1,EMG_NIRS_HRV,0.4678781353777284,0.16666666666666666,4.1438114760861176,3.6456479303677574,1.0661600737660921,10.094722877068085,18
v0103,wavelet,lt2,EMG,0.5765620274929271,0.5882352941176471,5.150926014202673,4.231302698758627,1.4918996484174323,10.116363669582139,17
v0103,wavelet,lt2,NIRS,0.41797800289845644,0.47058823529411764,4.605593314505801,4.870651517112874,1.653407405178705,6.755464194114401,17
v0103,wavelet,lt2,EMG_NIRS,0.43391891664421095,0.35294117647058826,4.912455144574557,3.7835826010240154,2.0580248533018195,11.279371550418054,17
v0103,wavelet,lt2,EMG_NIRS_HRV,0.42578648409060105,0.5294117647058824,4.555103832178235,3.9879719102258115,1.774456490251537,8.440792318458923,17
v0104,lstm,lt1,EMG,0.5805543804859878,0.3333333333333333,4.334429248147343,3.2701981389064185,1.9471249100572243,8.841946935762255,18
v0104,lstm,lt1,NIRS,0.6666086598617598,0.3333333333333333,4.305854924270736,3.9910977287440685,2.025059861792887,9.101392351963874,18
v0104,lstm,lt1,EMG_NIRS,0.7292652795550307,0.1111111111111111,3.575002973059998,2.7564631298463116,0.9847756113691652,6.762665206642258,18
v0104,lstm,lt1,EMG_NIRS_HRV,0.7829903657178406,0.1111111111111111,3.969886679690124,2.9196240221585708,1.232873073596012,9.408746456235322,18
v0104,lstm,lt2,EMG,0.5631958727620924,0.17647058823529413,4.623906569689052,3.6302903729405775,1.549284495530111,10.700880506115931,17
v0104,lstm,lt2,NIRS,0.5686714199994579,0.47058823529411764,5.321826251817695,4.1942366040760275,1.5240979547024047,10.659992032023972,17
v0104,lstm,lt2,EMG_NIRS,0.8122063616062866,0.4117647058823529,4.679831236938751,3.7818380388783193,1.5310403798959993,10.149697879748379,17
v0104,lstm,lt2,EMG_NIRS_HRV,0.6431770487952836,0.11764705882352941,2.7773875365391367,2.3835087001987296,1.4166531631571813,4.074401644772263,17
v0106a,wavelet,lt1,EMG,0.6738392703882006,0.3333333333333333,4.861072508674982,3.6978533645497365,1.2540904756250055,8.884334615020435,18
v0106a,wavelet,lt1,NIRS,0.7177007478879275,0.2222222222222222,3.972333504136929,3.41455304242113,1.219134932824026,10.322853616055133,18
v0106a,wavelet,lt1,EMG_NIRS,0.6868285831941427,0.1111111111111111,4.01435586185224,3.2457420686503715,1.7980008023524632,7.11492928536322,18
v0106a,wavelet,lt1,EMG_NIRS_HRV,0.739027129725029,0.05555555555555555,4.005233719279443,2.9606987358166132,1.3892941955952254,10.503661197178365,18
v0106a,wavelet,lt2,EMG,0.49583602094197843,0.35294117647058826,4.643309618744576,3.748110617532084,1.5928256583242562,8.551752605611204,17
v0106a,wavelet,lt2,NIRS,0.5952896465825873,0.5294117647058824,5.3295769262097705,4.21951408969098,1.5767752528968153,11.310412714963666,17
v0106a,wavelet,lt2,EMG_NIRS,0.5409590377493151,0.29411764705882354,4.572015443622241,3.2491509057403194,1.9108035281790394,10.040454329987613,17
v0106a,wavelet,lt2,EMG_NIRS_HRV,0.7193736504361188,0.11764705882352941,2.927830348257713,2.9443873057457486,1.170984866802631,5.5341561106389054,17
v0106b,wavelet,lt1,EMG,0.5937098883522807,0.5555555555555556,5.0594148955052045,4.067456296351432,1.0401909813002477,10.562974779210474,18
v0106b,wavelet,lt1,NIRS,0.5440694531742094,0.16666666666666666,3.951227055521344,3.396870441850285,1.2105547162315289,7.033867209541023,18
v0106b,wavelet,lt1,EMG_NIRS,0.5455744787890062,0.3333333333333333,4.639010223669236,3.869508140011656,1.8658149933907717,8.40155966286784,18
v0106b,wavelet,lt1,EMG_NIRS_HRV,0.6611642570400019,0.2222222222222222,4.38789032907042,3.311155090309656,1.9970115496816279,9.970646408436467,18
v0106b,wavelet,lt2,EMG,0.5645921653239134,0.4117647058823529,5.057159662486877,4.62450666430015,1.27603251692709,9.09483320064946,17
v0106b,wavelet,lt2,NIRS,0.6758334967674566,0.35294117647058826,4.500632263039352,3.650374692881454,1.4458331396229585,11.206378020436842,17
