architecture_id,model_id,family,target,feature_set,with_abs,wavelet_mode,window_size_sec,sequence_length,stride_sec,sample_stride_sec,model_name,full_model_name,hyperparams_json
LSTM8,LSTM8_9e0bcf85,LSTM,lt1,EMG,True,cwt,30,0,30,30,"LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05)","LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05) EMG with_abs wavelet=cwt LT1","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""chunk_size"": 10, ""dropout"": 0.3, ""hidden_size"": 64, ""internal_stride_sec"": 30, ""lr"": 0.001, ""max_epochs"": 20, ""num_layers"": 2, ""weight_decay"": 1e-05}"
LSTM8,LSTM8_95a21764,LSTM,lt1,EMG,False,cwt,30,0,30,30,"LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05)","LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05) EMG no_abs wavelet=cwt LT1","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""chunk_size"": 10, ""dropout"": 0.3, ""hidden_size"": 64, ""internal_stride_sec"": 30, ""lr"": 0.001, ""max_epochs"": 20, ""num_layers"": 2, ""weight_decay"": 1e-05}"
LSTM8,LSTM8_7db78506,LSTM,lt1,EMG+NIRS,True,cwt,30,0,30,30,"LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05)","LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05) EMG+NIRS with_abs wavelet=cwt LT1","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""chunk_size"": 10, ""dropout"": 0.3, ""hidden_size"": 64, ""internal_stride_sec"": 30, ""lr"": 0.001, ""max_epochs"": 20, ""num_layers"": 2, ""weight_decay"": 1e-05}"
LSTM8,LSTM8_9babfb3f,LSTM,lt1,EMG+NIRS,False,cwt,30,0,30,30,"LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05)","LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05) EMG+NIRS no_abs wavelet=cwt LT1","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""chunk_size"": 10, ""dropout"": 0.3, ""hidden_size"": 64, ""internal_stride_sec"": 30, ""lr"": 0.001, ""max_epochs"": 20, ""num_layers"": 2, ""weight_decay"": 1e-05}"
LSTM8,LSTM8_14219d3e,LSTM,lt1,EMG+NIRS+HRV,True,cwt,30,0,30,30,"LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05)","LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05) EMG+NIRS+HRV with_abs wavelet=cwt LT1","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""chunk_size"": 10, ""dropout"": 0.3, ""hidden_size"": 64, ""internal_stride_sec"": 30, ""lr"": 0.001, ""max_epochs"": 20, ""num_layers"": 2, ""weight_decay"": 1e-05}"
LSTM8,LSTM8_59b3d2a5,LSTM,lt1,EMG+NIRS+HRV,False,cwt,30,0,30,30,"LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05)","LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05) EMG+NIRS+HRV no_abs wavelet=cwt LT1","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""chunk_size"": 10, ""dropout"": 0.3, ""hidden_size"": 64, ""internal_stride_sec"": 30, ""lr"": 0.001, ""max_epochs"": 20, ""num_layers"": 2, ""weight_decay"": 1e-05}"
LSTM8,LSTM8_533e12de,LSTM,lt2,EMG,True,cwt,30,0,30,30,"LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05)","LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05) EMG with_abs wavelet=cwt LT2","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""chunk_size"": 10, ""dropout"": 0.3, ""hidden_size"": 64, ""internal_stride_sec"": 30, ""lr"": 0.001, ""max_epochs"": 20, ""num_layers"": 2, ""weight_decay"": 1e-05}"
LSTM8,LSTM8_4a17b70e,LSTM,lt2,EMG,False,cwt,30,0,30,30,"LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05)","LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05) EMG no_abs wavelet=cwt LT2","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""chunk_size"": 10, ""dropout"": 0.3, ""hidden_size"": 64, ""internal_stride_sec"": 30, ""lr"": 0.001, ""max_epochs"": 20, ""num_layers"": 2, ""weight_decay"": 1e-05}"
LSTM8,LSTM8_588f87ec,LSTM,lt2,EMG+NIRS,True,cwt,30,0,30,30,"LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05)","LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05) EMG+NIRS with_abs wavelet=cwt LT2","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""chunk_size"": 10, ""dropout"": 0.3, ""hidden_size"": 64, ""internal_stride_sec"": 30, ""lr"": 0.001, ""max_epochs"": 20, ""num_layers"": 2, ""weight_decay"": 1e-05}"
LSTM8,LSTM8_be562c6d,LSTM,lt2,EMG+NIRS,False,cwt,30,0,30,30,"LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05)","LSTMStatefulRegressor(batch_size=64,checkpoint_every_epochs=4,chunk_size=10,dropout=0.3,hidden_size=64,internal_stride_sec=30,lr=0.001,max_epochs=20,num_layers=2,weight_decay=1e-05) EMG+NIRS no_abs wavelet=cwt LT2","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""chunk_size"": 10, ""dropout"": 0.3, ""hidden_size"": 64, ""internal_stride_sec"": 30, ""lr"": 0.001, ""max_epochs"": 20, ""num_layers"": 2, ""weight_decay"": 1e-05}"
