variant,feature_set,target,n_subjects,n_features,raw_mae_min,kalman_mae_min,best_sigma_obs,kalman_30,kalman_50,kalman_75,kalman_150,r2,rho,sec
with_abs,EMG,lt1,18,79,4.7092,4.8039,30.0,4.8039,4.895,5.0218,5.4431,0.036,0.557,202.1
with_abs,EMG,lt2,18,79,3.9204,3.9691,30.0,3.9691,4.0428,4.17,4.6181,0.281,0.698,130.2
with_abs,EMG+NIRS,lt1,18,97,3.8273,3.935,30.0,3.935,4.0172,4.1241,4.5122,0.4,0.711,232.4
with_abs,EMG+NIRS,lt2,18,97,3.6062,3.7476,30.0,3.7476,3.8606,4.0031,4.4394,0.435,0.726,133.5
with_abs,EMG+NIRS+HRV,lt1,18,107,3.6788,3.8568,30.0,3.8568,3.9888,4.1594,4.6848,0.46,0.755,267.5
with_abs,EMG+NIRS+HRV,lt2,18,107,2.3777,2.5979,30.0,2.5979,2.7725,3.0026,3.7296,0.749,0.853,146.2
