variant,feature_set,target,n_subjects,n_features,raw_mae_min,kalman_mae_min,best_sigma_obs,kalman_30,kalman_50,kalman_75,kalman_150,r2,rho,sec
noabs,EMG,lt1,18,79,4.3798,4.6127,30.0,4.6127,4.7799,4.9849,5.5768,0.327,0.631,221.1
noabs,NIRS,lt1,18,14,4.3353,4.5555,30.0,4.5555,4.7206,4.9309,5.5606,0.29,0.675,234.7
noabs,EMG+NIRS,lt1,18,93,3.6642,3.9165,30.0,3.9165,4.0965,4.3141,4.9367,0.522,0.758,246.6
noabs,EMG+NIRS+HRV,lt1,18,101,3.4638,3.7698,30.0,3.7698,3.9873,4.2507,4.9962,0.586,0.803,208.3
