variant,feature_set,target,subject_id,mae_min,r2
with_abs,EMG,lt2,S001,5.2448,-0.256
with_abs,EMG,lt2,S002,3.2353,-0.026
with_abs,EMG,lt2,S003,6.3305,-0.091
with_abs,EMG,lt2,S004,3.551,-0.026
with_abs,EMG,lt2,S005,5.8683,-0.504
with_abs,EMG,lt2,S006,2.9111,-0.016
with_abs,EMG,lt2,S008,3.1705,-0.084
with_abs,EMG,lt2,S009,8.2837,-0.325
with_abs,EMG,lt2,S010,6.8992,-0.205
with_abs,EMG,lt2,S011,3.9171,-0.117
with_abs,EMG,lt2,S012,3.4091,-0.049
with_abs,EMG,lt2,S013,5.806,-0.152
with_abs,EMG,lt2,S014,4.5482,0.064
with_abs,EMG,lt2,S016,3.9639,-0.06
with_abs,EMG,lt2,S017,4.8594,-0.185
with_abs,EMG,lt2,S019,7.2024,-0.217
noabs,EMG,lt2,S001,5.266,-0.263
noabs,EMG,lt2,S002,3.253,-0.042
noabs,EMG,lt2,S003,6.5,-0.141
noabs,EMG,lt2,S004,3.5677,-0.039
noabs,EMG,lt2,S005,5.765,-0.434
noabs,EMG,lt2,S006,2.9111,-0.016
noabs,EMG,lt2,S008,3.3109,-0.219
noabs,EMG,lt2,S009,8.1059,-0.269
noabs,EMG,lt2,S010,6.9985,-0.24
noabs,EMG,lt2,S011,3.9201,-0.116
noabs,EMG,lt2,S012,3.4496,-0.085
noabs,EMG,lt2,S013,5.6371,-0.093
noabs,EMG,lt2,S014,4.5218,0.076
noabs,EMG,lt2,S016,3.9309,-0.04
noabs,EMG,lt2,S017,4.4942,-0.0
noabs,EMG,lt2,S019,7.1983,-0.243
with_abs,NIRS,lt2,S001,5.0363,-0.106
with_abs,NIRS,lt2,S002,3.2398,-0.03
with_abs,NIRS,lt2,S003,6.4485,-0.129
with_abs,NIRS,lt2,S004,3.5633,-0.032
with_abs,NIRS,lt2,S005,5.8043,-0.472
with_abs,NIRS,lt2,S006,2.9338,-0.04
with_abs,NIRS,lt2,S008,3.5379,-0.441
with_abs,NIRS,lt2,S009,8.9553,-0.632
with_abs,NIRS,lt2,S010,7.1966,-0.286
with_abs,NIRS,lt2,S011,3.9161,-0.103
with_abs,NIRS,lt2,S012,3.3669,-0.012
with_abs,NIRS,lt2,S013,5.5239,-0.063
with_abs,NIRS,lt2,S014,4.6369,0.022
with_abs,NIRS,lt2,S016,3.9003,-0.018
with_abs,NIRS,lt2,S017,4.6229,-0.047
with_abs,NIRS,lt2,S019,6.9291,-0.177
noabs,NIRS,lt2,S001,5.1018,-0.161
noabs,NIRS,lt2,S002,3.4231,-0.198
noabs,NIRS,lt2,S003,6.4382,-0.128
noabs,NIRS,lt2,S004,3.6238,-0.079
noabs,NIRS,lt2,S005,5.6738,-0.395
noabs,NIRS,lt2,S006,2.9399,-0.046
noabs,NIRS,lt2,S008,3.4315,-0.336
noabs,NIRS,lt2,S009,8.3469,-0.424
noabs,NIRS,lt2,S010,7.0217,-0.235
noabs,NIRS,lt2,S011,3.81,-0.031
noabs,NIRS,lt2,S012,3.4152,-0.054
noabs,NIRS,lt2,S013,5.8528,-0.158
noabs,NIRS,lt2,S014,4.6321,0.022
noabs,NIRS,lt2,S016,3.8998,-0.018
noabs,NIRS,lt2,S017,4.6608,-0.069
noabs,NIRS,lt2,S019,6.8731,-0.163
with_abs,EMG+NIRS,lt2,S001,5.3012,-0.29
with_abs,EMG+NIRS,lt2,S002,3.2811,-0.066
with_abs,EMG+NIRS,lt2,S003,6.2241,-0.059
with_abs,EMG+NIRS,lt2,S004,3.5768,-0.044
with_abs,EMG+NIRS,lt2,S005,5.8157,-0.464
with_abs,EMG+NIRS,lt2,S006,3.163,-0.277
with_abs,EMG+NIRS,lt2,S008,3.3311,-0.242
with_abs,EMG+NIRS,lt2,S009,8.3903,-0.383
with_abs,EMG+NIRS,lt2,S010,6.7725,-0.155
with_abs,EMG+NIRS,lt2,S011,3.9051,-0.104
with_abs,EMG+NIRS,lt2,S012,3.4614,-0.094
with_abs,EMG+NIRS,lt2,S013,5.5794,-0.069
with_abs,EMG+NIRS,lt2,S014,4.6818,-0.005
with_abs,EMG+NIRS,lt2,S016,3.9768,-0.068
with_abs,EMG+NIRS,lt2,S017,4.5561,-0.027
with_abs,EMG+NIRS,lt2,S019,6.9169,-0.154
noabs,EMG+NIRS,lt2,S001,5.2829,-0.268
noabs,EMG+NIRS,lt2,S002,3.2535,-0.041
noabs,EMG+NIRS,lt2,S003,6.4508,-0.107
noabs,EMG+NIRS,lt2,S004,3.5579,-0.029
noabs,EMG+NIRS,lt2,S005,5.9397,-0.55
noabs,EMG+NIRS,lt2,S006,3.2145,-0.33
noabs,EMG+NIRS,lt2,S008,3.3358,-0.247
noabs,EMG+NIRS,lt2,S009,8.2088,-0.323
noabs,EMG+NIRS,lt2,S010,6.8515,-0.166
noabs,EMG+NIRS,lt2,S011,3.7588,0.007
noabs,EMG+NIRS,lt2,S012,3.4283,-0.067
