variant,feature_set,target,n_subjects,n_features,raw_mae_min,kalman_mae_min,best_sigma_obs,kalman_30,kalman_50,kalman_75,kalman_150,r2,rho,sec
with_abs,EMG,lt1,18,79,4.3905,4.5077,30.0,4.5077,4.5943,4.7002,5.0589,0.039,0.532,149.2
with_abs,EMG,lt2,18,79,4.177,4.234,30.0,4.234,4.2822,4.3492,4.6367,0.027,0.622,183.9
with_abs,EMG+NIRS,lt1,18,97,3.5074,3.65,30.0,3.65,3.7578,3.8907,4.3168,0.42,0.696,155.2
with_abs,EMG+NIRS,lt2,18,97,3.4471,3.6124,30.0,3.6124,3.74,3.9012,4.4172,0.377,0.665,221.6
with_abs,EMG+NIRS+HRV,lt1,18,107,3.9147,4.0511,30.0,4.0511,4.1552,4.2835,4.6938,0.345,0.681,222.9
with_abs,EMG+NIRS+HRV,lt2,18,107,2.5222,2.6483,30.0,2.6483,2.7595,2.9234,3.509,0.674,0.809,135.9
