variant,feature_set,target,n_subjects,n_features,raw_mae_min,kalman_mae_min,best_sigma_obs,kalman_30,kalman_50,kalman_75,kalman_150,r2,rho,sec
noabs,EMG,lt1,18,79,4.6759,4.8792,30.0,4.8792,5.0289,5.2126,5.7404,0.264,0.547,74.5
noabs,NIRS,lt1,18,14,4.911,5.1022,30.0,5.1022,5.2362,5.4035,5.9334,0.14,0.632,81.0
noabs,EMG+NIRS,lt1,18,93,4.0894,4.3199,30.0,4.3199,4.4828,4.6798,5.2507,0.428,0.678,90.4
noabs,EMG+NIRS+HRV,lt1,18,101,3.8746,4.1216,30.0,4.1216,4.3061,4.535,5.2023,0.483,0.725,91.8
