variant,feature_set,target,subject_id,mae_min,r2
noabs,EMG,lt1,S001,1.7708,0.853
noabs,EMG,lt1,S002,4.1741,-1.076
noabs,EMG,lt1,S003,4.4118,0.439
noabs,EMG,lt1,S004,4.197,-0.947
noabs,EMG,lt1,S005,5.9265,-0.209
noabs,EMG,lt1,S006,0.5884,0.906
noabs,EMG,lt1,S007,3.4687,0.291
noabs,EMG,lt1,S008,3.996,-1.005
noabs,EMG,lt1,S009,10.8174,-1.383
noabs,EMG,lt1,S010,3.3817,0.654
noabs,EMG,lt1,S011,1.2039,0.875
noabs,EMG,lt1,S012,0.8605,0.908
noabs,EMG,lt1,S013,3.2699,0.453
noabs,EMG,lt1,S014,5.0096,-0.442
noabs,EMG,lt1,S016,2.024,0.632
noabs,EMG,lt1,S017,2.5701,0.617
noabs,EMG,lt1,S018,1.428,0.877
noabs,EMG,lt1,S019,4.4274,0.438
noabs,EMG,lt2,S001,3.6583,0.38
noabs,EMG,lt2,S002,4.0369,-0.961
noabs,EMG,lt2,S003,1.9508,0.831
noabs,EMG,lt2,S004,4.9344,-2.663
noabs,EMG,lt2,S005,6.0865,-0.705
noabs,EMG,lt2,S006,3.0746,-0.533
noabs,EMG,lt2,S008,0.6038,0.925
noabs,EMG,lt2,S009,5.1236,0.391
noabs,EMG,lt2,S010,3.1047,0.718
noabs,EMG,lt2,S011,3.2499,0.111
noabs,EMG,lt2,S012,2.4442,-0.001
noabs,EMG,lt2,S013,6.4299,-0.632
noabs,EMG,lt2,S014,2.4868,0.616
noabs,EMG,lt2,S016,1.2876,0.863
noabs,EMG,lt2,S017,2.3031,0.564
noabs,EMG,lt2,S018,1.9138,-2.064
noabs,EMG,lt2,S019,5.9393,0.177
noabs,EMG+NIRS,lt1,S001,2.6526,0.714
noabs,EMG+NIRS,lt1,S002,4.2163,-1.182
noabs,EMG+NIRS,lt1,S003,5.1447,0.322
noabs,EMG+NIRS,lt1,S004,1.8661,0.414
noabs,EMG+NIRS,lt1,S005,4.6437,0.275
noabs,EMG+NIRS,lt1,S006,1.5088,0.638
noabs,EMG+NIRS,lt1,S007,1.7499,0.794
noabs,EMG+NIRS,lt1,S008,1.5744,0.672
noabs,EMG+NIRS,lt1,S009,9.1925,-0.533
noabs,EMG+NIRS,lt1,S010,1.8515,0.891
noabs,EMG+NIRS,lt1,S011,1.1308,0.86
noabs,EMG+NIRS,lt1,S012,6.678,-4.07
noabs,EMG+NIRS,lt1,S013,1.6184,0.875
noabs,EMG+NIRS,lt1,S014,2.8735,0.522
noabs,EMG+NIRS,lt1,S016,1.5625,0.821
noabs,EMG+NIRS,lt1,S017,3.3693,0.308
noabs,EMG+NIRS,lt1,S018,1.2712,0.862
noabs,EMG+NIRS,lt1,S019,4.5748,0.471
noabs,EMG+NIRS,lt2,S001,3.7266,0.306
noabs,EMG+NIRS,lt2,S002,2.8821,-0.064
noabs,EMG+NIRS,lt2,S003,3.6631,0.529
noabs,EMG+NIRS,lt2,S004,2.3656,0.132
noabs,EMG+NIRS,lt2,S005,8.3055,-1.896
noabs,EMG+NIRS,lt2,S006,3.3171,-1.61
noabs,EMG+NIRS,lt2,S008,1.0025,0.803
noabs,EMG+NIRS,lt2,S009,3.7911,0.688
noabs,EMG+NIRS,lt2,S010,3.55,0.631
noabs,EMG+NIRS,lt2,S011,2.91,0.342
noabs,EMG+NIRS,lt2,S012,5.6908,-3.202
noabs,EMG+NIRS,lt2,S013,6.2144,-0.875
noabs,EMG+NIRS,lt2,S014,1.0285,0.888
noabs,EMG+NIRS,lt2,S016,1.4202,0.836
noabs,EMG+NIRS,lt2,S017,2.7193,0.536
noabs,EMG+NIRS,lt2,S018,2.1437,-2.186
noabs,EMG+NIRS,lt2,S019,4.2585,0.506
noabs,EMG+NIRS+HRV,lt1,S001,1.7459,0.866
noabs,EMG+NIRS+HRV,lt1,S002,1.8696,0.568
noabs,EMG+NIRS+HRV,lt1,S003,5.7937,0.139
noabs,EMG+NIRS+HRV,lt1,S004,1.0578,0.759
noabs,EMG+NIRS+HRV,lt1,S005,3.7074,0.504
noabs,EMG+NIRS+HRV,lt1,S006,1.7651,0.43
