variant,feature_set,target,subject_id,mae_min,r2
with_abs,EMG,lt1,S001,6.7287,-1.015
with_abs,EMG,lt1,S002,3.2811,-0.031
with_abs,EMG,lt1,S003,6.8767,-0.083
with_abs,EMG,lt1,S004,3.6906,-0.063
with_abs,EMG,lt1,S005,7.3888,-1.04
with_abs,EMG,lt1,S006,2.8754,0.038
with_abs,EMG,lt1,S007,5.5703,-0.565
with_abs,EMG,lt1,S008,3.0376,0.031
with_abs,EMG,lt1,S009,9.2738,-0.79
with_abs,EMG,lt1,S010,6.7238,-0.026
with_abs,EMG,lt1,S011,3.8471,-0.073
with_abs,EMG,lt1,S012,3.5855,-0.2
with_abs,EMG,lt1,S013,6.1335,-0.342
with_abs,EMG,lt1,S014,4.6722,-0.018
with_abs,EMG,lt1,S016,3.9378,-0.045
with_abs,EMG,lt1,S017,5.5235,-0.614
with_abs,EMG,lt1,S018,4.3336,0.067
with_abs,EMG,lt1,S019,6.4626,0.042
with_abs,NIRS,lt1,S001,6.9532,-1.162
with_abs,NIRS,lt1,S002,3.1954,0.014
with_abs,NIRS,lt1,S003,6.633,-0.006
with_abs,NIRS,lt1,S004,3.4539,0.042
with_abs,NIRS,lt1,S005,7.4223,-1.088
with_abs,NIRS,lt1,S006,2.8401,0.053
with_abs,NIRS,lt1,S007,5.702,-0.633
with_abs,NIRS,lt1,S008,3.0587,0.02
with_abs,NIRS,lt1,S009,9.2963,-0.782
with_abs,NIRS,lt1,S010,6.7115,-0.023
with_abs,NIRS,lt1,S011,3.7023,0.012
with_abs,NIRS,lt1,S012,3.6653,-0.247
with_abs,NIRS,lt1,S013,6.1162,-0.369
with_abs,NIRS,lt1,S014,4.7385,-0.028
with_abs,NIRS,lt1,S016,3.9462,-0.045
with_abs,NIRS,lt1,S017,4.8735,-0.235
with_abs,NIRS,lt1,S018,4.4653,0.01
with_abs,NIRS,lt1,S019,6.6269,0.008
with_abs,EMG+NIRS,lt1,S001,6.6681,-0.978
with_abs,EMG+NIRS,lt1,S002,3.2481,-0.013
with_abs,EMG+NIRS,lt1,S003,6.6955,-0.024
with_abs,EMG+NIRS,lt1,S004,3.7484,-0.093
with_abs,EMG+NIRS,lt1,S005,7.407,-1.066
with_abs,EMG+NIRS,lt1,S006,2.8802,0.023
with_abs,EMG+NIRS,lt1,S007,5.8126,-0.694
with_abs,EMG+NIRS,lt1,S008,3.2025,-0.085
with_abs,EMG+NIRS,lt1,S009,9.5444,-0.885
with_abs,EMG+NIRS,lt1,S010,6.6979,-0.019
with_abs,EMG+NIRS,lt1,S011,3.834,-0.056
with_abs,EMG+NIRS,lt1,S012,3.7179,-0.294
with_abs,EMG+NIRS,lt1,S013,6.2159,-0.382
with_abs,EMG+NIRS,lt1,S014,4.7451,-0.059
with_abs,EMG+NIRS,lt1,S016,3.9844,-0.061
with_abs,EMG+NIRS,lt1,S017,5.3791,-0.508
with_abs,EMG+NIRS,lt1,S018,4.4945,0.007
with_abs,EMG+NIRS,lt1,S019,6.5478,0.024
with_abs,EMG+NIRS+HRV,lt1,S001,6.668,-0.999
with_abs,EMG+NIRS+HRV,lt1,S002,3.1941,0.019
with_abs,EMG+NIRS+HRV,lt1,S003,6.6749,-0.017
with_abs,EMG+NIRS+HRV,lt1,S004,3.7556,-0.099
with_abs,EMG+NIRS+HRV,lt1,S005,7.391,-1.034
with_abs,EMG+NIRS+HRV,lt1,S006,2.8745,0.035
with_abs,EMG+NIRS+HRV,lt1,S007,5.6524,-0.603
with_abs,EMG+NIRS+HRV,lt1,S008,3.1457,-0.05
with_abs,EMG+NIRS+HRV,lt1,S009,9.4093,-0.833
with_abs,EMG+NIRS+HRV,lt1,S010,6.5891,0.011
with_abs,EMG+NIRS+HRV,lt1,S011,3.6909,0.018
with_abs,EMG+NIRS+HRV,lt1,S012,3.7245,-0.304
with_abs,EMG+NIRS+HRV,lt1,S013,6.1147,-0.339
with_abs,EMG+NIRS+HRV,lt1,S014,4.8396,-0.096
with_abs,EMG+NIRS+HRV,lt1,S016,3.9665,-0.057
