variant,feature_set,target,subject_id,mae_min,r2
with_abs,EMG,lt2,S001,3.7755,0.348
with_abs,EMG,lt2,S002,4.5916,-1.064
with_abs,EMG,lt2,S003,5.2188,0.154
with_abs,EMG,lt2,S004,7.4999,-3.137
with_abs,EMG,lt2,S005,7.3096,-0.924
with_abs,EMG,lt2,S006,7.7808,-6.367
with_abs,EMG,lt2,S008,3.4554,-0.243
with_abs,EMG,lt2,S009,6.1776,0.278
with_abs,EMG,lt2,S010,3.753,0.595
with_abs,EMG,lt2,S011,9.2071,-3.718
with_abs,EMG,lt2,S012,3.497,-0.033
with_abs,EMG,lt2,S013,6.8453,-0.246
with_abs,EMG,lt2,S014,3.8358,0.073
with_abs,EMG,lt2,S016,2.5721,0.563
with_abs,EMG,lt2,S017,3.4585,0.476
with_abs,EMG,lt2,S018,1.6754,0.018
with_abs,EMG,lt2,S019,6.8282,0.124
noabs,EMG,lt2,S001,5.2739,-0.327
noabs,EMG,lt2,S002,4.1827,-0.551
noabs,EMG,lt2,S003,4.3225,0.338
noabs,EMG,lt2,S004,8.7998,-4.654
noabs,EMG,lt2,S005,6.1805,-0.438
noabs,EMG,lt2,S006,5.6706,-2.783
noabs,EMG,lt2,S008,3.6235,-0.74
noabs,EMG,lt2,S009,5.9164,0.378
noabs,EMG,lt2,S010,4.4928,0.478
noabs,EMG,lt2,S011,9.8206,-4.21
noabs,EMG,lt2,S012,3.5273,-0.017
noabs,EMG,lt2,S013,6.5869,-0.25
noabs,EMG,lt2,S014,3.5429,0.203
noabs,EMG,lt2,S016,3.4296,0.206
noabs,EMG,lt2,S017,5.2298,-0.303
noabs,EMG,lt2,S018,1.7362,-0.084
noabs,EMG,lt2,S019,5.4873,0.415
with_abs,NIRS,lt2,S001,8.992,-2.021
with_abs,NIRS,lt2,S002,2.7419,0.276
with_abs,NIRS,lt2,S003,4.4988,0.542
with_abs,NIRS,lt2,S004,1.7851,0.602
with_abs,NIRS,lt2,S005,4.4188,0.252
with_abs,NIRS,lt2,S006,7.0763,-3.98
with_abs,NIRS,lt2,S008,2.1064,0.409
with_abs,NIRS,lt2,S009,10.9448,-1.169
with_abs,NIRS,lt2,S010,2.5805,0.854
with_abs,NIRS,lt2,S011,4.0638,-0.286
with_abs,NIRS,lt2,S012,2.8254,0.228
with_abs,NIRS,lt2,S013,3.5891,0.627
with_abs,NIRS,lt2,S014,2.4237,0.73
with_abs,NIRS,lt2,S016,3.3204,0.152
with_abs,NIRS,lt2,S017,8.0097,-1.954
with_abs,NIRS,lt2,S018,2.2182,-0.957
with_abs,NIRS,lt2,S019,6.627,-0.066
noabs,NIRS,lt2,S001,5.5493,-0.328
noabs,NIRS,lt2,S002,2.6309,0.122
noabs,NIRS,lt2,S003,5.2364,0.379
noabs,NIRS,lt2,S004,2.7704,0.389
noabs,NIRS,lt2,S005,6.04,-0.276
noabs,NIRS,lt2,S006,3.5288,-0.288
noabs,NIRS,lt2,S008,1.4812,0.684
noabs,NIRS,lt2,S009,8.9869,-0.543
noabs,NIRS,lt2,S010,3.8544,0.69
noabs,NIRS,lt2,S011,1.9224,0.714
noabs,NIRS,lt2,S012,2.3085,0.513
noabs,NIRS,lt2,S013,2.4937,0.782
noabs,NIRS,lt2,S014,3.0131,0.575
noabs,NIRS,lt2,S016,3.6105,0.085
noabs,NIRS,lt2,S017,5.4616,-1.022
noabs,NIRS,lt2,S018,3.4605,-2.99
noabs,NIRS,lt2,S019,5.6098,0.156
with_abs,EMG+NIRS,lt2,S001,4.6343,0.134
with_abs,EMG+NIRS,lt2,S002,2.5706,0.335
with_abs,EMG+NIRS,lt2,S003,3.8741,0.581
with_abs,EMG+NIRS,lt2,S004,6.8511,-2.324
with_abs,EMG+NIRS,lt2,S005,7.585,-1.259
with_abs,EMG+NIRS,lt2,S006,5.5682,-2.849
with_abs,EMG+NIRS,lt2,S008,2.7312,0.274
with_abs,EMG+NIRS,lt2,S009,5.4747,0.472
with_abs,EMG+NIRS,lt2,S010,4.5076,0.557
with_abs,EMG+NIRS,lt2,S011,7.8908,-2.498
with_abs,EMG+NIRS,lt2,S012,1.6313,0.757
with_abs,EMG+NIRS,lt2,S013,6.8811,-0.248
with_abs,EMG+NIRS,lt2,S014,2.7314,0.58
with_abs,EMG+NIRS,lt2,S016,2.4015,0.548
with_abs,EMG+NIRS,lt2,S017,5.4855,-0.462
with_abs,EMG+NIRS,lt2,S018,1.6916,-0.004
with_abs,EMG+NIRS,lt2,S019,4.662,0.518
noabs,EMG+NIRS,lt2,S001,4.5912,0.062
noabs,EMG+NIRS,lt2,S002,2.7391,0.271
noabs,EMG+NIRS,lt2,S003,4.0289,0.553
noabs,EMG+NIRS,lt2,S004,6.8889,-2.578
noabs,EMG+NIRS,lt2,S005,7.8194,-1.544
noabs,EMG+NIRS,lt2,S006,5.1083,-2.37
noabs,EMG+NIRS,lt2,S008,1.4382,0.77
noabs,EMG+NIRS,lt2,S009,5.0188,0.53
noabs,EMG+NIRS,lt2,S010,3.8956,0.683
noabs,EMG+NIRS,lt2,S011,7.8518,-2.343
noabs,EMG+NIRS,lt2,S012,2.5124,0.436
