variant,feature_set,target,subject_id,mae_min,r2
with_abs,EMG,lt1,S001,3.0935,0.654
with_abs,EMG,lt1,S002,3.0969,0.091
with_abs,EMG,lt1,S003,6.6006,0.044
with_abs,EMG,lt1,S004,1.4932,0.786
with_abs,EMG,lt1,S005,5.9101,0.069
with_abs,EMG,lt1,S006,1.2439,0.789
with_abs,EMG,lt1,S007,3.5114,0.399
with_abs,EMG,lt1,S008,2.3244,0.499
with_abs,EMG,lt1,S009,8.5906,-0.466
with_abs,EMG,lt1,S010,4.1228,0.607
with_abs,EMG,lt1,S011,1.1149,0.898
with_abs,EMG,lt1,S012,1.9388,0.65
with_abs,EMG,lt1,S013,2.3455,0.756
with_abs,EMG,lt1,S014,2.0675,0.768
with_abs,EMG,lt1,S016,2.7916,0.44
with_abs,EMG,lt1,S017,3.3561,0.346
with_abs,EMG,lt1,S018,1.8231,0.806
with_abs,EMG,lt1,S019,4.4831,0.492
with_abs,NIRS,lt1,S001,6.0056,-0.478
with_abs,NIRS,lt1,S002,2.7291,0.417
with_abs,NIRS,lt1,S003,9.6952,-0.763
with_abs,NIRS,lt1,S004,3.8194,-0.025
with_abs,NIRS,lt1,S005,1.8131,0.868
with_abs,NIRS,lt1,S006,3.6058,-0.691
with_abs,NIRS,lt1,S007,3.0335,0.545
with_abs,NIRS,lt1,S008,1.5018,0.749
with_abs,NIRS,lt1,S009,6.6348,0.025
with_abs,NIRS,lt1,S010,2.2287,0.877
with_abs,NIRS,lt1,S011,1.7757,0.732
with_abs,NIRS,lt1,S012,2.8246,0.247
with_abs,NIRS,lt1,S013,2.9184,0.683
with_abs,NIRS,lt1,S014,3.7158,0.372
with_abs,NIRS,lt1,S016,3.6264,0.122
with_abs,NIRS,lt1,S017,5.3136,-0.316
with_abs,NIRS,lt1,S018,4.5775,-0.058
with_abs,NIRS,lt1,S019,3.9194,0.685
with_abs,EMG+NIRS,lt1,S001,3.2888,0.565
with_abs,EMG+NIRS,lt1,S002,2.6844,0.326
with_abs,EMG+NIRS,lt1,S003,6.8807,0.028
with_abs,EMG+NIRS,lt1,S004,1.4279,0.79
with_abs,EMG+NIRS,lt1,S005,4.2426,0.445
with_abs,EMG+NIRS,lt1,S006,1.3117,0.794
with_abs,EMG+NIRS,lt1,S007,1.7262,0.851
with_abs,EMG+NIRS,lt1,S008,2.0917,0.558
with_abs,EMG+NIRS,lt1,S009,5.8062,0.209
with_abs,EMG+NIRS,lt1,S010,5.214,0.331
