variant,feature_set,target,n_subjects,n_features,raw_mae_min,kalman_mae_min,best_sigma_obs,kalman_30,kalman_50,kalman_75,kalman_150,r2,rho,sec
noabs,EMG,lt1,18,79,3.726,3.8675,30.0,3.8675,3.9717,4.1066,4.5459,0.247,0.606,92.8
noabs,EMG+NIRS,lt1,18,93,3.2172,3.3471,30.0,3.3471,3.4638,3.6157,4.14,0.419,0.686,100.2
noabs,EMG+NIRS+HRV,lt1,18,101,3.175,3.316,30.0,3.316,3.4311,3.5933,4.1572,0.378,0.658,100.9
