variant,feature_set,target,subject_id,mae_min,r2
with_abs,EMG,lt1,S001,5.4593,-0.256
with_abs,EMG,lt1,S002,3.4938,-0.225
with_abs,EMG,lt1,S003,7.1885,-0.219
with_abs,EMG,lt1,S004,3.7632,-0.139
with_abs,EMG,lt1,S005,6.0763,-0.328
with_abs,EMG,lt1,S006,3.6949,-0.774
with_abs,EMG,lt1,S007,4.8467,-0.075
with_abs,EMG,lt1,S008,3.3454,-0.212
with_abs,EMG,lt1,S009,8.7077,-0.531
with_abs,EMG,lt1,S010,6.8279,-0.095
with_abs,EMG,lt1,S011,3.7247,0.054
with_abs,EMG,lt1,S012,3.4363,-0.035
with_abs,EMG,lt1,S013,5.8547,-0.159
with_abs,EMG,lt1,S014,4.7724,-0.025
with_abs,EMG,lt1,S016,3.9919,-0.058
with_abs,EMG,lt1,S017,4.6307,-0.011
with_abs,EMG,lt1,S018,4.6755,-0.087
with_abs,EMG,lt1,S019,6.9998,-0.125
noabs,EMG,lt1,S001,5.51,-0.289
noabs,EMG,lt1,S002,3.4556,-0.19
noabs,EMG,lt1,S003,7.2014,-0.218
noabs,EMG,lt1,S004,3.7841,-0.156
noabs,EMG,lt1,S005,6.1241,-0.349
noabs,EMG,lt1,S006,3.7203,-0.799
noabs,EMG,lt1,S007,4.825,-0.061
noabs,EMG,lt1,S008,3.3728,-0.238
noabs,EMG,lt1,S009,8.7106,-0.529
noabs,EMG,lt1,S010,6.7728,-0.081
noabs,EMG,lt1,S011,3.7582,0.034
noabs,EMG,lt1,S012,3.473,-0.068
noabs,EMG,lt1,S013,5.7218,-0.104
noabs,EMG,lt1,S014,4.7464,-0.009
noabs,EMG,lt1,S016,3.9892,-0.056
noabs,EMG,lt1,S017,4.6594,-0.024
noabs,EMG,lt1,S018,4.7211,-0.107
noabs,EMG,lt1,S019,7.0341,-0.135
with_abs,NIRS,lt1,S001,5.5165,-0.284
with_abs,NIRS,lt1,S002,3.388,-0.127
with_abs,NIRS,lt1,S003,7.2234,-0.204
with_abs,NIRS,lt1,S004,3.7186,-0.106
with_abs,NIRS,lt1,S005,6.0658,-0.309
with_abs,NIRS,lt1,S006,3.4046,-0.477
with_abs,NIRS,lt1,S007,5.1444,-0.246
with_abs,NIRS,lt1,S008,3.2818,-0.15
with_abs,NIRS,lt1,S009,8.3116,-0.389
with_abs,NIRS,lt1,S010,6.496,-0.006
with_abs,NIRS,lt1,S011,3.976,-0.108
with_abs,NIRS,lt1,S012,3.4164,-0.018
with_abs,NIRS,lt1,S013,5.6176,-0.083
with_abs,NIRS,lt1,S014,4.7851,-0.037
with_abs,NIRS,lt1,S016,4.0488,-0.088
with_abs,NIRS,lt1,S017,4.7044,-0.064
with_abs,NIRS,lt1,S018,4.58,-0.038
with_abs,NIRS,lt1,S019,6.9761,-0.108
noabs,NIRS,lt1,S001,5.5584,-0.319
noabs,NIRS,lt1,S002,3.3969,-0.135
noabs,NIRS,lt1,S003,7.1743,-0.206
noabs,NIRS,lt1,S004,3.7073,-0.098
noabs,NIRS,lt1,S005,6.115,-0.338
noabs,NIRS,lt1,S006,3.4409,-0.514
noabs,NIRS,lt1,S007,4.8624,-0.089
noabs,NIRS,lt1,S008,3.2468,-0.117
noabs,NIRS,lt1,S009,8.4435,-0.425
noabs,NIRS,lt1,S010,6.4713,0.007
noabs,NIRS,lt1,S011,3.972,-0.108
noabs,NIRS,lt1,S012,3.3436,0.041
noabs,NIRS,lt1,S013,5.8669,-0.193
noabs,NIRS,lt1,S014,4.8398,-0.068
noabs,NIRS,lt1,S016,4.0689,-0.093
noabs,NIRS,lt1,S017,4.6922,-0.057
noabs,NIRS,lt1,S018,4.5742,-0.035
noabs,NIRS,lt1,S019,6.9135,-0.099
with_abs,EMG+NIRS,lt1,S001,5.4181,-0.229
with_abs,EMG+NIRS,lt1,S002,3.4806,-0.213
with_abs,EMG+NIRS,lt1,S003,7.0733,-0.177
with_abs,EMG+NIRS,lt1,S004,3.7298,-0.121
with_abs,EMG+NIRS,lt1,S005,6.0144,-0.291
with_abs,EMG+NIRS,lt1,S006,3.7348,-0.814
with_abs,EMG+NIRS,lt1,S007,4.8099,-0.052
with_abs,EMG+NIRS,lt1,S008,3.3764,-0.241
with_abs,EMG+NIRS,lt1,S009,8.4546,-0.424
with_abs,EMG+NIRS,lt1,S010,7.18,-0.213
with_abs,EMG+NIRS,lt1,S011,3.729,0.047
with_abs,EMG+NIRS,lt1,S012,3.4482,-0.046
with_abs,EMG+NIRS,lt1,S013,5.8714,-0.149
with_abs,EMG+NIRS,lt1,S014,4.8634,-0.078
with_abs,EMG+NIRS,lt1,S016,3.9938,-0.057
with_abs,EMG+NIRS,lt1,S017,4.8022,-0.087
with_abs,EMG+NIRS,lt1,S018,4.6814,-0.088
with_abs,EMG+NIRS,lt1,S019,7.0172,-0.13
noabs,EMG+NIRS,lt1,S001,5.515,-0.288
noabs,EMG+NIRS,lt1,S002,3.4938,-0.225
noabs,EMG+NIRS,lt1,S003,7.1494,-0.21
noabs,EMG+NIRS,lt1,S004,3.7453,-0.126
noabs,EMG+NIRS,lt1,S005,6.0303,-0.301
noabs,EMG+NIRS,lt1,S006,3.7204,-0.8
noabs,EMG+NIRS,lt1,S007,4.8374,-0.068
noabs,EMG+NIRS,lt1,S008,3.2583,-0.134
noabs,EMG+NIRS,lt1,S009,8.6119,-0.494
noabs,EMG+NIRS,lt1,S010,6.8149,-0.089
noabs,EMG+NIRS,lt1,S011,3.7756,0.019
noabs,EMG+NIRS,lt1,S012,3.4472,-0.045
noabs,EMG+NIRS,lt1,S013,5.6841,-0.079
noabs,EMG+NIRS,lt1,S014,4.8319,-0.061
noabs,EMG+NIRS,lt1,S016,4.0138,-0.07
noabs,EMG+NIRS,lt1,S017,4.6934,-0.026
noabs,EMG+NIRS,lt1,S018,4.7188,-0.103
noabs,EMG+NIRS,lt1,S019,7.0975,-0.152
with_abs,EMG+NIRS+HRV,lt1,S001,5.5242,-0.296
with_abs,EMG+NIRS+HRV,lt1,S002,3.4647,-0.198
with_abs,EMG+NIRS+HRV,lt1,S003,7.1774,-0.202
with_abs,EMG+NIRS+HRV,lt1,S004,3.6573,-0.07
with_abs,EMG+NIRS+HRV,lt1,S005,6.1095,-0.348
with_abs,EMG+NIRS+HRV,lt1,S006,3.7311,-0.811
with_abs,EMG+NIRS+HRV,lt1,S007,4.8565,-0.083
with_abs,EMG+NIRS+HRV,lt1,S008,3.3837,-0.249
with_abs,EMG+NIRS+HRV,lt1,S009,8.4048,-0.4
with_abs,EMG+NIRS+HRV,lt1,S010,7.0882,-0.179
with_abs,EMG+NIRS+HRV,lt1,S011,3.7541,0.029
with_abs,EMG+NIRS+HRV,lt1,S012,3.4893,-0.076
with_abs,EMG+NIRS+HRV,lt1,S013,5.555,-0.037
with_abs,EMG+NIRS+HRV,lt1,S014,4.8789,-0.083
with_abs,EMG+NIRS+HRV,lt1,S016,4.0604,-0.1
with_abs,EMG+NIRS+HRV,lt1,S017,4.6817,-0.03
with_abs,EMG+NIRS+HRV,lt1,S018,4.6132,-0.06
with_abs,EMG+NIRS+HRV,lt1,S019,6.9861,-0.121
noabs,EMG+NIRS+HRV,lt1,S001,5.6276,-0.353
noabs,EMG+NIRS+HRV,lt1,S002,3.5011,-0.231
noabs,EMG+NIRS+HRV,lt1,S003,7.2341,-0.227
noabs,EMG+NIRS+HRV,lt1,S004,3.7391,-0.126
noabs,EMG+NIRS+HRV,lt1,S005,6.0645,-0.319
noabs,EMG+NIRS+HRV,lt1,S006,3.6971,-0.776
noabs,EMG+NIRS+HRV,lt1,S007,4.8444,-0.072
noabs,EMG+NIRS+HRV,lt1,S008,3.3798,-0.245
noabs,EMG+NIRS+HRV,lt1,S009,8.4218,-0.433
noabs,EMG+NIRS+HRV,lt1,S010,6.9742,-0.138
noabs,EMG+NIRS+HRV,lt1,S011,3.7294,0.047
noabs,EMG+NIRS+HRV,lt1,S012,3.4546,-0.052
noabs,EMG+NIRS+HRV,lt1,S013,5.7198,-0.089
