variant,feature_set,target,subject_id,mae_min,r2
noabs,EMG+NIRS+HRV,lt1,S001,4.4835,0.082
noabs,EMG+NIRS+HRV,lt1,S002,2.6183,0.097
noabs,EMG+NIRS+HRV,lt1,S003,6.788,-0.183
noabs,EMG+NIRS+HRV,lt1,S004,0.9624,0.874
noabs,EMG+NIRS+HRV,lt1,S005,3.7547,0.362
noabs,EMG+NIRS+HRV,lt1,S006,1.0452,0.788
noabs,EMG+NIRS+HRV,lt1,S007,3.1858,0.438
noabs,EMG+NIRS+HRV,lt1,S008,1.6209,0.633
noabs,EMG+NIRS+HRV,lt1,S009,4.878,0.529
noabs,EMG+NIRS+HRV,lt1,S010,5.4421,0.276
noabs,EMG+NIRS+HRV,lt1,S011,1.0514,0.878
noabs,EMG+NIRS+HRV,lt1,S012,3.0727,-0.079
noabs,EMG+NIRS+HRV,lt1,S013,3.575,0.471
noabs,EMG+NIRS+HRV,lt1,S014,2.8896,0.535
noabs,EMG+NIRS+HRV,lt1,S016,2.2102,0.632
noabs,EMG+NIRS+HRV,lt1,S017,4.0808,0.078
noabs,EMG+NIRS+HRV,lt1,S018,1.9509,0.738
noabs,EMG+NIRS+HRV,lt1,S019,3.4117,0.713
