variant,feature_set,target,n_subjects,n_features,raw_mae_min,kalman_mae_min,best_sigma_obs,kalman_30,kalman_50,kalman_75,kalman_150,r2,rho,sec
noabs,EMG,lt1,18,79,4.0547,5.0402,30.0,5.0402,5.29,5.4297,5.6834,0.382,0.699,105.5
noabs,EMG,lt2,18,79,3.8942,4.5552,30.0,4.5552,4.7604,4.9343,5.3418,0.434,0.696,94.8
noabs,EMG+NIRS,lt1,18,93,3.9398,4.8745,30.0,4.8745,5.1784,5.3903,5.7389,0.477,0.727,98.6
noabs,EMG+NIRS,lt2,18,93,3.6313,4.5035,30.0,4.5035,4.7195,4.8759,5.2244,0.448,0.703,79.8
noabs,EMG+NIRS+HRV,lt1,18,101,3.7042,4.7821,30.0,4.7821,5.1828,5.4454,5.7811,0.551,0.775,106.9
noabs,EMG+NIRS+HRV,lt2,18,101,3.2453,3.9691,30.0,3.9691,4.2487,4.5397,5.1232,0.653,0.83,92.7
