feature,mean_abs_shap,group,share_pct
hrv_mean_rr_ms,136.3933,HRV,43.5
hrv_dfa_alpha1,98.3636,HRV,31.4
hrv_sd1_sd2_ratio,20.7021,HRV,6.6
hrv_sd2_ms,16.8455,HRV,5.4
hrv_sdnn_ms,15.7352,HRV,5.0
hrv_rmssd_ms,12.5884,HRV,4.0
hrv_sd1_ms,12.5884,HRV,4.0
