variant,feature_set,target,subject_id,mae_min,r2
with_abs,EMG,lt2,S001,4.4526,0.209
with_abs,EMG,lt2,S002,4.0173,-0.757
with_abs,EMG,lt2,S003,6.9664,-0.357
with_abs,EMG,lt2,S004,3.7987,-0.238
with_abs,EMG,lt2,S005,5.0215,-0.01
with_abs,EMG,lt2,S006,3.0065,-0.115
with_abs,EMG,lt2,S008,4.0496,-0.967
with_abs,EMG,lt2,S009,8.8649,-0.687
with_abs,EMG,lt2,S010,8.1562,-0.653
with_abs,EMG,lt2,S011,3.7058,0.028
with_abs,EMG,lt2,S012,2.8678,0.22
with_abs,EMG,lt2,S013,5.9838,-0.311
with_abs,EMG,lt2,S014,3.9837,0.208
with_abs,EMG,lt2,S016,3.3322,0.087
with_abs,EMG,lt2,S017,5.1252,-0.412
with_abs,EMG,lt2,S018,5.0598,-6.744
with_abs,EMG,lt2,S019,7.8035,-0.501
noabs,EMG,lt2,S001,4.5417,0.178
noabs,EMG,lt2,S002,4.0196,-0.759
noabs,EMG,lt2,S003,6.9677,-0.355
noabs,EMG,lt2,S004,3.7978,-0.237
noabs,EMG,lt2,S005,5.1889,-0.11
noabs,EMG,lt2,S006,3.001,-0.109
noabs,EMG,lt2,S008,3.8796,-0.916
noabs,EMG,lt2,S009,9.6404,-0.856
noabs,EMG,lt2,S010,8.1794,-0.66
noabs,EMG,lt2,S011,3.7705,-0.009
noabs,EMG,lt2,S012,3.155,0.116
noabs,EMG,lt2,S013,5.7302,-0.269
noabs,EMG,lt2,S014,3.966,0.203
noabs,EMG,lt2,S016,3.4352,0.077
noabs,EMG,lt2,S017,4.9753,-0.376
noabs,EMG,lt2,S018,5.0876,-6.818
noabs,EMG,lt2,S019,7.646,-0.45
with_abs,NIRS,lt2,S001,4.9504,-0.016
with_abs,NIRS,lt2,S002,4.0492,-0.786
with_abs,NIRS,lt2,S003,6.7109,-0.318
with_abs,NIRS,lt2,S004,3.8274,-0.261
with_abs,NIRS,lt2,S005,4.9804,0.012
with_abs,NIRS,lt2,S006,3.0281,-0.137
with_abs,NIRS,lt2,S008,4.1464,-1.035
with_abs,NIRS,lt2,S009,10.3293,-1.199
with_abs,NIRS,lt2,S010,7.9704,-0.61
with_abs,NIRS,lt2,S011,3.8328,-0.049
with_abs,NIRS,lt2,S012,3.2151,0.073
with_abs,NIRS,lt2,S013,6.069,-0.338
with_abs,NIRS,lt2,S014,4.7187,-0.02
with_abs,NIRS,lt2,S016,4.1168,-0.127
with_abs,NIRS,lt2,S017,5.2807,-0.472
with_abs,NIRS,lt2,S018,5.1469,-6.978
with_abs,NIRS,lt2,S019,8.0582,-0.522
noabs,NIRS,lt2,S001,4.9499,-0.013
noabs,NIRS,lt2,S002,4.1104,-0.844
noabs,NIRS,lt2,S003,6.7956,-0.337
noabs,NIRS,lt2,S004,3.7824,-0.282
noabs,NIRS,lt2,S005,4.9101,0.048
noabs,NIRS,lt2,S006,3.0535,-0.163
noabs,NIRS,lt2,S008,4.2148,-1.101
noabs,NIRS,lt2,S009,9.2396,-0.759
noabs,NIRS,lt2,S010,8.1148,-0.675
noabs,NIRS,lt2,S011,3.8525,-0.065
noabs,NIRS,lt2,S012,3.09,0.127
noabs,NIRS,lt2,S013,6.2536,-0.406
noabs,NIRS,lt2,S014,4.7243,-0.024
noabs,NIRS,lt2,S016,4.1684,-0.179
noabs,NIRS,lt2,S017,5.3258,-0.502
noabs,NIRS,lt2,S018,5.1835,-7.078
noabs,NIRS,lt2,S019,7.5843,-0.445
with_abs,EMG+NIRS,lt2,S001,4.3886,0.23
with_abs,EMG+NIRS,lt2,S002,4.0053,-0.751
with_abs,EMG+NIRS,lt2,S003,6.9219,-0.351
with_abs,EMG+NIRS,lt2,S004,3.8525,-0.235
with_abs,EMG+NIRS,lt2,S005,5.2174,-0.13
with_abs,EMG+NIRS,lt2,S006,2.9478,-0.077
with_abs,EMG+NIRS,lt2,S008,4.0285,-0.968
with_abs,EMG+NIRS,lt2,S009,9.8183,-0.924
with_abs,EMG+NIRS,lt2,S010,8.2889,-0.668
with_abs,EMG+NIRS,lt2,S011,3.7879,-0.019
with_abs,EMG+NIRS,lt2,S012,2.9372,0.2
with_abs,EMG+NIRS,lt2,S013,5.7953,-0.278
with_abs,EMG+NIRS,lt2,S014,4.2028,0.169
with_abs,EMG+NIRS,lt2,S016,3.5996,0.048
with_abs,EMG+NIRS,lt2,S017,5.1818,-0.417
with_abs,EMG+NIRS,lt2,S018,5.0701,-6.771
with_abs,EMG+NIRS,lt2,S019,7.6138,-0.439
noabs,EMG+NIRS,lt2,S001,4.4769,0.201
noabs,EMG+NIRS,lt2,S002,4.0132,-0.754
noabs,EMG+NIRS,lt2,S003,6.4401,-0.289
noabs,EMG+NIRS,lt2,S004,3.7471,-0.206
noabs,EMG+NIRS,lt2,S005,5.1758,-0.102
noabs,EMG+NIRS,lt2,S006,3.0105,-0.12
noabs,EMG+NIRS,lt2,S008,4.1519,-0.978
noabs,EMG+NIRS,lt2,S009,9.5094,-0.812
noabs,EMG+NIRS,lt2,S010,8.2854,-0.698
noabs,EMG+NIRS,lt2,S011,3.6393,0.059
noabs,EMG+NIRS,lt2,S012,2.9359,0.204
noabs,EMG+NIRS,lt2,S013,5.9648,-0.303
noabs,EMG+NIRS,lt2,S014,4.5,0.081
noabs,EMG+NIRS,lt2,S016,3.5329,0.066
noabs,EMG+NIRS,lt2,S017,5.2069,-0.444
noabs,EMG+NIRS,lt2,S018,5.0251,-6.652
noabs,EMG+NIRS,lt2,S019,7.7749,-0.491
with_abs,EMG+NIRS+HRV,lt2,S001,4.5187,0.186
with_abs,EMG+NIRS+HRV,lt2,S002,3.8653,-0.717
with_abs,EMG+NIRS+HRV,lt2,S003,6.7464,-0.314
with_abs,EMG+NIRS+HRV,lt2,S004,3.2835,-0.075
with_abs,EMG+NIRS+HRV,lt2,S005,4.5873,0.177
with_abs,EMG+NIRS+HRV,lt2,S006,2.4857,0.111
with_abs,EMG+NIRS+HRV,lt2,S008,3.901,-0.89
with_abs,EMG+NIRS+HRV,lt2,S009,8.8834,-0.677
with_abs,EMG+NIRS+HRV,lt2,S010,8.1152,-0.635
with_abs,EMG+NIRS+HRV,lt2,S011,3.2072,0.192
with_abs,EMG+NIRS+HRV,lt2,S012,2.9168,0.215
with_abs,EMG+NIRS+HRV,lt2,S013,5.5386,-0.234
with_abs,EMG+NIRS+HRV,lt2,S014,4.1701,0.181
with_abs,EMG+NIRS+HRV,lt2,S016,3.5615,0.067
with_abs,EMG+NIRS+HRV,lt2,S017,4.96,-0.372
with_abs,EMG+NIRS+HRV,lt2,S018,5.0017,-6.59
with_abs,EMG+NIRS+HRV,lt2,S019,7.3411,-0.373
noabs,EMG+NIRS+HRV,lt2,S001,4.5094,0.189
noabs,EMG+NIRS+HRV,lt2,S002,3.9898,-0.739
noabs,EMG+NIRS+HRV,lt2,S003,6.5451,-0.289
noabs,EMG+NIRS+HRV,lt2,S004,3.629,-0.164
noabs,EMG+NIRS+HRV,lt2,S005,4.7259,0.127
noabs,EMG+NIRS+HRV,lt2,S006,2.86,-0.021
noabs,EMG+NIRS+HRV,lt2,S008,4.0068,-0.928
noabs,EMG+NIRS+HRV,lt2,S009,8.929,-0.681
noabs,EMG+NIRS+HRV,lt2,S010,8.287,-0.694
noabs,EMG+NIRS+HRV,lt2,S011,3.2199,0.197
noabs,EMG+NIRS+HRV,lt2,S012,2.9059,0.221
noabs,EMG+NIRS+HRV,lt2,S013,5.5455,-0.25
noabs,EMG+NIRS+HRV,lt2,S014,3.9794,0.214
noabs,EMG+NIRS+HRV,lt2,S016,3.5263,0.07
noabs,EMG+NIRS+HRV,lt2,S017,4.8841,-0.346
noabs,EMG+NIRS+HRV,lt2,S018,4.993,-6.567
noabs,EMG+NIRS+HRV,lt2,S019,7.3918,-0.385
