variant,feature_set,target,n_subjects,n_features,raw_mae_min,kalman_mae_min,best_sigma_obs,kalman_30,kalman_50,kalman_75,kalman_150,r2,rho,sec
with_abs,EMG,lt1,18,79,4.1547,4.3489,30.0,4.3489,4.4898,4.6704,5.207,0.341,0.678,101.0
noabs,EMG,lt1,18,79,4.2313,4.4337,30.0,4.4337,4.5795,4.7606,5.2953,0.311,0.652,103.6
with_abs,NIRS,lt1,18,18,3.6754,3.8477,30.0,3.8477,3.9733,4.1339,4.615,0.55,0.785,98.5
noabs,NIRS,lt1,18,14,4.5118,4.6947,30.0,4.6947,4.8223,4.9919,5.5772,0.207,0.748,104.4
with_abs,EMG+NIRS,lt1,18,97,3.7012,3.8635,30.0,3.8635,3.9799,4.1282,4.6084,0.508,0.764,118.4
noabs,EMG+NIRS,lt1,18,93,3.6821,3.8697,30.0,3.8697,4.0037,4.1782,4.7138,0.501,0.76,131.9
with_abs,EMG+NIRS+HRV,lt1,18,107,3.4919,3.6826,30.0,3.6826,3.8247,4.0039,4.5744,0.577,0.809,145.2
noabs,EMG+NIRS+HRV,lt1,18,101,3.3488,3.5474,30.0,3.5474,3.6879,3.8626,4.4736,0.607,0.821,124.2
