variant,feature_set,target,subject_id,mae_min,r2
with_abs,EMG,lt1,S001,2.1182,0.83
with_abs,EMG,lt1,S002,5.6986,-1.942
with_abs,EMG,lt1,S003,5.3114,0.365
with_abs,EMG,lt1,S004,2.2805,0.535
with_abs,EMG,lt1,S005,5.0367,0.287
with_abs,EMG,lt1,S006,3.3294,-0.537
with_abs,EMG,lt1,S007,2.7377,0.69
with_abs,EMG,lt1,S008,2.954,0.168
with_abs,EMG,lt1,S009,10.787,-1.066
with_abs,EMG,lt1,S010,5.6482,0.376
with_abs,EMG,lt1,S011,1.1487,0.895
with_abs,EMG,lt1,S012,1.8919,0.728
with_abs,EMG,lt1,S013,3.6686,0.588
with_abs,EMG,lt1,S014,4.3706,0.098
with_abs,EMG,lt1,S016,2.0516,0.665
with_abs,EMG,lt1,S017,1.9036,0.795
with_abs,EMG,lt1,S018,1.9436,0.828
with_abs,EMG,lt1,S019,4.54,0.514
noabs,EMG,lt1,S001,2.0812,0.837
noabs,EMG,lt1,S002,5.867,-2.116
noabs,EMG,lt1,S003,5.524,0.33
noabs,EMG,lt1,S004,2.272,0.538
noabs,EMG,lt1,S005,5.2095,0.236
noabs,EMG,lt1,S006,3.0681,-0.212
noabs,EMG,lt1,S007,2.8429,0.664
noabs,EMG,lt1,S008,2.8807,0.229
noabs,EMG,lt1,S009,11.2721,-1.238
noabs,EMG,lt1,S010,6.3424,0.26
noabs,EMG,lt1,S011,1.2049,0.896
noabs,EMG,lt1,S012,1.9884,0.696
noabs,EMG,lt1,S013,3.7096,0.571
noabs,EMG,lt1,S014,3.5335,0.403
noabs,EMG,lt1,S016,1.7566,0.763
noabs,EMG,lt1,S017,1.9493,0.793
noabs,EMG,lt1,S018,1.7848,0.856
noabs,EMG,lt1,S019,4.6948,0.5
with_abs,NIRS,lt1,S001,5.092,0.005
with_abs,NIRS,lt1,S002,2.9317,0.342
with_abs,NIRS,lt1,S003,7.8002,-0.198
with_abs,NIRS,lt1,S004,1.2752,0.841
with_abs,NIRS,lt1,S005,2.8926,0.738
with_abs,NIRS,lt1,S006,1.4879,0.699
with_abs,NIRS,lt1,S007,2.769,0.613
with_abs,NIRS,lt1,S008,1.2097,0.857
with_abs,NIRS,lt1,S009,4.5102,0.604
with_abs,NIRS,lt1,S010,3.1744,0.793
with_abs,NIRS,lt1,S011,2.0884,0.641
with_abs,NIRS,lt1,S012,3.848,-0.136
with_abs,NIRS,lt1,S013,2.3309,0.831
with_abs,NIRS,lt1,S014,3.1241,0.484
with_abs,NIRS,lt1,S016,4.1479,-0.103
with_abs,NIRS,lt1,S017,3.8749,0.12
with_abs,NIRS,lt1,S018,3.8751,0.307
with_abs,NIRS,lt1,S019,4.9029,0.513
noabs,NIRS,lt1,S001,4.7511,0.077
noabs,NIRS,lt1,S002,1.2272,0.851
noabs,NIRS,lt1,S003,12.8044,-2.205
noabs,NIRS,lt1,S004,2.1097,0.674
noabs,NIRS,lt1,S005,3.2837,0.662
noabs,NIRS,lt1,S006,3.8513,-0.966
noabs,NIRS,lt1,S007,2.9419,0.469
noabs,NIRS,lt1,S008,1.7816,0.671
noabs,NIRS,lt1,S009,7.2783,0.057
noabs,NIRS,lt1,S010,5.1456,0.469
noabs,NIRS,lt1,S011,1.9465,0.757
noabs,NIRS,lt1,S012,2.4892,0.427
noabs,NIRS,lt1,S013,6.4551,-0.395
noabs,NIRS,lt1,S014,2.3808,0.708
noabs,NIRS,lt1,S016,3.6122,0.093
noabs,NIRS,lt1,S017,3.0543,0.462
noabs,NIRS,lt1,S018,2.8192,0.631
noabs,NIRS,lt1,S019,4.0235,0.611
with_abs,EMG+NIRS,lt1,S001,1.9502,0.861
with_abs,EMG+NIRS,lt1,S002,7.8517,-4.04
with_abs,EMG+NIRS,lt1,S003,7.1859,0.035
with_abs,EMG+NIRS,lt1,S004,1.0944,0.882
with_abs,EMG+NIRS,lt1,S005,4.6672,0.353
with_abs,EMG+NIRS,lt1,S006,3.8238,-0.53
with_abs,EMG+NIRS,lt1,S007,1.7014,0.847
with_abs,EMG+NIRS,lt1,S008,1.8297,0.67
with_abs,EMG+NIRS,lt1,S009,7.2206,0.089
with_abs,EMG+NIRS,lt1,S010,2.5091,0.826
with_abs,EMG+NIRS,lt1,S011,0.8382,0.942
with_abs,EMG+NIRS,lt1,S012,3.1548,0.166
with_abs,EMG+NIRS,lt1,S013,1.663,0.894
with_abs,EMG+NIRS,lt1,S014,2.4175,0.77
with_abs,EMG+NIRS,lt1,S016,2.1876,0.732
with_abs,EMG+NIRS,lt1,S017,5.1461,-0.02
with_abs,EMG+NIRS,lt1,S018,1.8524,0.821
with_abs,EMG+NIRS,lt1,S019,5.3159,0.415
noabs,EMG+NIRS,lt1,S001,2.0986,0.836
noabs,EMG+NIRS,lt1,S002,4.076,-0.451
noabs,EMG+NIRS,lt1,S003,6.6737,0.156
noabs,EMG+NIRS,lt1,S004,1.2722,0.859
noabs,EMG+NIRS,lt1,S005,4.6576,0.362
noabs,EMG+NIRS,lt1,S006,3.5765,-0.37
noabs,EMG+NIRS,lt1,S007,2.46,0.625
noabs,EMG+NIRS,lt1,S008,1.9713,0.616
noabs,EMG+NIRS,lt1,S009,9.4665,-0.45
noabs,EMG+NIRS,lt1,S010,2.9215,0.784
noabs,EMG+NIRS,lt1,S011,1.0766,0.916
noabs,EMG+NIRS,lt1,S012,3.6136,0.047
noabs,EMG+NIRS,lt1,S013,2.6546,0.768
noabs,EMG+NIRS,lt1,S014,2.5774,0.704
noabs,EMG+NIRS,lt1,S016,1.8985,0.793
noabs,EMG+NIRS,lt1,S017,2.5413,0.687
noabs,EMG+NIRS,lt1,S018,1.8262,0.833
noabs,EMG+NIRS,lt1,S019,4.4928,0.539
with_abs,EMG+NIRS+HRV,lt1,S001,2.3613,0.798
with_abs,EMG+NIRS+HRV,lt1,S002,4.0763,-0.46
with_abs,EMG+NIRS+HRV,lt1,S003,8.1498,-0.222
with_abs,EMG+NIRS+HRV,lt1,S004,1.0875,0.887
with_abs,EMG+NIRS+HRV,lt1,S005,2.2697,0.816
with_abs,EMG+NIRS+HRV,lt1,S006,1.3082,0.757
with_abs,EMG+NIRS+HRV,lt1,S007,1.9992,0.827
with_abs,EMG+NIRS+HRV,lt1,S008,1.6887,0.733
with_abs,EMG+NIRS+HRV,lt1,S009,8.0591,0.077
with_abs,EMG+NIRS+HRV,lt1,S010,4.8831,0.548
with_abs,EMG+NIRS+HRV,lt1,S011,0.6896,0.968
with_abs,EMG+NIRS+HRV,lt1,S012,4.0797,-0.227
with_abs,EMG+NIRS+HRV,lt1,S013,2.0139,0.865
with_abs,EMG+NIRS+HRV,lt1,S014,3.0807,0.637
with_abs,EMG+NIRS+HRV,lt1,S016,3.2366,0.431
with_abs,EMG+NIRS+HRV,lt1,S017,3.5326,0.528
with_abs,EMG+NIRS+HRV,lt1,S018,1.4066,0.894
with_abs,EMG+NIRS+HRV,lt1,S019,2.465,0.868
noabs,EMG+NIRS+HRV,lt1,S001,2.7341,0.731
noabs,EMG+NIRS+HRV,lt1,S002,2.6052,0.421
noabs,EMG+NIRS+HRV,lt1,S003,7.3623,-0.021
noabs,EMG+NIRS+HRV,lt1,S004,1.0752,0.895
noabs,EMG+NIRS+HRV,lt1,S005,2.5412,0.79
noabs,EMG+NIRS+HRV,lt1,S006,2.1729,0.348
noabs,EMG+NIRS+HRV,lt1,S007,2.1749,0.806
noabs,EMG+NIRS+HRV,lt1,S008,1.4803,0.791
noabs,EMG+NIRS+HRV,lt1,S009,8.0495,0.079
noabs,EMG+NIRS+HRV,lt1,S010,5.2561,0.492
noabs,EMG+NIRS+HRV,lt1,S011,0.7327,0.959
noabs,EMG+NIRS+HRV,lt1,S012,4.8939,-0.742
noabs,EMG+NIRS+HRV,lt1,S013,1.5718,0.908
noabs,EMG+NIRS+HRV,lt1,S014,2.7543,0.702
noabs,EMG+NIRS+HRV,lt1,S016,2.3023,0.693
noabs,EMG+NIRS+HRV,lt1,S017,1.637,0.893
noabs,EMG+NIRS+HRV,lt1,S018,1.6349,0.862
noabs,EMG+NIRS+HRV,lt1,S019,2.7126,0.853
