architecture_id,model_id,family,target,feature_set,with_abs,wavelet_mode,window_size_sec,sequence_length,stride_sec,sample_stride_sec,model_name,full_model_name,hyperparams_json
TCN1,TCN1_bba44bd4,TCN,lt1,EMG,True,none,30,30,5,5,"PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001)","PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001) EMG with_abs wavelet=none LT1","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""dilations"": [1, 2, 4, 8], ""dropout"": 0.3, ""internal_stride_sec"": 5, ""kernel_size"": 3, ""lr"": 0.001, ""max_epochs"": 80, ""n_channels"": 32, ""outer_stride_sec"": 5, ""seq_len"": 30, ""weight_decay"": 0.001}"
TCN1,TCN1_2e5bfeb5,TCN,lt1,EMG,False,none,30,30,5,5,"PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001)","PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001) EMG no_abs wavelet=none LT1","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""dilations"": [1, 2, 4, 8], ""dropout"": 0.3, ""internal_stride_sec"": 5, ""kernel_size"": 3, ""lr"": 0.001, ""max_epochs"": 80, ""n_channels"": 32, ""outer_stride_sec"": 5, ""seq_len"": 30, ""weight_decay"": 0.001}"
TCN1,TCN1_359b9b46,TCN,lt1,EMG+NIRS,True,none,30,30,5,5,"PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001)","PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001) EMG+NIRS with_abs wavelet=none LT1","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""dilations"": [1, 2, 4, 8], ""dropout"": 0.3, ""internal_stride_sec"": 5, ""kernel_size"": 3, ""lr"": 0.001, ""max_epochs"": 80, ""n_channels"": 32, ""outer_stride_sec"": 5, ""seq_len"": 30, ""weight_decay"": 0.001}"
TCN1,TCN1_893f3174,TCN,lt1,EMG+NIRS+HRV,True,none,30,30,5,5,"PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001)","PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001) EMG+NIRS+HRV with_abs wavelet=none LT1","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""dilations"": [1, 2, 4, 8], ""dropout"": 0.3, ""internal_stride_sec"": 5, ""kernel_size"": 3, ""lr"": 0.001, ""max_epochs"": 80, ""n_channels"": 32, ""outer_stride_sec"": 5, ""seq_len"": 30, ""weight_decay"": 0.001}"
TCN1,TCN1_01493272,TCN,lt1,EMG+NIRS+HRV,False,none,30,30,5,5,"PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001)","PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001) EMG+NIRS+HRV no_abs wavelet=none LT1","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""dilations"": [1, 2, 4, 8], ""dropout"": 0.3, ""internal_stride_sec"": 5, ""kernel_size"": 3, ""lr"": 0.001, ""max_epochs"": 80, ""n_channels"": 32, ""outer_stride_sec"": 5, ""seq_len"": 30, ""weight_decay"": 0.001}"
TCN1,TCN1_efab94c4,TCN,lt2,EMG,True,none,30,30,5,5,"PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001)","PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001) EMG with_abs wavelet=none LT2","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""dilations"": [1, 2, 4, 8], ""dropout"": 0.3, ""internal_stride_sec"": 5, ""kernel_size"": 3, ""lr"": 0.001, ""max_epochs"": 80, ""n_channels"": 32, ""outer_stride_sec"": 5, ""seq_len"": 30, ""weight_decay"": 0.001}"
TCN1,TCN1_189a2578,TCN,lt2,EMG,False,none,30,30,5,5,"PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001)","PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001) EMG no_abs wavelet=none LT2","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""dilations"": [1, 2, 4, 8], ""dropout"": 0.3, ""internal_stride_sec"": 5, ""kernel_size"": 3, ""lr"": 0.001, ""max_epochs"": 80, ""n_channels"": 32, ""outer_stride_sec"": 5, ""seq_len"": 30, ""weight_decay"": 0.001}"
TCN1,TCN1_30f7e70e,TCN,lt2,EMG+NIRS,True,none,30,30,5,5,"PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001)","PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001) EMG+NIRS with_abs wavelet=none LT2","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""dilations"": [1, 2, 4, 8], ""dropout"": 0.3, ""internal_stride_sec"": 5, ""kernel_size"": 3, ""lr"": 0.001, ""max_epochs"": 80, ""n_channels"": 32, ""outer_stride_sec"": 5, ""seq_len"": 30, ""weight_decay"": 0.001}"
TCN1,TCN1_db2f53e0,TCN,lt2,EMG+NIRS,False,none,30,30,5,5,"PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001)","PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001) EMG+NIRS no_abs wavelet=none LT2","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""dilations"": [1, 2, 4, 8], ""dropout"": 0.3, ""internal_stride_sec"": 5, ""kernel_size"": 3, ""lr"": 0.001, ""max_epochs"": 80, ""n_channels"": 32, ""outer_stride_sec"": 5, ""seq_len"": 30, ""weight_decay"": 0.001}"
TCN1,TCN1_aa09c186,TCN,lt2,EMG+NIRS+HRV,True,none,30,30,5,5,"PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001)","PureTCN(batch_size=64,checkpoint_every_epochs=4,dilations=[1, 2, 4, 8],dropout=0.3,internal_stride_sec=5,kernel_size=3,lr=0.001,max_epochs=80,n_channels=32,outer_stride_sec=5,seq_len=30,weight_decay=0.001) EMG+NIRS+HRV with_abs wavelet=none LT2","{""batch_size"": 64, ""checkpoint_every_epochs"": 4, ""dilations"": [1, 2, 4, 8], ""dropout"": 0.3, ""internal_stride_sec"": 5, ""kernel_size"": 3, ""lr"": 0.001, ""max_epochs"": 80, ""n_channels"": 32, ""outer_stride_sec"": 5, ""seq_len"": 30, ""weight_decay"": 0.001}"
