variant,feature_set,target,subject_id,mae_min,r2
with_abs,EMG,lt1,S001,1.9789,0.847
with_abs,EMG,lt1,S002,3.2221,-0.008
with_abs,EMG,lt1,S003,5.8107,0.114
with_abs,EMG,lt1,S004,3.0829,0.27
with_abs,EMG,lt1,S005,4.3481,0.443
with_abs,EMG,lt1,S006,3.2767,-0.405
with_abs,EMG,lt1,S007,2.6671,0.718
with_abs,EMG,lt1,S008,2.8117,0.236
with_abs,EMG,lt1,S009,11.0922,-1.281
with_abs,EMG,lt1,S010,5.1179,0.289
with_abs,EMG,lt1,S011,2.6825,0.49
with_abs,EMG,lt1,S012,4.4053,-0.374
with_abs,EMG,lt1,S013,5.9432,0.042
with_abs,EMG,lt1,S014,3.7225,0.45
with_abs,EMG,lt1,S016,3.0606,0.434
with_abs,EMG,lt1,S017,2.7457,0.682
with_abs,EMG,lt1,S018,2.4126,0.667
with_abs,EMG,lt1,S019,7.0693,-0.082
noabs,EMG,lt1,S001,2.2018,0.824
noabs,EMG,lt1,S002,3.6391,-0.297
noabs,EMG,lt1,S003,5.7517,0.143
noabs,EMG,lt1,S004,2.9407,0.274
noabs,EMG,lt1,S005,4.6715,0.373
noabs,EMG,lt1,S006,3.4357,-0.585
noabs,EMG,lt1,S007,2.5747,0.737
noabs,EMG,lt1,S008,3.1389,0.02
noabs,EMG,lt1,S009,9.4263,-0.646
noabs,EMG,lt1,S010,5.4985,0.166
noabs,EMG,lt1,S011,2.5176,0.57
noabs,EMG,lt1,S012,3.9911,-0.174
noabs,EMG,lt1,S013,5.7885,0.094
noabs,EMG,lt1,S014,3.4099,0.539
noabs,EMG,lt1,S016,2.6703,0.54
noabs,EMG,lt1,S017,2.5571,0.72
noabs,EMG,lt1,S018,2.4243,0.638
noabs,EMG,lt1,S019,6.1989,0.137
with_abs,NIRS,lt1,S001,5.454,-0.217
with_abs,NIRS,lt1,S002,2.4245,0.453
with_abs,NIRS,lt1,S003,8.1714,-0.342
with_abs,NIRS,lt1,S004,1.9139,0.658
with_abs,NIRS,lt1,S005,1.9488,0.842
with_abs,NIRS,lt1,S006,2.1327,0.416
with_abs,NIRS,lt1,S007,3.5888,0.29
with_abs,NIRS,lt1,S008,2.466,0.23
with_abs,NIRS,lt1,S009,4.53,0.61
with_abs,NIRS,lt1,S010,4.1777,0.633
with_abs,NIRS,lt1,S011,3.1911,0.25
with_abs,NIRS,lt1,S012,6.6274,-2.903
with_abs,NIRS,lt1,S013,3.5021,0.572
with_abs,NIRS,lt1,S014,3.1856,0.452
with_abs,NIRS,lt1,S016,8.0096,-3.12
with_abs,NIRS,lt1,S017,7.1565,-1.298
with_abs,NIRS,lt1,S018,3.4803,0.402
with_abs,NIRS,lt1,S019,6.7492,0.041
noabs,NIRS,lt1,S001,5.6665,-0.334
noabs,NIRS,lt1,S002,2.0768,0.388
noabs,NIRS,lt1,S003,13.2508,-2.112
noabs,NIRS,lt1,S004,2.3187,0.459
noabs,NIRS,lt1,S005,3.6009,0.611
noabs,NIRS,lt1,S006,2.371,0.273
noabs,NIRS,lt1,S007,3.2328,0.512
noabs,NIRS,lt1,S008,3.014,-0.024
noabs,NIRS,lt1,S009,8.1128,-0.079
noabs,NIRS,lt1,S010,4.7641,0.554
noabs,NIRS,lt1,S011,2.5402,0.546
noabs,NIRS,lt1,S012,9.2442,-5.234
noabs,NIRS,lt1,S013,3.6857,0.627
noabs,NIRS,lt1,S014,2.7638,0.569
noabs,NIRS,lt1,S016,5.8741,-1.14
noabs,NIRS,lt1,S017,3.3195,0.454
noabs,NIRS,lt1,S018,3.2447,0.36
noabs,NIRS,lt1,S019,4.3035,0.604
with_abs,EMG+NIRS,lt1,S001,2.937,0.679
with_abs,EMG+NIRS,lt1,S002,5.9778,-1.965
with_abs,EMG+NIRS,lt1,S003,6.3881,0.121
with_abs,EMG+NIRS,lt1,S004,3.0445,0.271
with_abs,EMG+NIRS,lt1,S005,5.316,0.178
with_abs,EMG+NIRS,lt1,S006,2.6561,0.207
with_abs,EMG+NIRS,lt1,S007,1.1515,0.925
with_abs,EMG+NIRS,lt1,S008,1.6702,0.684
with_abs,EMG+NIRS,lt1,S009,5.4008,0.491
with_abs,EMG+NIRS,lt1,S010,4.7755,0.343
with_abs,EMG+NIRS,lt1,S011,2.4685,0.557
with_abs,EMG+NIRS,lt1,S012,2.2906,0.542
with_abs,EMG+NIRS,lt1,S013,3.1894,0.644
with_abs,EMG+NIRS,lt1,S014,2.9428,0.627
with_abs,EMG+NIRS,lt1,S016,3.2625,0.399
