rank,name,n_features,n_folds,elapsed_sec,mae_min_mean,mae_min_std,rmse_min_mean,r2_mean,spearman_rho_mean,spearman_rho_std
124,SVR_rbf_C10_all_kin_subjEMGnorm,99,13,4.2,5.236440847240899,1.7839477596398279,6.181259569849739,-0.7236866543203219,,
125,SVR_rbf_C10_emg_nirs_subjEMGnorm,87,13,4.0,5.261489970799908,1.8307577425808992,6.204132933498446,-0.7736901567977349,,
126,ElasticNet_a0.01_l1r0.5_all,99,13,6.7,5.269547287726298,11.387899076490978,11.521917274635701,-18.694370820940023,0.9552309495457512,0.09800831178002313
127,Ridge_a10_0_all,99,13,0.4,5.379584459099373,11.664737052767741,11.862795448131862,-20.041546925444056,0.955004650210956,0.09796257066830591
128,ElasticNet_a0.01_l1r0.9_all,99,13,6.6,5.474711424187045,11.62871173331961,11.742924034305538,-19.135404382873887,0.9529539125895733,0.09743801723498204
129,Ridge_a0_1_all,99,13,0.3,5.57906189132939,11.224134345334043,11.70399088301726,-18.137591588347906,0.946615807614081,0.10133233382762558
130,Ridge_a1_0_all,99,13,0.4,5.583027094774123,11.613574175736238,11.909802003752784,-19.39789985285228,0.9515467228690403,0.09755533267503193
131,Ridge_a0_01_all,99,13,0.3,5.590053062741952,11.104231026032892,11.672587330529277,-17.880260643780595,0.9417376489097475,0.10863329849023587
132,Ridge_a10_0_top20,20,13,0.1,5.751330718985321,10.908072208086157,6.391594660847185,-2.311578372847568,0.9866765625274172,0.014117619757214072
133,Ridge_a1_rob_top20,20,13,0.1,6.582241737891549,13.38070866904271,7.327323658507447,-3.7492563938963284,0.979731106002286,0.020237099511080266
134,Ridge_a1_0_top20,20,13,0.1,6.6126679494016685,13.477335142826922,7.3597581505742555,-3.816722873103468,0.9811773218604783,0.01837456963327409
135,Ridge_a0_1_top20,20,13,0.1,6.823629691602195,14.111717420273555,7.6002623419425595,-4.234677447930087,0.9784125574423853,0.021531717816635623
136,Ridge_a0_01_top20,20,13,0.1,6.851161805491004,14.191750669627416,7.631866092554798,-4.28946622214877,0.977865883702679,0.022212823527690363
137,LGBM_default_emg_nirs_subjEMGnorm,87,13,19.4,8.013395823718694,3.066411961609389,9.1912019008604,-3.5850842783244796,0.6982283329754654,0.1909605235860692
138,LGBM_deep_emg_nirs_subjEMGnorm,87,13,42.1,8.107541265163176,3.139099467410264,9.299650120583951,-3.8861447011913843,0.6089436605168337,0.4264851250100424
139,SVR_poly_C10_top20,20,13,2.1,17.996799549419073,48.38523962223258,27.66490098477939,-115.39389173284005,0.4915100702818004,0.6130303103765904
140,SVR_poly_C10_top10,10,13,1.8,21.872870855021933,62.334912091720305,27.700921004411764,-115.2561889786692,0.2800337960124068,0.6992226211571607
141,Ridge_a1_nirs_hrv_signlog,22,13,0.1,1696.9636545263188,5728.701082608011,7125.0580789489795,-8594680.833646607,0.5468037076828464,0.3548860170167953
142,Ridge_a1_hrv_only_signlog,7,13,0.1,3812.516874211943,13631.17603438532,13323.433797762122,-31521642.07097068,0.5392059575719831,0.33828812651859325
143,Ridge_a10_all_subjEMGnorm,99,13,0.5,110671.0603295069,222628.821723156,136041.79009094948,-1741860077.2118468,0.8698579763693157,0.1465760499692241
144,Ridge_a10_all_kin_subjEMGnorm,99,13,0.5,110671.0603295069,222628.821723156,136041.79009094948,-1741860077.2118468,0.8698579763693157,0.1465760499692241
145,Ridge_a10_emg_nirs_subjEMGnorm,87,13,0.4,127541.89025625787,221278.15784741708,145436.3581597206,-1479194922.2463052,-0.0633942770544025,0.7471174147008858
146,Ridge_a1_top20_signlog,20,13,0.1,1.740197503637196e+48,6.274371328798342e+48,2.8640887541985635e+49,-1.8623924405734256e+98,0.7194326682666841,0.222984502706395
