variant,feature_set,target,subject_id,mae_min,r2
with_abs,EMG,lt1,S001,6.8909,-1.354
with_abs,EMG,lt1,S002,3.3879,-0.12
with_abs,EMG,lt1,S003,8.3908,-0.573
with_abs,EMG,lt1,S004,4.2166,-0.552
with_abs,EMG,lt1,S005,6.489,-0.664
with_abs,EMG,lt1,S006,3.9713,-1.056
with_abs,EMG,lt1,S007,4.6512,0.025
with_abs,EMG,lt1,S008,3.0109,0.079
with_abs,EMG,lt1,S009,7.9549,-0.227
with_abs,EMG,lt1,S010,8.3994,-0.598
with_abs,EMG,lt1,S011,4.6115,-0.535
with_abs,EMG,lt1,S012,3.4553,-0.049
with_abs,EMG,lt1,S013,7.3316,-1.06
with_abs,EMG,lt1,S014,5.5224,-0.459
with_abs,EMG,lt1,S016,4.1803,-0.183
with_abs,EMG,lt1,S017,4.8178,-0.107
with_abs,EMG,lt1,S018,5.3221,-0.463
with_abs,EMG,lt1,S019,9.0741,-0.682
with_abs,NIRS,lt1,S001,5.7245,-0.407
with_abs,NIRS,lt1,S002,3.3734,-0.114
with_abs,NIRS,lt1,S003,8.3111,-0.592
with_abs,NIRS,lt1,S004,3.7156,-0.104
with_abs,NIRS,lt1,S005,7.1171,-0.903
with_abs,NIRS,lt1,S006,2.9656,-0.029
with_abs,NIRS,lt1,S007,5.8617,-0.763
with_abs,NIRS,lt1,S008,3.2414,-0.112
with_abs,NIRS,lt1,S009,8.5437,-0.433
with_abs,NIRS,lt1,S010,7.1323,-0.218
with_abs,NIRS,lt1,S011,3.881,-0.048
with_abs,NIRS,lt1,S012,3.4224,-0.023
with_abs,NIRS,lt1,S013,5.659,-0.17
with_abs,NIRS,lt1,S014,4.7436,-0.009
with_abs,NIRS,lt1,S016,4.292,-0.278
with_abs,NIRS,lt1,S017,6.7716,-1.407
with_abs,NIRS,lt1,S018,4.7267,-0.116
with_abs,NIRS,lt1,S019,7.8841,-0.436
with_abs,EMG+NIRS,lt1,S001,6.3839,-0.972
with_abs,EMG+NIRS,lt1,S002,3.64,-0.347
with_abs,EMG+NIRS,lt1,S003,8.4585,-0.62
with_abs,EMG+NIRS,lt1,S004,4.2258,-0.5
with_abs,EMG+NIRS,lt1,S005,5.9148,-0.229
with_abs,EMG+NIRS,lt1,S006,4.3322,-1.424
with_abs,EMG+NIRS,lt1,S007,5.9889,-0.722
with_abs,EMG+NIRS,lt1,S008,3.6722,-0.536
with_abs,EMG+NIRS,lt1,S009,7.1241,-0.04
with_abs,EMG+NIRS,lt1,S010,8.0545,-0.402
with_abs,EMG+NIRS,lt1,S011,4.2155,-0.299
with_abs,EMG+NIRS,lt1,S012,3.51,-0.096
with_abs,EMG+NIRS,lt1,S013,7.6009,-1.193
with_abs,EMG+NIRS,lt1,S014,5.6373,-0.538
with_abs,EMG+NIRS,lt1,S016,4.5389,-0.424
with_abs,EMG+NIRS,lt1,S017,6.6962,-1.293
with_abs,EMG+NIRS,lt1,S018,5.4561,-0.514
with_abs,EMG+NIRS,lt1,S019,8.3623,-0.431
with_abs,EMG+NIRS+HRV,lt1,S001,6.0386,-0.706
with_abs,EMG+NIRS+HRV,lt1,S002,3.8076,-0.505
with_abs,EMG+NIRS+HRV,lt1,S003,8.7069,-0.706
with_abs,EMG+NIRS+HRV,lt1,S004,3.9641,-0.3
with_abs,EMG+NIRS+HRV,lt1,S005,6.2778,-0.387
with_abs,EMG+NIRS+HRV,lt1,S006,4.4421,-1.537
with_abs,EMG+NIRS+HRV,lt1,S007,5.2215,-0.306
with_abs,EMG+NIRS+HRV,lt1,S008,3.4683,-0.353
with_abs,EMG+NIRS+HRV,lt1,S009,7.2851,-0.056
with_abs,EMG+NIRS+HRV,lt1,S010,7.5284,-0.248
with_abs,EMG+NIRS+HRV,lt1,S011,4.2717,-0.335
with_abs,EMG+NIRS+HRV,lt1,S012,3.5408,-0.121
with_abs,EMG+NIRS+HRV,lt1,S013,7.7301,-1.227
with_abs,EMG+NIRS+HRV,lt1,S014,6.4281,-0.925
with_abs,EMG+NIRS+HRV,lt1,S016,4.5558,-0.439
with_abs,EMG+NIRS+HRV,lt1,S017,6.5076,-1.227
with_abs,EMG+NIRS+HRV,lt1,S018,5.2325,-0.42
with_abs,EMG+NIRS+HRV,lt1,S019,8.9643,-0.682
with_abs,EMG,lt2,S001,5.6036,-0.339
with_abs,EMG,lt2,S002,3.3695,-0.14
with_abs,EMG,lt2,S003,6.4189,-0.121
with_abs,EMG,lt2,S004,4.6668,-0.826
with_abs,EMG,lt2,S005,4.6049,0.173
with_abs,EMG,lt2,S006,3.7006,-0.834
with_abs,EMG,lt2,S008,3.1594,-0.1
with_abs,EMG,lt2,S009,9.6061,-0.892
with_abs,EMG,lt2,S010,7.4325,-0.403
with_abs,EMG,lt2,S011,3.8509,-0.063
with_abs,EMG,lt2,S012,3.3645,-0.038
with_abs,EMG,lt2,S013,5.3783,-0.016
with_abs,EMG,lt2,S014,3.8583,0.27
with_abs,EMG,lt2,S016,5.2415,-1.067
with_abs,EMG,lt2,S017,6.013,-0.97
with_abs,EMG,lt2,S019,8.7022,-0.774
with_abs,NIRS,lt2,S001,5.5864,-0.248
with_abs,NIRS,lt2,S002,3.3359,-0.12
with_abs,NIRS,lt2,S003,6.6378,-0.243
with_abs,NIRS,lt2,S004,3.7441,-0.174
with_abs,NIRS,lt2,S005,5.7214,-0.425
with_abs,NIRS,lt2,S006,2.8991,-0.003
with_abs,NIRS,lt2,S008,3.9334,-0.825
with_abs,NIRS,lt2,S009,9.6434,-1.114
with_abs,NIRS,lt2,S010,7.234,-0.327
with_abs,NIRS,lt2,S011,4.8007,-0.743
with_abs,NIRS,lt2,S012,4.1743,-0.734
with_abs,NIRS,lt2,S013,5.6586,-0.134
with_abs,NIRS,lt2,S014,5.3532,-0.418
with_abs,NIRS,lt2,S016,3.8343,0.017
with_abs,NIRS,lt2,S017,4.7173,-0.112
with_abs,NIRS,lt2,S019,6.9153,-0.176
with_abs,EMG+NIRS,lt2,S001,6.008,-0.493
with_abs,EMG+NIRS,lt2,S002,3.235,-0.025
with_abs,EMG+NIRS,lt2,S003,6.2121,-0.049
with_abs,EMG+NIRS,lt2,S004,5.0425,-1.149
with_abs,EMG+NIRS,lt2,S005,4.3305,0.257
with_abs,EMG+NIRS,lt2,S006,2.9266,-0.032
with_abs,EMG+NIRS,lt2,S008,4.9372,-1.846
with_abs,EMG+NIRS,lt2,S009,11.2202,-1.416
with_abs,EMG+NIRS,lt2,S010,6.6547,-0.138
with_abs,EMG+NIRS,lt2,S011,3.7677,-0.095
with_abs,EMG+NIRS,lt2,S012,3.2852,0.025
with_abs,EMG+NIRS,lt2,S013,5.095,0.089
with_abs,EMG+NIRS,lt2,S014,5.0816,-0.209
with_abs,EMG+NIRS,lt2,S016,5.8672,-1.408
with_abs,EMG+NIRS,lt2,S017,4.3703,0.059
with_abs,EMG+NIRS,lt2,S019,7.111,-0.198
with_abs,EMG+NIRS+HRV,lt2,S001,5.1513,-0.059
with_abs,EMG+NIRS+HRV,lt2,S002,3.2004,0.006
with_abs,EMG+NIRS+HRV,lt2,S003,5.8651,0.038
with_abs,EMG+NIRS+HRV,lt2,S004,4.637,-0.901
