variant,feature_set,target,subject_id,mae_min,r2
with_abs,EMG,lt2,S001,4.2371,0.249
with_abs,EMG,lt2,S002,7.4056,-4.003
with_abs,EMG,lt2,S003,8.8505,-1.016
with_abs,EMG,lt2,S004,6.0041,-1.839
with_abs,EMG,lt2,S005,5.7742,-0.877
with_abs,EMG,lt2,S006,3.5318,-0.659
with_abs,EMG,lt2,S008,6.9663,-3.813
with_abs,EMG,lt2,S009,12.0578,-1.65
with_abs,EMG,lt2,S010,6.1668,0.219
with_abs,EMG,lt2,S011,3.6465,0.02
with_abs,EMG,lt2,S012,4.5188,-1.097
with_abs,EMG,lt2,S013,8.5199,-1.322
with_abs,EMG,lt2,S014,4.7204,-0.163
with_abs,EMG,lt2,S016,6.2261,-1.754
with_abs,EMG,lt2,S017,4.2111,0.103
with_abs,EMG,lt2,S019,11.5462,-1.645
noabs,EMG,lt2,S001,5.3013,-0.268
noabs,EMG,lt2,S002,6.498,-3.08
noabs,EMG,lt2,S003,11.319,-1.859
noabs,EMG,lt2,S004,7.8346,-3.491
noabs,EMG,lt2,S005,4.8593,-0.128
noabs,EMG,lt2,S006,3.9361,-1.078
noabs,EMG,lt2,S008,7.0885,-3.944
noabs,EMG,lt2,S009,12.6439,-1.831
noabs,EMG,lt2,S010,6.2407,0.15
noabs,EMG,lt2,S011,5.0715,-1.162
noabs,EMG,lt2,S012,3.9365,-0.72
noabs,EMG,lt2,S013,10.2448,-1.972
noabs,EMG,lt2,S014,3.7162,0.355
noabs,EMG,lt2,S016,6.9775,-2.145
noabs,EMG,lt2,S017,4.9435,-0.241
noabs,EMG,lt2,S019,12.025,-1.961
with_abs,NIRS,lt2,S001,12.8742,-5.097
with_abs,NIRS,lt2,S002,15.0744,-16.545
with_abs,NIRS,lt2,S003,8.1106,-0.699
with_abs,NIRS,lt2,S004,5.9321,-2.219
with_abs,NIRS,lt2,S005,7.0341,-1.281
with_abs,NIRS,lt2,S006,5.9792,-3.198
with_abs,NIRS,lt2,S008,6.2922,-3.134
with_abs,NIRS,lt2,S009,4.2063,0.531
with_abs,NIRS,lt2,S010,3.7681,0.655
with_abs,NIRS,lt2,S011,4.4516,-1.093
with_abs,NIRS,lt2,S012,3.6026,-0.298
with_abs,NIRS,lt2,S013,5.3831,0.015
with_abs,NIRS,lt2,S014,3.6568,0.368
with_abs,NIRS,lt2,S016,8.8825,-3.572
with_abs,NIRS,lt2,S017,7.1195,-1.575
with_abs,NIRS,lt2,S019,6.7545,-0.07
noabs,NIRS,lt2,S001,8.549,-1.849
noabs,NIRS,lt2,S002,6.0564,-2.583
noabs,NIRS,lt2,S003,5.4893,0.091
noabs,NIRS,lt2,S004,6.3359,-2.248
noabs,NIRS,lt2,S005,7.3487,-1.476
noabs,NIRS,lt2,S006,2.9757,-0.083
noabs,NIRS,lt2,S008,5.3122,-2.182
noabs,NIRS,lt2,S009,5.9587,0.209
noabs,NIRS,lt2,S010,3.607,0.636
noabs,NIRS,lt2,S011,4.3741,-0.613
noabs,NIRS,lt2,S012,3.5031,-0.171
noabs,NIRS,lt2,S013,4.5899,0.044
noabs,NIRS,lt2,S014,6.6617,-1.632
noabs,NIRS,lt2,S016,8.348,-3.244
noabs,NIRS,lt2,S017,10.8389,-3.714
noabs,NIRS,lt2,S019,7.8933,-0.376
with_abs,EMG+NIRS,lt2,S001,7.0905,-1.388
with_abs,EMG+NIRS,lt2,S002,3.9926,-0.698
with_abs,EMG+NIRS,lt2,S003,9.7231,-1.401
with_abs,EMG+NIRS,lt2,S004,5.2598,-1.426
with_abs,EMG+NIRS,lt2,S005,4.9111,0.053
with_abs,EMG+NIRS,lt2,S006,3.5978,-0.727
with_abs,EMG+NIRS,lt2,S008,8.2737,-5.378
with_abs,EMG+NIRS,lt2,S009,12.7949,-2.0
with_abs,EMG+NIRS,lt2,S010,4.2248,0.603
with_abs,EMG+NIRS,lt2,S011,5.2248,-1.718
with_abs,EMG+NIRS,lt2,S012,3.3103,0.035
with_abs,EMG+NIRS,lt2,S013,8.0406,-1.106
with_abs,EMG+NIRS,lt2,S014,9.3548,-4.283
with_abs,EMG+NIRS,lt2,S016,7.5141,-2.672
with_abs,EMG+NIRS,lt2,S017,6.9737,-1.109
with_abs,EMG+NIRS,lt2,S019,9.9028,-1.041
noabs,EMG+NIRS,lt2,S001,6.4254,-1.184
noabs,EMG+NIRS,lt2,S002,5.9251,-2.505
