variant,feature_set,target,n_subjects,n_features,raw_mae_min,kalman_mae_min,best_sigma_obs,kalman_30,kalman_50,kalman_75,kalman_150,r2,rho,sec
with_abs,EMG,lt1,18,79,4.3281,4.443,30.0,4.443,4.5244,4.6411,5.0915,0.063,0.56,552.7
noabs,EMG,lt1,18,79,4.2087,4.3312,30.0,4.3312,4.4153,4.5402,5.0128,0.152,0.586,568.5
with_abs,NIRS,lt1,18,18,4.5116,4.6069,30.0,4.6069,4.6854,4.8025,5.2537,0.187,0.695,599.9
noabs,NIRS,lt1,18,14,4.8695,4.9615,30.0,4.9615,5.0464,5.1677,5.6806,0.02,0.707,605.9
with_abs,EMG+NIRS,lt1,18,97,3.7294,3.8845,30.0,3.8845,3.9892,4.1191,4.5514,0.491,0.756,711.4
noabs,EMG+NIRS,lt1,18,93,3.719,3.8867,30.0,3.8867,4.0068,4.1528,4.6731,0.464,0.736,705.3
with_abs,EMG+NIRS+HRV,lt1,18,107,3.6836,3.8584,30.0,3.8584,3.9927,4.1658,4.7253,0.521,0.779,632.6
noabs,EMG+NIRS+HRV,lt1,18,101,3.4119,3.5833,30.0,3.5833,3.7116,3.879,4.4686,0.57,0.798,831.7
