variant,feature_set,target,mono_weight,n_subjects,n_features,raw_mae_min,kalman_mae_min,best_sigma_obs,kalman_30,kalman_50,kalman_75,kalman_150,r2,rho,sec
noabs,EMG,lt2,1.0,18,79,5.3747,5.414,30.0,5.414,5.457,5.5268,5.8406,-0.005,0.125,328.7
noabs,NIRS,lt2,1.0,18,14,5.3919,5.4525,30.0,5.4525,5.5104,5.5989,5.9694,-0.024,0.235,234.6
noabs,EMG+NIRS,lt2,1.0,18,93,5.3987,5.4295,30.0,5.4295,5.467,5.5309,5.8312,-0.009,0.142,236.4
noabs,EMG+NIRS+HRV,lt2,1.0,18,101,5.3885,5.4203,30.0,5.4203,5.4596,5.5262,5.8382,-0.008,0.098,234.8
