subject_id,model,n_test,elapsed_sec,mae_sec,mae_min,rmse_sec,rmse_min,r2,spearman_rho
S001,Ridge,208,0.02,264.48846684843517,4.408141114140586,339.70592875769364,5.661765479294894,0.0031871899318307584,0.8498530455052193
S001,RandomForest,208,2.62,123.32157908122379,2.0553596513537298,167.7969251926163,2.796615419876938,0.7567934013037337,0.8856008598571528
S001,LightGBM,208,1.73,117.98463633866957,1.966410605644493,155.6063842078112,2.5934397367968534,0.790847923880428,0.9230649213486742
S002,Ridge,154,0.02,407.7053358363106,6.795088930605177,421.7792358818866,7.029653931364777,-2.600712942615735,0.9215259124177532
S002,RandomForest,154,2.61,122.22573369726392,2.0370955616210655,157.58276743932865,2.626379457322144,0.4973848734960131,0.8827800915087444
S002,LightGBM,154,1.78,97.56826169072278,1.6261376948453796,113.5008469411625,1.8916807823527082,0.7392548056903483,0.9143629299227023
S003,Ridge,271,0.02,4754.143203344048,79.23572005573413,16459.923564158133,274.33205940263554,-1313.3409262728503,0.6120245761281142
S003,RandomForest,271,2.58,799.1891075438772,13.319818459064619,872.1015831603664,14.535026386006107,-2.689661739702164,0.9366268942353281
S003,LightGBM,271,1.78,783.1517415132081,13.052529025220135,863.2760220621888,14.387933701036479,-2.615361756164786,0.9239333863926875
S004,Ridge,169,0.02,395.385572746056,6.589759545767601,492.1821367502022,8.203035612503369,-3.071315222453692,-0.17430262045646663
S004,RandomForest,169,2.66,340.2161339132618,5.6702688985543634,399.0765100041469,6.651275166735782,-1.6766732913796631,0.6744418477450153
S004,LightGBM,169,1.74,348.46866270641937,5.807811045106989,414.04865406131154,6.900810901021859,-1.8812821500837584,0.5786634180299339
S005,Ridge,240,0.02,446.21842455753966,7.4369737426256615,506.75014961616336,8.445835826936056,-1.1382419355372644,0.8493064115696451
S005,RandomForest,240,2.46,319.8371365981688,5.330618943302813,392.96052616617163,6.549342102769527,-0.28578076594266855,0.8288058014908876
S005,LightGBM,240,1.59,293.1177426983899,4.885295711639832,364.9323310528337,6.082205517547228,-0.10890349952849787,0.8139238528446673
S006,Ridge,139,0.02,337.25240861916825,5.620873476986137,353.5582892415478,5.892638154025797,-2.1056761215257045,0.8688011081817774
S006,RandomForest,139,2.52,102.2296463247591,1.703827438745985,118.00631577549653,1.9667719295916088,0.6540250791824556,0.9171410697528932
S006,LightGBM,139,1.58,112.8984781585879,1.8816413026431318,130.73471516628274,2.1789119194380455,0.5753648260966702,0.9084677599535277
S007,Ridge,17,0.02,263.03622972165266,4.383937162027545,285.16567542225494,4.752761257037582,-2.41718158677406,0.9779411764705883
S007,RandomForest,17,2.66,175.52368157455493,2.925394692909249,197.14468834915152,3.285744805819192,-0.6332163511934885,0.5122549019607844
S007,LightGBM,17,1.65,107.15184777478325,1.7858641295797208,125.1824704594431,2.0863745076573847,0.3414926988272923,0.6323529411764707
S009,Ridge,354,0.02,299.59211913314573,4.993201985552429,348.9475259980073,5.815792099966788,0.5336001242304416,0.8508715325515296
S009,RandomForest,354,2.51,365.7029022415073,6.095048370691788,411.7459508107919,6.862432513513198,0.3506230742978923,0.7706070870896865
S009,LightGBM,354,1.71,331.63823192008067,5.5273038653346775,387.94525916987715,6.465754319497952,0.42352685972195103,0.8784300173731688
S010,Ridge,318,0.02,170.66681313218714,2.844446885536452,201.58995476254944,3.359832579375824,0.807101403900596,0.976447513293637
S010,RandomForest,318,2.49,130.26481072700028,2.171080178783338,172.92508903250015,2.882084817208336,0.8580591806007427,0.9224908056114738
S010,LightGBM,318,1.64,243.2968109254363,4.054946848757272,293.5594940375841,4.892658233959735,0.5909432598023285,0.9254369655187342
S011,Ridge,181,0.02,704.1884996052183,11.736474993420305,716.099049417208,11.934984156953467,-6.513521590860497,0.9187663165563719
S011,RandomForest,181,2.49,125.63638679960083,2.093939779993347,148.53186446377362,2.475531074396227,0.6767514320720174,0.9677473539351992
S011,LightGBM,181,1.56,80.55483136173491,1.3425805226955818,98.16962762165846,1.6361604603609743,0.8587944939578742,0.9761823811547566
S012,Ridge,161,0.02,2098.6660607220533,34.977767678700886,2105.423646868203,35.09039411447005,-81.08905060725561,0.8986398665746492
S012,RandomForest,161,2.55,54.80117662456521,0.9133529437427534,67.54497225245478,1.125749537540913,0.9155125319150947,0.9687449453252915
S012,LightGBM,161,1.58,73.16644452682316,1.2194407421137192,89.14736045829527,1.4857893409715879,0.8528286689503477,0.965829882677709
S013,Ridge,263,0.02,281.4234404620676,4.6903906743677934,339.5303624797196,5.658839374661993,0.19999398302838467,0.9734401015348971
S013,RandomForest,263,2.36,371.5435077007214,6.192391795012024,427.9321633307295,7.132202722178826,-0.2708253741354487,0.4253132726270043
S013,LightGBM,263,1.56,350.31806982830193,5.838634497138366,409.9827687781376,6.833046146302293,-0.16645295416369055,0.30717208951324987
S014,Ridge,225,0.02,151.35110665013772,2.522518444168962,181.12424416223993,3.018737402703999,0.6889444517382179,0.9177138643067849
S014,RandomForest,225,2.45,151.74358275729662,2.5290597126216103,179.39053644429808,2.9898422740716346,0.6948707531690302,0.9287946995313832
S014,LightGBM,225,1.58,137.68599032132943,2.2947665053554904,169.0358606811375,2.817264344685625,0.7290791195049351,0.9424936788874844
