ver,tgt,fset,subj,n_windows,ytrue_start,ytrue_end,ypred_mean,ypred_std,ypred_min,ypred_max,mae,has_nan,has_inf,extreme_val
v0302,lt2,EMG,13,156,490.31714,-284.68286,131.87791442871094,237.76840209960938,-146.3292694091797,620.1286010742188,59.83718490600586,False,False,False
v0302,lt2,EMG,14,189,695.85535,-244.14467,370.2850646972656,172.1859130859375,94.20659637451172,766.4968872070312,229.25302124023438,False,False,False
v0302,lt2,EMG,15,51,444.28854,194.28853,389.5169982910156,114.73760986328125,264.40704345703125,683.812255859375,72.23796081542969,False,False,False
v0302,lt2,EMG,16,287,1025.761,-404.23907,56.815086364746094,242.70950317382812,-183.61399841308594,727.1708374023438,299.9900207519531,False,False,False
v0302,lt2,EMG_NIRS,0,178,445.61713,-534.3829,286.8721923828125,245.9601287841797,-146.69215393066406,596.0274047851562,326.9853820800781,False,False,False
v0302,lt2,EMG_NIRS,1,124,515.78217,-99.217865,253.30636596679688,174.3348846435547,-100.3875503540039,615.5178833007812,56.09734344482422,False,False,False
v0302,lt2,EMG_NIRS,2,241,1076.876,-353.12402,57.89939498901367,271.45465087890625,-199.55221557617188,622.3892211914062,238.60946655273438,False,False,False
v0302,lt2,EMG_NIRS,3,139,477.75867,-212.24132,217.69334411621094,239.6729278564453,-178.15443420410156,815.4369506835938,88.56047821044922,False,False,False
v0302,lt2,EMG_NIRS,4,210,415.30423,-634.69574,388.43609619140625,238.9595489501953,-181.174560546875,813.76123046875,495.7270812988281,False,False,False
v0302,lt2,EMG_NIRS,5,109,353.7734,-186.22658,371.822021484375,266.0272521972656,-50.69985580444336,693.7634887695312,288.048583984375,False,False,False
v0302,lt2,EMG_NIRS,6,118,517.89026,-67.10974,227.98672485351562,236.52313232421875,-214.86550903320312,701.826416015625,68.38379669189453,False,False,False
v0302,lt2,EMG_NIRS,7,324,1256.7891,-358.21088,326.8481750488281,181.13906860351562,-1.4139279127120972,765.024658203125,310.3092956542969,False,False,False
v0302,lt2,EMG_NIRS,8,288,1087.3141,-347.6859,261.6487731933594,264.13043212890625,-190.7079620361328,706.4166870117188,194.20420837402344,False,False,False
v0302,lt2,EMG_NIRS,9,151,442.17828,-307.82172,374.814453125,261.9340515136719,-3.72011661529541,860.6673583984375,307.6361389160156,False,False,False
v0302,lt2,EMG_NIRS,10,131,371.65594,-278.34406,146.86190795898438,232.97813415527344,-123.6935043334961,514.43359375,107.08840942382812,False,False,False
v0302,lt2,EMG_NIRS,11,233,817.4459,-342.55408,97.16645812988281,329.6720275878906,-291.36724853515625,701.7093505859375,145.68484497070312,False,False,False
v0302,lt2,EMG_NIRS,12,195,540.5898,-429.41022,267.0610656738281,209.6693572998047,-110.25471496582031,780.8858032226562,211.9868927001953,False,False,False
v0302,lt2,EMG_NIRS,13,156,490.31714,-284.68286,148.2869415283203,250.57493591308594,-140.46363830566406,618.0430297851562,69.33772277832031,False,False,False
v0302,lt2,EMG_NIRS,14,189,695.85535,-244.14467,328.6998596191406,151.8353271484375,-27.913015365600586,590.4840087890625,177.49111938476562,False,False,False
v0302,lt2,EMG_NIRS,15,51,444.28854,194.28853,421.252685546875,124.72148132324219,189.01480102539062,655.6123657226562,104.27838134765625,False,False,False
v0302,lt2,EMG_NIRS,16,287,1025.761,-404.23907,67.24730682373047,234.96920776367188,-193.16200256347656,715.5278930664062,289.03204345703125,False,False,False
v0302,lt2,EMG_NIRS_HRV,0,178,445.61713,-534.3829,226.7035675048828,214.68161010742188,-221.7506561279297,547.0687255859375,266.8167724609375,False,False,False
v0302,lt2,EMG_NIRS_HRV,1,124,515.78217,-99.217865,248.6524200439453,182.39077758789062,-211.5560302734375,544.8512573242188,76.40213775634766,False,False,False
v0302,lt2,EMG_NIRS_HRV,2,241,1076.876,-353.12402,78.16679382324219,287.9359436035156,-270.4449768066406,712.8013305664062,209.6601104736328,False,False,False
v0302,lt2,EMG_NIRS_HRV,3,139,477.75867,-212.24132,183.4218292236328,224.82159423828125,-124.07728576660156,766.8731079101562,66.98477935791016,False,False,False
v0302,lt2,EMG_NIRS_HRV,4,210,415.30423,-634.69574,321.3715515136719,227.88426208496094,-209.066162109375,765.386474609375,428.66253662109375,False,False,False
v0302,lt2,EMG_NIRS_HRV,5,109,353.7734,-186.22658,320.1260681152344,236.26341247558594,-56.95901107788086,649.5802612304688,236.35260009765625,False,False,False
v0302,lt2,EMG_NIRS_HRV,6,118,517.89026,-67.10974,174.26693725585938,228.91082763671875,-193.19232177734375,677.7460327148438,70.28759002685547,False,False,False
v0302,lt2,EMG_NIRS_HRV,7,324,1256.7891,-358.21088,312.09637451171875,296.5060119628906,-209.49891662597656,924.2212524414062,204.79983520507812,False,False,False
v0302,lt2,EMG_NIRS_HRV,8,288,1087.3141,-347.6859,242.41458129882812,259.0627136230469,-191.1726837158203,763.87841796875,190.63796997070312,False,False,False
v0302,lt2,EMG_NIRS_HRV,9,151,442.17828,-307.82172,324.3302001953125,249.17567443847656,-16.65697479248047,856.62890625,257.15191650390625,False,False,False
v0302,lt2,EMG_NIRS_HRV,10,131,371.65594,-278.34406,115.14129638671875,259.13983154296875,-240.01766967773438,589.5050048828125,96.89179992675781,False,False,False
v0302,lt2,EMG_NIRS_HRV,11,233,817.4459,-342.55408,119.74307250976562,361.7432861328125,-363.5477294921875,807.8363037109375,121.68629455566406,False,False,False
v0302,lt2,EMG_NIRS_HRV,12,195,540.5898,-429.41022,201.25735473632812,191.30303955078125,-193.52928161621094,740.076416015625,152.65406799316406,False,False,False
v0302,lt2,EMG_NIRS_HRV,13,156,490.31714,-284.68286,99.83514404296875,239.94256591796875,-215.33628845214844,571.3644409179688,51.15845489501953,False,False,False
v0302,lt2,EMG_NIRS_HRV,14,189,695.85535,-244.14467,339.882080078125,160.97579956054688,48.484554290771484,600.8734741210938,159.4237060546875,False,False,False
v0302,lt2,EMG_NIRS_HRV,15,51,444.28854,194.28853,577.471923828125,217.13768005371094,193.24703979492188,910.7107543945312,259.39276123046875,False,False,False
v0302,lt2,EMG_NIRS_HRV,16,287,1025.761,-404.23907,91.1534652709961,273.2353820800781,-223.21116638183594,705.9509887695312,258.27734375,False,False,False
v0303,lt1,EMG,0,227,173.41574,-956.5843,-235.4459686279297,292.3681945800781,-581.6102905273438,525.7857055664062,156.1383056640625,False,False,False
v0303,lt1,EMG,1,141,265.29907,-434.70093,152.8209991455078,236.9132537841797,-362.2209167480469,590.6295776367188,238.3679656982422,False,False,False
v0303,lt1,EMG,2,304,790.6045,-724.3955,-189.9005889892578,242.2228240966797,-474.4999084472656,421.8121643066406,281.2498779296875,False,False,False
v0303,lt1,EMG,3,157,309.35553,-470.64447,-11.82808780670166,246.85838317871094,-440.3655090332031,365.55609130859375,101.98426055908203,False,False,False
v0303,lt1,EMG,4,249,179.0086,-1060.9913,-76.98756408691406,280.9092102050781,-653.3001098632812,296.2050476074219,364.25103759765625,False,False,False
v0303,lt1,EMG,5,126,307.11374,-317.88626,63.481285095214844,172.96514892578125,-169.20458984375,469.4615478515625,89.33297729492188,False,False,False
v0303,lt1,EMG,6,212,230.19516,-824.8048,-106.57357025146484,212.51007080078125,-471.72021484375,349.580322265625,192.69503784179688,False,False,False
v0303,lt1,EMG,7,135,241.98906,-428.01093,172.4798583984375,237.34320068359375,-252.02114868164062,647.4192504882812,265.49078369140625,False,False,False
v0303,lt1,EMG,8,341,350.24228,-1349.7577,268.22882080078125,171.09848022460938,-161.24241638183594,594.2781372070312,767.9865112304688,False,False,False
v0303,lt1,EMG,9,305,798.96344,-721.03656,-354.9363098144531,322.1128845214844,-692.5698852539062,467.493896484375,397.8069763183594,False,False,False
v0303,lt1,EMG,10,168,303.6978,-531.3022,-37.53185272216797,212.68020629882812,-297.16485595703125,355.6620788574219,88.96537780761719,False,False,False
v0303,lt1,EMG,11,148,190.27539,-544.7246,-179.76156616210938,258.7785339355469,-455.6685791015625,443.1553649902344,84.72157287597656,False,False,False
v0303,lt1,EMG,12,250,349.29776,-895.7022,-311.7100524902344,301.7058410644531,-642.5567016601562,440.20233154296875,131.14080810546875,False,False,False
v0303,lt1,EMG,13,212,373.84982,-681.1502,-257.08404541015625,345.29248046875,-744.4708862304688,424.1402587890625,172.23231506347656,False,False,False
v0303,lt1,EMG,14,173,315.7363,-544.26373,-198.83241271972656,287.42034912109375,-579.2552490234375,377.33404541015625,100.49458312988281,False,False,False
v0303,lt1,EMG,15,206,265.97757,-759.02246,-13.523475646972656,212.8284149169922,-338.7281188964844,539.2345581054688,235.8745880126953,False,False,False
v0303,lt1,EMG,16,202,440.51236,-564.4876,-61.541664123535156,261.2282409667969,-500.8377685546875,424.1092224121094,50.13850784301758,False,False,False
v0303,lt1,EMG,17,304,695.67535,-819.32465,-259.77557373046875,199.88465881347656,-413.22955322265625,364.7621154785156,318.04583740234375,False,False,False
v0303,lt1,EMG_NIRS,0,227,173.41574,-956.5843,-246.51126098632812,290.4270324707031,-582.043701171875,330.42303466796875,145.072998046875,False,False,False
v0303,lt1,EMG_NIRS,1,141,265.29907,-434.70093,107.99972534179688,115.69393920898438,-171.31793212890625,337.91741943359375,205.4154815673828,False,False,False
v0303,lt1,EMG_NIRS,2,304,790.6045,-724.3955,-366.7906494140625,280.490234375,-620.3814086914062,350.5458984375,419.88250732421875,False,False,False
v0303,lt1,EMG_NIRS,3,157,309.35553,-470.64447,-73.118408203125,289.39239501953125,-544.0707397460938,288.22320556640625,98.0815658569336,False,False,False
v0303,lt1,EMG_NIRS,4,249,179.0086,-1060.9913,-221.31674194335938,332.4787292480469,-726.0912475585938,172.76246643066406,220.5736083984375,False,False,False
v0303,lt1,EMG_NIRS,5,126,307.11374,-317.88626,69.11205291748047,193.72340393066406,-218.75421142578125,470.3785400390625,79.43378448486328,False,False,False
v0303,lt1,EMG_NIRS,6,212,230.19516,-824.8048,-213.05909729003906,357.6258239746094,-695.0043334960938,636.1196899414062,114.15702056884766,False,False,False
v0303,lt1,EMG_NIRS,7,135,241.98906,-428.01093,98.35126495361328,144.76187133789062,-189.78994750976562,337.4300231933594,192.12744140625,False,False,False
v0303,lt1,EMG_NIRS,8,341,350.24228,-1349.7577,12.742473602294922,303.21990966796875,-374.14276123046875,670.5941772460938,512.5001831054688,False,False,False
v0303,lt1,EMG_NIRS,9,305,798.96344,-721.03656,-175.14537048339844,339.8079528808594,-491.5857238769531,746.3394775390625,258.71783447265625,False,False,False
v0303,lt1,EMG_NIRS,10,168,303.6978,-531.3022,-16.748872756958008,195.06179809570312,-329.3034362792969,315.6422119140625,100.65120697021484,False,False,False
v0303,lt1,EMG_NIRS,11,148,190.27539,-544.7246,-140.32656860351562,332.5278015136719,-525.8390502929688,313.2125244140625,148.1422119140625,False,False,False
v0303,lt1,EMG_NIRS,12,250,349.29776,-895.7022,-215.99436950683594,335.3067626953125,-617.5390014648438,628.209228515625,117.16881561279297,False,False,False
v0303,lt1,EMG_NIRS,13,212,373.84982,-681.1502,-157.49929809570312,250.6195526123047,-511.6385192871094,314.2679748535156,84.49400329589844,False,False,False
v0303,lt1,EMG_NIRS,14,173,315.7363,-544.26373,-181.50942993164062,202.18565368652344,-425.5465087890625,218.20831298828125,90.72586059570312,False,False,False
v0303,lt1,EMG_NIRS,15,206,265.97757,-759.02246,48.7064208984375,194.49961853027344,-233.88743591308594,550.15380859375,295.2288818359375,False,False,False
v0303,lt1,EMG_NIRS,16,202,440.51236,-564.4876,-130.3787841796875,214.6984100341797,-516.2342529296875,254.6553497314453,85.54021453857422,False,False,False
v0303,lt1,EMG_NIRS,17,304,695.67535,-819.32465,-258.98907470703125,256.4524230957031,-461.51690673828125,456.3460388183594,294.3310241699219,False,False,False
v0303,lt1,EMG_NIRS_HRV,0,227,173.41574,-956.5843,-202.03826904296875,271.997802734375,-531.1466064453125,239.747802734375,189.5460205078125,False,False,False
v0303,lt1,EMG_NIRS_HRV,1,141,265.29907,-434.70093,12.758498191833496,144.9181365966797,-402.87713623046875,187.20126342773438,116.01932525634766,False,False,False
v0303,lt1,EMG_NIRS_HRV,2,304,790.6045,-724.3955,-366.02264404296875,283.0587158203125,-641.5534057617188,310.9032287597656,417.6254577636719,False,False,False
v0303,lt1,EMG_NIRS_HRV,3,157,309.35553,-470.64447,-1.991378903388977,267.09039306640625,-360.5557861328125,416.48095703125,92.56800842285156,False,False,False
v0303,lt1,EMG_NIRS_HRV,4,249,179.0086,-1060.9913,-266.6756591796875,331.1761779785156,-769.7160034179688,162.47813415527344,175.7259979248047,False,False,False
v0303,lt1,EMG_NIRS_HRV,5,126,307.11374,-317.88626,-12.511735916137695,166.88087463378906,-265.31341552734375,436.60968017578125,35.73503494262695,False,False,False
v0303,lt1,EMG_NIRS_HRV,6,212,230.19516,-824.8048,-182.1236572265625,272.5696716308594,-536.37451171875,473.5279235839844,126.20347595214844,False,False,False
v0303,lt1,EMG_NIRS_HRV,7,135,241.98906,-428.01093,-47.09309005737305,231.76715087890625,-439.0476379394531,293.9338684082031,67.37884521484375,False,False,False
v0303,lt1,EMG_NIRS_HRV,8,341,350.24228,-1349.7577,-156.55325317382812,394.3533630371094,-668.5072631835938,576.63623046875,343.2044677734375,False,False,False
v0303,lt1,EMG_NIRS_HRV,9,305,798.96344,-721.03656,-230.14369201660156,362.02734375,-703.9784545898438,755.9556884765625,270.7574157714844,False,False,False
v0303,lt1,EMG_NIRS_HRV,10,168,303.6978,-531.3022,-71.41299438476562,204.04710388183594,-371.91339111328125,397.88287353515625,55.28892135620117,False,False,False
v0303,lt1,EMG_NIRS_HRV,11,148,190.27539,-544.7246,-170.93807983398438,434.6208190917969,-656.7968139648438,404.4099426269531,231.56614685058594,False,False,False
v0303,lt1,EMG_NIRS_HRV,12,250,349.29776,-895.7022,-142.3892822265625,485.98883056640625,-717.4193725585938,751.4186401367188,175.80859375,False,False,False
v0303,lt1,EMG_NIRS_HRV,13,212,373.84982,-681.1502,-227.49795532226562,240.9354248046875,-563.2068481445312,179.16812133789062,123.27706146240234,False,False,False
v0303,lt1,EMG_NIRS_HRV,14,173,315.7363,-544.26373,-230.1707000732422,234.8632354736328,-535.8732299804688,188.4344482421875,119.9582748413086,False,False,False
v0303,lt1,EMG_NIRS_HRV,15,206,265.97757,-759.02246,1.3279448747634888,239.9114532470703,-407.03399658203125,642.3932495117188,247.8503875732422,False,False,False
v0303,lt1,EMG_NIRS_HRV,16,202,440.51236,-564.4876,-67.57380676269531,200.050048828125,-416.5397644042969,239.3691864013672,81.22844696044922,False,False,False
v0303,lt1,EMG_NIRS_HRV,17,304,695.67535,-819.32465,-154.4371337890625,297.2434387207031,-453.5215148925781,464.1566467285156,198.79571533203125,False,False,False
v0303,lt2,EMG,0,193,520.6171,-534.3829,335.374267578125,258.74420166015625,-43.86436080932617,932.9678955078125,334.62762451171875,False,False,False
v0303,lt2,EMG,1,139,590.78217,-99.217865,573.5069580078125,312.0045166015625,-36.43799591064453,1127.6580810546875,329.154296875,False,False,False
v0303,lt2,EMG,2,256,1151.876,-353.12402,284.15380859375,263.69659423828125,-183.19406127929688,1017.7564697265625,148.83453369140625,False,False,False
v0303,lt2,EMG,3,154,552.75867,-212.24132,275.8683776855469,253.38905334472656,-88.23094177246094,936.8396606445312,130.19094848632812,False,False,False
v0303,lt2,EMG,4,225,490.30423,-634.69574,350.4955139160156,181.48423767089844,-103.36791229248047,751.2808837890625,423.0075988769531,False,False,False
v0303,lt2,EMG,5,124,428.7734,-186.22658,319.1672668457031,222.53921508789062,70.2250747680664,752.4414672851562,198.13861083984375,False,False,False
v0303,lt2,EMG,6,133,592.89026,-67.10974,396.5161437988281,247.53875732421875,10.149474143981934,943.4969482421875,133.92527770996094,False,False,False
v0303,lt2,EMG,7,339,1331.7891,-358.21088,641.4036865234375,189.92425537109375,188.73402404785156,1027.6611328125,349.0892028808594,False,False,False
v0303,lt2,EMG,8,303,1162.3141,-347.6859,329.74200439453125,303.30157470703125,-101.2543716430664,1070.3009033203125,170.9376220703125,False,False,False
v0303,lt2,EMG,9,166,517.1783,-307.82172,255.5261688232422,243.67286682128906,-85.8956527709961,889.36669921875,159.1367645263672,False,False,False
v0303,lt2,EMG,10,146,446.65594,-278.34406,171.72760009765625,210.02215576171875,-60.44350814819336,933.1226806640625,88.99392700195312,False,False,False
v0303,lt2,EMG,11,248,892.4459,-342.55408,159.8362579345703,402.8441162109375,-397.92022705078125,956.1008911132812,136.9486083984375,False,False,False
v0303,lt2,EMG,12,210,615.5898,-429.41022,201.08303833007812,230.31825256347656,-123.58659362792969,1031.9381103515625,156.6177215576172,False,False,False
v0303,lt2,EMG,13,171,565.31714,-284.68286,99.01822662353516,243.66038513183594,-194.8952178955078,724.6785888671875,67.02951049804688,False,False,False
v0303,lt2,EMG,14,204,770.85535,-244.14467,326.4134521484375,181.19505310058594,78.2961654663086,1105.3792724609375,165.42527770996094,False,False,False
v0303,lt2,EMG,15,66,519.2885,194.28853,445.064453125,188.595947265625,221.79840087890625,986.276611328125,98.63724517822266,False,False,False
v0303,lt2,EMG,16,302,1100.761,-404.23907,115.06132507324219,313.4357604980469,-181.93699645996094,814.682373046875,270.46026611328125,False,False,False
v0303,lt2,EMG_NIRS,0,193,520.6171,-534.3829,250.2122344970703,264.8890380859375,-76.58045959472656,682.83251953125,249.8361358642578,False,False,False
v0303,lt2,EMG_NIRS,1,139,590.78217,-99.217865,360.38775634765625,123.96788787841797,45.94506072998047,582.2686157226562,143.4158172607422,False,False,False
v0303,lt2,EMG_NIRS,2,256,1151.876,-353.12402,162.9940185546875,473.1069641113281,-192.12713623046875,1264.667236328125,237.29867553710938,False,False,True
v0303,lt2,EMG_NIRS,3,154,552.75867,-212.24132,210.969970703125,290.18475341796875,-296.5361022949219,620.4396362304688,97.07257080078125,False,False,False
v0303,lt2,EMG_NIRS,4,225,490.30423,-634.69574,368.2699279785156,255.15280151367188,-184.08447265625,779.298828125,438.0545959472656,False,False,False
v0303,lt2,EMG_NIRS,5,124,428.7734,-186.22658,418.02740478515625,352.7995910644531,26.39145278930664,988.8218994140625,296.75396728515625,False,False,False
v0303,lt2,EMG_NIRS,6,133,592.89026,-67.10974,227.41268920898438,154.0968017578125,-41.7364501953125,502.0457458496094,51.431617736816406,False,False,False
v0303,lt2,EMG_NIRS,7,339,1331.7891,-358.21088,508.6415100097656,304.9808044433594,-12.991686820983887,1032.9862060546875,172.76974487304688,False,False,False
v0303,lt2,EMG_NIRS,8,303,1162.3141,-347.6859,457.541259765625,304.01519775390625,-32.00898361206055,1082.74658203125,189.66152954101562,False,False,False
v0303,lt2,EMG_NIRS,9,166,517.1783,-307.82172,260.7705078125,196.79022216796875,-50.286094665527344,644.1018676757812,156.09222412109375,False,False,False
v0303,lt2,EMG_NIRS,10,146,446.65594,-278.34406,173.44651794433594,276.3714904785156,-168.75497436523438,549.2816772460938,108.44600677490234,False,False,False
v0303,lt2,EMG_NIRS,11,248,892.4459,-342.55408,122.97396087646484,449.577392578125,-337.94683837890625,1130.62353515625,202.2791290283203,False,False,False
v0303,lt2,EMG_NIRS,12,210,615.5898,-429.41022,260.3757019042969,152.53851318359375,-46.35273742675781,529.0477294921875,212.87026977539062,False,False,False
v0303,lt2,EMG_NIRS,13,171,565.31714,-284.68286,95.43292999267578,193.71548461914062,-169.5115509033203,449.82952880859375,72.53610229492188,False,False,False
v0303,lt2,EMG_NIRS,14,204,770.85535,-244.14467,382.6463928222656,189.60336303710938,209.6663055419922,1128.211669921875,186.6060791015625,False,False,False
v0303,lt2,EMG_NIRS,15,66,519.2885,194.28853,431.8019714355469,100.53337097167969,275.0701904296875,687.70849609375,75.01343536376953,False,False,False
v0303,lt2,EMG_NIRS,16,302,1100.761,-404.23907,116.63788604736328,319.6448059082031,-165.8815155029297,897.5916748046875,272.9523010253906,False,False,False
v0303,lt2,EMG_NIRS_HRV,0,193,520.6171,-534.3829,257.9615783691406,228.87782287597656,-103.39939880371094,619.0361938476562,257.21490478515625,False,False,False
v0303,lt2,EMG_NIRS_HRV,1,139,590.78217,-99.217865,334.5798034667969,106.79707336425781,117.87232208251953,572.9083862304688,112.53931427001953,False,False,False
v0303,lt2,EMG_NIRS_HRV,2,256,1151.876,-353.12402,108.73844909667969,375.740234375,-229.66220092773438,1062.7867431640625,238.74356079101562,False,False,False
v0303,lt2,EMG_NIRS_HRV,3,154,552.75867,-212.24132,135.17897033691406,273.8666076660156,-338.0707092285156,583.3538208007812,82.52672576904297,False,False,False
v0303,lt2,EMG_NIRS_HRV,4,225,490.30423,-634.69574,260.77618408203125,173.199462890625,-93.93328094482422,488.27099609375,331.1536865234375,False,False,False
v0303,lt2,EMG_NIRS_HRV,5,124,428.7734,-186.22658,318.6296691894531,277.3489685058594,-20.77285385131836,832.4893188476562,197.35626220703125,False,False,False
v0303,lt2,EMG_NIRS_HRV,6,133,592.89026,-67.10974,188.6612091064453,228.46031188964844,-155.72714233398438,562.7124633789062,78.48551940917969,False,False,False
v0303,lt2,EMG_NIRS_HRV,7,339,1331.7891,-358.21088,267.27581787109375,344.6708679199219,-267.2203369140625,851.2655029296875,236.37730407714844,False,False,False
v0303,lt2,EMG_NIRS_HRV,8,303,1162.3141,-347.6859,178.9847412109375,334.9248352050781,-202.5441131591797,1109.6961669921875,249.0368194580078,False,False,False
v0303,lt2,EMG_NIRS_HRV,9,166,517.1783,-307.82172,258.8090515136719,199.06869506835938,-36.25829315185547,722.3429565429688,154.13076782226562,False,False,False
v0303,lt2,EMG_NIRS_HRV,10,146,446.65594,-278.34406,124.13540649414062,343.2716064453125,-255.27139282226562,593.8119506835938,153.21371459960938,False,False,False
v0303,lt2,EMG_NIRS_HRV,11,248,892.4459,-342.55408,244.52340698242188,406.1297607421875,-262.19622802734375,1028.521484375,98.73588562011719,False,False,False
v0303,lt2,EMG_NIRS_HRV,12,210,615.5898,-429.41022,236.08689880371094,151.31649780273438,-108.88310241699219,502.2871398925781,187.11495971679688,False,False,False
v0303,lt2,EMG_NIRS_HRV,13,171,565.31714,-284.68286,-4.017001152038574,219.29922485351562,-245.0511016845703,424.5628662109375,147.3124542236328,False,False,False
v0303,lt2,EMG_NIRS_HRV,14,204,770.85535,-244.14467,383.00994873046875,178.37594604492188,92.8443832397461,970.3506469726562,154.2879180908203,False,False,False
v0303,lt2,EMG_NIRS_HRV,15,66,519.2885,194.28853,620.3770751953125,167.27037048339844,398.43719482421875,931.8228149414062,263.5885314941406,False,False,False
v0303,lt2,EMG_NIRS_HRV,16,302,1100.761,-404.23907,192.7559051513672,365.8430480957031,-153.75001525878906,1150.500732421875,203.13003540039062,False,False,False
v0304,lt1,EMG,0,227,173.41574,-956.5843,-184.01222229003906,259.6225891113281,-577.9038696289062,311.1930847167969,207.61007690429688,False,False,False
v0304,lt1,EMG,1,141,265.29907,-434.70093,-38.57322692871094,156.482177734375,-320.8690490722656,416.0566101074219,102.70376586914062,False,False,False
v0304,lt1,EMG,2,304,790.6045,-724.3955,-347.6615905761719,260.8103332519531,-691.6797485351562,389.7234191894531,397.4622497558594,False,False,False
v0304,lt1,EMG,3,157,309.35553,-470.64447,-27.482791900634766,196.656982421875,-455.16064453125,493.45184326171875,116.41682434082031,False,False,False
v0304,lt1,EMG,4,249,179.0086,-1060.9913,-91.46339416503906,313.4209289550781,-761.43798828125,362.12237548828125,349.5279846191406,False,False,False
v0304,lt1,EMG,5,126,307.11374,-317.88626,93.29788208007812,145.0268096923828,-115.04696655273438,466.8427734375,151.22463989257812,False,False,False
v0304,lt1,EMG,6,212,230.19516,-824.8048,-37.45628356933594,284.25738525390625,-732.9124755859375,412.3767395019531,259.8485107421875,False,False,False
v0304,lt1,EMG,7,135,241.98906,-428.01093,-32.844573974609375,216.93399047851562,-515.5010986328125,201.95242309570312,121.27545166015625,False,False,False
v0304,lt1,EMG,8,341,350.24228,-1349.7577,19.550695419311523,180.6392822265625,-315.8463439941406,570.3755493164062,525.3156127929688,False,False,False
v0304,lt1,EMG,9,305,798.96344,-721.03656,-198.25897216796875,288.64068603515625,-679.6571655273438,456.917236328125,254.84288024902344,False,False,False
v0304,lt1,EMG,10,168,303.6978,-531.3022,-3.2458553314208984,192.1374053955078,-315.36798095703125,428.0577392578125,119.2954330444336,False,False,False
v0304,lt1,EMG,11,148,190.27539,-544.7246,-77.45304870605469,175.982177734375,-286.7117004394531,415.7031555175781,102.52086639404297,False,False,False
v0304,lt1,EMG,12,250,349.29776,-895.7022,-280.12017822265625,368.091064453125,-887.87353515625,406.72589111328125,57.580406188964844,False,False,False
v0304,lt1,EMG,13,212,373.84982,-681.1502,-291.3101501464844,332.1739501953125,-768.26416015625,448.23590087890625,157.0260467529297,False,False,False
v0304,lt1,EMG,14,173,315.7363,-544.26373,-163.41616821289062,242.42701721191406,-545.1510620117188,322.43212890625,53.641292572021484,False,False,False
v0304,lt1,EMG,15,206,265.97757,-759.02246,-14.929886817932129,201.20225524902344,-442.0992736816406,329.0101623535156,251.88101196289062,False,False,False
v0304,lt1,EMG,16,202,440.51236,-564.4876,-74.79817962646484,244.9876708984375,-647.8805541992188,452.6770324707031,88.5029067993164,False,False,False
v0304,lt1,EMG,17,304,695.67535,-819.32465,-238.4753875732422,195.4871368408203,-530.8269653320312,204.4032440185547,269.87799072265625,False,False,False
v0304,lt1,EMG_NIRS,0,227,173.41574,-956.5843,-159.99417114257812,238.0365753173828,-461.4043273925781,255.25100708007812,231.97264099121094,False,False,False
v0304,lt1,EMG_NIRS,1,141,265.29907,-434.70093,11.48745346069336,135.03549194335938,-288.9281921386719,362.3103332519531,144.2992401123047,False,False,False
v0304,lt1,EMG_NIRS,2,304,790.6045,-724.3955,-377.69586181640625,273.17449951171875,-739.677001953125,339.7185974121094,415.88018798828125,False,False,False
v0304,lt1,EMG_NIRS,3,157,309.35553,-470.64447,-40.72332000732422,221.2993621826172,-415.4679260253906,558.3297729492188,85.62810516357422,False,False,False
v0304,lt1,EMG_NIRS,4,249,179.0086,-1060.9913,-133.45120239257812,336.86920166015625,-797.309326171875,392.1828308105469,307.5401916503906,False,False,False
v0304,lt1,EMG_NIRS,5,126,307.11374,-317.88626,83.7855453491211,160.13272094726562,-146.79869079589844,389.774169921875,133.44944763183594,False,False,False
v0304,lt1,EMG_NIRS,6,212,230.19516,-824.8048,-77.17047119140625,317.7685546875,-748.346435546875,486.0727233886719,220.13919067382812,False,False,False
v0304,lt1,EMG_NIRS,7,135,241.98906,-428.01093,-10.99066162109375,172.58543395996094,-413.7664489746094,308.8153381347656,104.35110473632812,False,False,False
v0304,lt1,EMG_NIRS,8,341,350.24228,-1349.7577,-27.829374313354492,228.70462036132812,-336.4046936035156,590.9899291992188,472.4595031738281,False,False,False
v0304,lt1,EMG_NIRS,9,305,798.96344,-721.03656,-211.49813842773438,311.6099548339844,-841.958251953125,437.17724609375,260.7971496582031,False,False,False
v0304,lt1,EMG_NIRS,10,168,303.6978,-531.3022,12.768537521362305,204.381103515625,-259.9009704589844,534.6046752929688,130.25827026367188,False,False,False
v0304,lt1,EMG_NIRS,11,148,190.27539,-544.7246,-122.1898193359375,267.39141845703125,-466.6695556640625,469.0179748535156,105.97102355957031,False,False,False
v0304,lt1,EMG_NIRS,12,250,349.29776,-895.7022,-241.30194091796875,315.80352783203125,-659.1163330078125,342.40576171875,79.5622787475586,False,False,False
v0304,lt1,EMG_NIRS,13,212,373.84982,-681.1502,-192.44931030273438,279.6937255859375,-714.0231323242188,446.261962890625,116.35716247558594,False,False,False
v0304,lt1,EMG_NIRS,14,173,315.7363,-544.26373,-150.41812133789062,227.79425048828125,-543.105224609375,334.595703125,55.42823791503906,False,False,False
v0304,lt1,EMG_NIRS,15,206,265.97757,-759.02246,8.262187957763672,200.13624572753906,-418.0362243652344,403.2096252441406,267.89837646484375,False,False,False
