variant,feature_set,target,n_subjects,n_features,raw_mae_min,kalman_mae_min,best_sigma_obs,kalman_30,kalman_50,kalman_75,kalman_150,r2,rho,sec
with_abs,EMG,lt1,18,79,4.928,5.1,30.0,5.1,5.2125,5.3489,5.7413,0.018,0.531,504.0
with_abs,EMG,lt2,18,79,4.2054,4.4133,30.0,4.4133,4.5537,4.7287,5.2665,0.353,0.67,472.1
with_abs,EMG+NIRS,lt1,18,97,4.1247,4.339,30.0,4.339,4.4851,4.659,5.1762,0.392,0.711,520.3
with_abs,EMG+NIRS,lt2,18,97,3.4754,3.6777,30.0,3.6777,3.8221,4.0146,4.6115,0.538,0.733,479.1
with_abs,EMG+NIRS+HRV,lt1,18,107,4.2788,4.498,30.0,4.498,4.6411,4.8219,5.374,0.289,0.674,518.8
with_abs,EMG+NIRS+HRV,lt2,18,107,3.691,3.9292,30.0,3.9292,4.0948,4.2978,4.9217,0.512,0.78,507.0
