variant,feature_set,target,n_subjects,n_features,raw_mae_min,kalman_mae_min,best_sigma_obs,kalman_30,kalman_50,kalman_75,kalman_150,r2,rho,sec
noabs,EMG,lt2,18,79,5.6407,5.8475,30.0,5.8475,6.007,6.2193,6.9403,-0.204,0.323,260.8
noabs,NIRS,lt2,18,14,5.7484,5.9279,30.0,5.9279,6.0709,6.2637,6.9353,-0.224,0.196,235.8
noabs,EMG+NIRS,lt2,18,93,5.6648,5.8814,30.0,5.8814,6.0467,6.2631,6.9846,-0.206,0.409,177.1
noabs,EMG+NIRS+HRV,lt2,18,101,5.4315,5.6615,30.0,5.6615,5.8392,6.073,6.8455,-0.143,0.582,166.6
