variant,feature_set,target,n_subjects,n_features,raw_mae_min,kalman_mae_min,best_sigma_obs,kalman_30,kalman_50,kalman_75,kalman_150,r2,rho,sec
with_abs,EMG,lt1,18,79,3.7683,4.7426,30.0,4.7426,5.0489,5.2588,5.6324,0.527,0.764,90.8
with_abs,EMG,lt2,18,79,4.4926,4.791,30.0,4.791,4.856,4.9683,5.2944,0.272,0.596,91.7
with_abs,EMG+NIRS,lt1,18,97,3.754,4.5426,30.0,4.5426,4.8545,5.1083,5.5539,0.49,0.744,83.9
with_abs,EMG+NIRS,lt2,18,97,3.4495,4.2325,30.0,4.2325,4.5079,4.7457,5.2087,0.505,0.719,86.7
with_abs,EMG+NIRS+HRV,lt1,18,107,3.6391,4.7052,30.0,4.7052,5.0863,5.3335,5.7202,0.557,0.782,91.7
with_abs,EMG+NIRS+HRV,lt2,18,107,3.1096,3.8779,30.0,3.8779,4.1728,4.4889,5.1407,0.653,0.83,101.2
