model_id,architecture_id,family,target,selected_epoch,n_folds,n_epochs_mean,final_train_mae_mean,final_train_mae_std,final_train_loss_mean,train_mae_slope_last_K_mean,train_loss_slope_last_K_mean,training_instability_mean,converged_rate,relative_change_last_K_mean,stability_window_epochs,convergence_relative_threshold
LSTM13_20320d39,LSTM13,LSTM,lt1,20,18,20.0,0.06781150573818359,0.0020845310370225297,0.009180387033386679,-0.0007019296267953126,-0.00015893370583540146,0.7299604029806854,0.0,0.09934296535223561,10,0.05
LSTM13_cffe5f6b,LSTM13,LSTM,lt1,20,18,20.0,0.06807373017972042,0.0021277686938801408,0.00919682698226217,-0.000819876237344188,-0.0001954374202922733,0.7699105457255313,0.05555555555555555,0.11416936944027532,10,0.05
LSTM13_2c490616,LSTM13,LSTM,lt1,20,18,20.0,0.06526895005703169,0.0024266242732001496,0.008647550905953531,-0.0005684962387242971,-0.00011713628341156014,0.7112392641655373,0.1111111111111111,0.08460272206753389,10,0.05
LSTM13_41ab3816,LSTM13,LSTM,lt1,20,18,20.0,0.06609544886636139,0.0026391830688445223,0.008767834326681507,-0.0006695212100977329,-0.00016122289777515758,0.7758727488077509,0.05555555555555555,0.09748975582700904,10,0.05
LSTM13_7deb174c,LSTM13,LSTM,lt2,20,17,20.0,0.07430407711691125,0.003959115114777455,0.009949073413311117,-0.000938401150087844,-0.00024493584158678886,0.7616523364645345,0.0,0.12157242305317796,10,0.05
LSTM13_3a1670e3,LSTM13,LSTM,lt2,20,17,20.0,0.07430407711691125,0.003959115114777455,0.009949073413311117,-0.000938401150087844,-0.00024493584158678886,0.7616523364645345,0.0,0.12157242305317796,10,0.05
LSTM13_c331fa2b,LSTM13,LSTM,lt2,20,17,20.0,0.07202076837245452,0.003421696130847993,0.00952801819875856,-0.0008179901607591969,-0.00019159579333848822,0.8253939394527082,0.058823529411764705,0.10955863516134648,10,0.05
LSTM13_2df736d5,LSTM13,LSTM,lt2,20,17,20.0,0.07170551821415694,0.0021307635995523695,0.009359907999205212,-0.000923159981956904,-0.00023381254886219028,0.7206370533519031,0.058823529411764705,0.12308137550046462,10,0.05
LSTM13_6ef795b5,LSTM13,LSTM,lt2,20,17,20.0,0.06634093221578256,0.0027263489344283628,0.008260258851775075,-0.00072139709826381,-0.0001644501879125991,0.7105398551489357,0.11764705882352941,0.1040909151992844,10,0.05
LSTM13_8f586885,LSTM13,LSTM,lt2,20,17,20.0,0.06814427241400259,0.003553123672889659,0.008610796060166417,-0.0006249592019322759,-0.00013794914356052366,0.7367380901900992,0.11764705882352941,0.0893928229664667,10,0.05
LSTM14_42a28093,LSTM14,LSTM,lt1,20,18,20.0,0.06865751924292805,0.0021667449031764945,0.009354424019966917,-0.0007037088007507117,-0.00015742434751451147,0.6544820679850114,0.1111111111111111,0.09779029992306187,10,0.05
LSTM14_99539f00,LSTM14,LSTM,lt1,20,18,20.0,0.06865751924292805,0.0021667449031764945,0.009354424019966917,-0.0007037088007507117,-0.00015742434751451147,0.6544820679850114,0.1111111111111111,0.09779029992306187,10,0.05
LSTM14_b20b5f61,LSTM14,LSTM,lt1,20,18,20.0,0.06677328280096459,0.002951990402003509,0.00898165007673984,-0.0007614930467912892,-0.00018147482406637736,0.7956790416921754,0.0,0.10979841579301032,10,0.05
LSTM14_60f14c9a,LSTM14,LSTM,lt1,20,18,20.0,0.06670129072544079,0.002296615914885937,0.008833818198895588,-0.0008708117257363482,-0.00021915870434917968,0.7809705918929981,0.0,0.1226937365972957,10,0.05
LSTM14_9d5fb254,LSTM14,LSTM,lt1,20,18,20.0,0.06440419380382498,0.0018944052922315422,0.00847460791578641,-0.0006945540433060816,-0.00014547812065287646,0.7917757042315507,0.0,0.10317642658247188,10,0.05
LSTM14_2a7bb76f,LSTM14,LSTM,lt1,20,18,20.0,0.06567598126979246,0.0023457519075419184,0.008706458879476449,-0.000724034345576035,-0.0001740959296480729,0.7513297103331771,0.05555555555555555,0.1061497317277054,10,0.05
LSTM14_e975c391,LSTM14,LSTM,lt2,20,17,20.0,0.0713506697596451,0.0036440632619746905,0.009222509433063995,-0.0007679792587089358,-0.00018427126300107977,0.8256870464395017,0.058823529411764705,0.1040623539551984,10,0.05
LSTM14_0a300db4,LSTM14,LSTM,lt2,20,17,20.0,0.0713506697596451,0.0036440632619746905,0.009222509433063995,-0.0007679792587089358,-0.00018427126300107977,0.8256870464395017,0.058823529411764705,0.1040623539551984,10,0.05
LSTM14_166dbc0b,LSTM14,LSTM,lt2,20,17,20.0,0.06852759061677027,0.002927893126600196,0.008612284915898983,-0.0008186270100429642,-0.00018631332255940263,0.7014180547322852,0.058823529411764705,0.11457786266496899,10,0.05
LSTM14_9d848e5f,LSTM14,LSTM,lt2,20,17,20.0,0.0696254985397039,0.0019546348153812367,0.008891635215376724,-0.000842953911124949,-0.00019562804043258257,0.7586669683134248,0.0,0.11466916596639759,10,0.05
LSTM14_de5f249a,LSTM14,LSTM,lt2,20,17,20.0,0.06618246596808461,0.0036522117265600142,0.008208858564190477,-0.0005195178061565246,-0.00011079130778819298,0.8093936221524283,0.23529411764705882,0.08639558282220072,10,0.05
LSTM14_418466f7,LSTM14,LSTM,lt2,20,17,20.0,0.06658385263956584,0.002666556695732099,0.008273071914904243,-0.0006972875192998966,-0.00015372743409595679,0.7480320251956325,0.11764705882352941,0.10046122274568467,10,0.05
LSTM15_f2cdca77,LSTM15,LSTM,lt1,20,18,20.0,0.07503201344626888,0.0023909099795207983,0.010865134418275533,-0.0009792021552829985,-0.0002695511338212923,0.767323844389364,0.05555555555555555,0.12352848985457615,10,0.05
