model_id,architecture_id,family,target,feature_set,with_abs,phase_split,subject_id,modality,mean_abs_shap,mean_shap,abs_shap_share,n_windows,modality_rank_within_subject
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S004,EMG,1663.4902900669604,-136.2024871587743,0.7042121309514023,172,1
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S004,HRV,81.53931455129495,-22.31243273347907,0.034518370680824806,172,5
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S004,Interaction,133.38980725557528,60.37457568184867,0.056468451289165236,172,3
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S004,Kinematics,119.59993548096662,75.33692960103212,0.05063072861297645,172,4
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S004,NIRS,364.1812126093665,58.256790028065765,0.15417031846563073,172,2
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S005,EMG,1041.6180924154319,37.20304328922107,0.5979403850662462,264,1
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S005,HRV,119.39584411483253,-69.181935647089,0.06853912919252475,264,4
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S005,Interaction,144.92041717065726,-46.10750288130163,0.0831914985712666,264,3
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S005,Kinematics,78.61691449552404,-27.439645822193185,0.04513000347100861,264,5
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S005,NIRS,357.4586686303329,-166.3792148156681,0.20519898369895323,264,2
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S006,EMG,860.4336677866954,-4.380216466028177,0.5913842370559432,141,1
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S006,HRV,133.37965686042682,27.020871760621176,0.09167310574223289,141,5
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S006,Interaction,136.4846412909015,-19.179346457626075,0.09380719104971535,141,4
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S006,Kinematics,138.33786206335498,79.74665596292081,0.09508092729882425,141,3
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S006,NIRS,186.31277203257923,14.62555625708615,0.12805453885328363,141,2
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S007,EMG,835.2512302228636,75.10795497990053,0.4878409031195864,227,1
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S007,HRV,40.4790317239536,15.75698117814478,0.023642380494729574,227,5
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S007,Interaction,52.31264152226339,-10.846356792290951,0.03055397629044231,227,4
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S007,Kinematics,80.47388189325997,-40.148537871662896,0.04700196755157349,227,3
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S007,NIRS,703.6217927718399,-147.5726911663176,0.41096077254366764,227,2
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S008,EMG,763.2418054628109,28.392818248721884,0.584657467241454,150,1
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S008,HRV,89.76167654467103,23.871283671181068,0.06875911944070139,150,4
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S008,Interaction,143.4433019271511,2.524414445240282,0.10988024633507275,150,3
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S008,Kinematics,42.060280671637265,22.119288640871286,0.03221895995861081,150,5
