model_id,architecture_id,family,target,feature_set,with_abs,wavelet_mode,lt_mae_median_policy_mean,catastrophic_rate_mean,conformal_coverage_at_alpha_020,conformal_width_at_alpha_020,conformal_undercoverage_penalty_020,training_instability_mean,converged_rate,point_score,uncertainty_score,stability_score,robustness_total,robustness_rank
LSTM6_f74feac3,LSTM6,LSTM,lt2,EMG+NIRS,False,cwt,162.0176628496912,0.6213984490453192,0.8888888888888888,550.1947597927533,0.0,0.711997284428541,0.8888888888888888,-0.46356697671264,-1.1491284802146229,-2.2587506800808037,-3.871446137008067,37
Lin12_e07292c3,Lin12,Lin,lt2,EMG+NIRS+HRV,True,none,113.3564374028888,0.4497897528056877,0.8888888888888888,623.8245100976087,0.0,,,-3.0389721103584133,-0.807466114429773,0.0,-3.8464382247881863,38
Lin5_064299cb,Lin5,Lin,lt2,HRV,True,none,121.56755503873309,0.514145476973678,0.8888888888888888,475.0495587301723,0.0,,,-2.3190830737127284,-1.497822955832403,0.0,-3.816906029545131,39
Lin18_8574c91b,Lin18,Lin,lt2,HRV,True,none,118.86277372171682,0.5083051602802976,0.8888888888888888,500.33158154560056,0.0,,,-2.4324250308138633,-1.3805073912517616,0.0,-3.812932422065625,40
Lin22_1aab42cd,Lin22,Lin,lt2,EMG+NIRS+HRV,True,none,123.4312162248836,0.48779630113986616,0.8888888888888888,522.3874663033369,0.0,,,-2.485798966010958,-1.2781619977850494,0.0,-3.7639609637960074,41
LSTM8_1ca5e561,LSTM8,LSTM,lt2,EMG+NIRS+HRV,True,cwt,142.30933147006567,0.5936688442188858,0.8888888888888888,489.329650878906,0.0,0.6671648618026249,0.05555555555555555,-1.1699340511809877,-1.4315593864604954,-1.161770096241779,-3.7632635338832623,42
Lin17_0f1cc084,Lin17,Lin,lt2,EMG+NIRS+HRV,True,none,115.76643456811449,0.4491736960992632,0.8888888888888888,632.9939074323455,0.0,,,-2.984891419884497,-0.7649175797242183,0.0,-3.7498089996087156,43
Lin23_bb3bbea9,Lin23,Lin,lt2,EMG+NIRS+HRV,True,none,123.23266282722585,0.5041886687066701,0.8888888888888888,505.4481378152793,0.0,,,-2.3585397842620006,-1.3567651578130793,0.0,-3.71530494207508,44
Lin20_d831a033,Lin20,Lin,lt2,EMG+NIRS+HRV,True,none,124.54061391035424,0.48998309637353366,0.8888888888888888,524.9022766536552,0.0,,,-2.440992406590394,-1.2664925835845051,0.0,-3.707484990174899,45
LSTM4_7194d9ea,LSTM4,LSTM,lt2,EMG+NIRS+HRV,False,cwt,150.28027205997046,0.5741548321863214,0.8888888888888888,637.8576253255209,0.0,0.7360801665733478,0.9444444444444444,-1.1319264993357683,-0.7423485861446921,-1.8257048149548016,-3.6999799004352623,46
LSTM1_87b28798,LSTM1,LSTM,lt2,EMG+NIRS+HRV,False,none,142.2979791585136,0.6013076315603998,0.8823529411764706,492.00117088766604,0.0,0.7440395733168537,0.7647058823529411,-1.1086429295333995,-1.4191627961874693,-1.1660680310741702,-3.693873756795039,47
Lin13_5486e5b4,Lin13,Lin,lt2,EMG+NIRS+HRV,True,none,115.32101942873288,0.465247921354637,0.8888888888888888,625.8326575705448,0.0,,,-2.8662447299959366,-0.7981477558368474,0.0,-3.664392485832784,48
LSTM5_c6769266,LSTM5,LSTM,lt2,EMG+NIRS,False,none,139.35416724284482,0.6010190321661675,0.8888888888888888,583.0649636056688,0.0,0.7276316805214045,0.7222222222222222,-1.1830939565517087,-0.9966016612039338,-1.4490260182712187,-3.628721636026861,49
LSTM5_dd61e5b5,LSTM5,LSTM,lt2,EMG,False,none,154.78702066342032,0.6002465157898044,0.8888888888888888,584.5470445421007,0.0,0.7130249372014736,0.7222222222222222,-0.8112077298047456,-0.989724396553037,-1.7995328828721564,-3.6004650092299393,50
LSTM5_dee805ee,LSTM5,LSTM,lt2,EMG,True,none,154.78702066342032,0.6002465157898044,0.8888888888888888,584.5470445421007,0.0,0.7130249372014736,0.7222222222222222,-0.8112077298047456,-0.989724396553037,-1.7995328828721564,-3.6004650092299393,50
LSTM3_5777c9eb,LSTM3,LSTM,lt1,EMG+NIRS,False,none,159.31057384279035,0.5959153403852038,0.8888888888888888,848.304350747003,0.0,0.6770896582449505,0.8888888888888888,-0.7352880046126142,0.23418231042194795,-3.0964023274248644,-3.5975080216155306,52
Lin14_7eeda42c,Lin14,Lin,lt2,EMG+NIRS+HRV,False,none,114.7782139358869,0.510708928703057,0.8888888888888888,573.663135214104,0.0,,,-2.5131242541854895,-1.040228740172221,0.0,-3.5533529943577102,53
Lin25_899597df,Lin25,Lin,lt2,HRV,True,none,111.09195365851991,0.5467184485511688,0.8888888888888888,534.8034865058731,0.0,,,-2.313199794953347,-1.2205482367921467,0.0,-3.533748031745494,54
Lin24_f07244f4,Lin24,Lin,lt2,HRV,True,none,111.11468554299785,0.5466454672061177,0.8888888888888888,534.9127673599473,0.0,,,-2.3132310878900935,-1.2200411434639284,0.0,-3.533272231354022,55
Lin9_63c2d2d8,Lin9,Lin,lt2,EMG+NIRS+HRV,False,none,115.99928785185597,0.5172457876151733,0.8888888888888888,572.8070670779658,0.0,,,-2.430519696436119,-1.0442011326284633,0.0,-3.474720829064582,56
Lin10_e88df201,Lin10,Lin,lt2,EMG+NIRS+HRV,False,none,118.04449117565537,0.519059529201202,0.8888888888888888,565.5085516477963,0.0,,,-2.365792265345745,-1.078068258868392,0.0,-3.443860524214137,57
Lin29_97020612,Lin29,Lin,lt2,HRV,False,none,116.50947657552625,0.5130679373695959,0.8888888888888888,588.9857988872632,0.0,,,-2.4516936319686513,-0.9691273511410008,0.0,-3.4208209831096523,58
Lin28_80479a11,Lin28,Lin,lt2,HRV,False,none,116.55234855348174,0.5147177550383399,0.8888888888888888,589.7537663113637,0.0,,,-2.4373455795181007,-0.965563770307472,0.0,-3.4029093498255727,59
Lin26_f2e167ba,Lin26,Lin,lt2,HRV,False,none,117.10397085281592,0.5079739733111259,0.8888888888888888,600.1722021695582,0.0,,,-2.478185991737016,-0.9172193520750269,0.0,-3.395405343812043,60
Lin27_64e1d0ee,Lin27,Lin,lt2,HRV,False,none,116.98918969160634,0.5091088242242692,0.8888888888888888,600.2455080707655,0.0,,,-2.4718511962596224,-0.9168791924584484,0.0,-3.388730388718071,61
Lin3_942cf809,Lin3,Lin,lt2,EMG+NIRS+HRV,True,none,120.11789338512868,0.48717084905737057,0.8888888888888888,622.1837760173125,0.0,,,-2.572018259542596,-0.8150795734619823,0.0,-3.3870978330045785,62
LSTM1_06b2f45b,LSTM1,LSTM,lt2,EMG,False,none,172.57281118280747,0.5898168484468522,0.8823529411764706,706.142181396483,0.0,0.6908582887508989,0.7647058823529411,-0.4595107823375056,-0.42548939706450484,-2.4422187034302922,-3.3272188828323026,63
LSTM1_90944f5f,LSTM1,LSTM,lt2,EMG,True,none,172.57281118280747,0.5898168484468522,0.8823529411764706,706.142181396483,0.0,0.6908582887508989,0.7647058823529411,-0.4595107823375056,-0.42548939706450484,-2.4422187034302922,-3.3272188828323026,63
Lin19_0afa7e8c,Lin19,Lin,lt2,HRV,True,none,122.94141711356181,0.557026351239521,0.8888888888888888,503.7066769325117,0.0,,,-1.939799352321155,-1.364846017012855,0.0,-3.30464536933401,65
Lin3_9cb0ff18,Lin3,Lin,lt2,EMG+NIRS+HRV,False,none,119.81300851048806,0.5148897794877283,0.8888888888888888,598.1232771425484,0.0,,,-2.3560712177510226,-0.9267269297748766,0.0,-3.282798147525899,66
Lin2_c6f0845b,Lin2,Lin,lt2,EMG+NIRS+HRV,False,none,121.83987157660789,0.5277343894655095,0.8888888888888888,565.546574995033,0.0,,,-2.202883418857803,-1.077891820041448,0.0,-3.280775238899251,67
LSTM2_6dca368f,LSTM2,LSTM,lt2,EMG+NIRS+HRV,False,cwt,154.00293165445328,0.5757905327704352,0.8823529411764706,589.9688321281882,0.0,0.7453795306388243,0.8235294117647058,-1.0275355600806304,-0.9645658055517659,-1.2872875097190177,-3.279388875351414,68
Lin1_46b34f43,Lin1,Lin,lt2,EMG+NIRS+HRV,False,none,119.03372568553817,0.5287731186920097,0.8888888888888888,583.7677592913574,0.0,,,-2.263263179434003,-0.9933404952263017,0.0,-3.2566036746603046,69
Lin20_dd64d9ef,Lin20,Lin,lt2,HRV,True,none,126.93607270964756,0.5522333432009839,0.8888888888888888,501.8242071673554,0.0,,,-1.88056029673004,-1.3735811963502667,0.0,-3.254141493080307,70
Lin11_5b227e69,Lin11,Lin,lt2,EMG+NIRS+HRV,False,none,122.64746689535848,0.5311504032672564,0.8888888888888888,571.5209539616629,0.0,,,-2.155563567673485,-1.0501690525000318,0.0,-3.205732620173517,71
LSTM15_e295b00f,LSTM15,LSTM,lt2,EMG+NIRS+HRV,True,none,125.67654946271105,0.5389122827201398,0.8823529411764706,455.56084666532627,0.0,0.7327545865687142,0.058823529411764705,-2.0187881095900346,-1.5882559593752108,0.40361569447818724,-3.203428374487058,72
Lin29_dae0c38a,Lin29,Lin,lt2,EMG+NIRS+HRV,True,none,126.93944150226018,0.5410661000648205,0.8888888888888888,554.3145174165943,0.0,,,-1.9704866647983956,-1.130011667643701,0.0,-3.100498332442097,73
Lin28_d5b63980,Lin28,Lin,lt2,EMG+NIRS+HRV,True,none,126.89246760623529,0.5414333353058866,0.8888888888888888,554.1521883734661,0.0,,,-1.9686776027080453,-1.1307649192122744,0.0,-3.0994425219203197,74
LSTM5_c7640be2,LSTM5,LSTM,lt1,EMG+NIRS+HRV,False,none,136.33621835377483,0.5298765382104514,0.8888888888888888,825.2872280544701,0.0,0.7611649234907458,1.0,-1.830449639639128,0.12737650760269872,-1.3686177260205774,-3.071690858057007,75
LSTM12_4d77d185,LSTM12,LSTM,lt2,EMG+NIRS+HRV,False,cwt,147.50686632262324,0.5594909127602538,0.8888888888888888,840.6535169813362,0.0,0.6409013345452865,0.1111111111111111,-1.318068759017356,0.1986803298532056,-1.9368485690975463,-3.0562369982616966,76
Lin13_1c4ad58e,Lin13,Lin,lt2,EMG+NIRS+HRV,False,none,124.09477466277735,0.5192694054907347,0.8888888888888888,627.6053419290919,0.0,,,-2.215865616642188,-0.7899220110906908,0.0,-3.0057876277328788,77
Lin25_fe6b9f3d,Lin25,Lin,lt2,HRV,False,none,120.28309084934673,0.5715235235837833,0.8888888888888888,560.9437358761703,0.0,,,-1.8880812897691737,-1.099250264096554,0.0,-2.9873315538657277,78
Lin27_e3a1d72b,Lin27,Lin,lt2,HRV,True,none,124.25367463794737,0.5599934226005929,0.8888888888888888,561.2527784495227,0.0,,,-1.8837335332228162,-1.0978162212497071,0.0,-2.9815497544725234,79
Lin24_b6f6a5dd,Lin24,Lin,lt2,HRV,False,none,120.40276992633984,0.5718005709866414,0.8888888888888888,561.823202203328,0.0,,,-1.8829160663708358,-1.0951692975752672,0.0,-2.9780853639461027,80
Lin26_0873fa40,Lin26,Lin,lt2,HRV,True,none,124.25907962688328,0.5610316223035487,0.8888888888888888,560.6450835283126,0.0,,,-1.8752331325892657,-1.1006360934290422,0.0,-2.975869226018308,81
LSTM2_7883a7bb,LSTM2,LSTM,lt2,EMG,True,cwt,177.02463150024408,0.5470597493997958,0.8823529411764706,739.0240058898908,0.0,0.7159212317558715,0.8235294117647058,-0.6950646780633527,-0.2729086548886201,-1.9941758113606451,-2.962149144312618,82
LSTM2_9d9cf2e3,LSTM2,LSTM,lt2,EMG,False,cwt,177.02463150024408,0.5470597493997958,0.8823529411764706,739.0240058898908,0.0,0.7159212317558715,0.8235294117647058,-0.6950646780633527,-0.2729086548886201,-1.9941758113606451,-2.962149144312618,82
Lin22_97b98746,Lin22,Lin,lt2,HRV,True,none,132.77461959711593,0.5710206432926508,0.8888888888888888,506.3107170447004,0.0,,,-1.5860857270926938,-1.3527625520867164,0.0,-2.9388482791794104,84
LSTM6_5a3e8ff7,LSTM6,LSTM,lt2,EMG+NIRS,True,cwt,175.26381321085825,0.6710828426127984,0.8888888888888888,588.8822835286446,0.0,0.719301861891752,0.9444444444444444,0.26143078677286624,-0.9696076909788279,-2.228320979178137,-2.9364978833840985,85
