comparison_kind,group_key,metric,condition_a,condition_b,n_subjects,mean_a,mean_b,delta_mean,median_a,median_b,delta_median,wilcoxon_stat,wilcoxon_pvalue,ttest_stat,ttest_pvalue,cohens_d,cliffs_delta,bootstrap_ci_low,bootstrap_ci_high,pvalue_adj,correction_method,reject_at_alpha
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG|with_abs=False,abs_lt_err_median_sec,30,5,18,179.66033569309445,145.11866941054657,34.54166628254788,167.4196279843648,124.40584754943853,43.013780434926275,35.0,0.02684783935546875,2.384259600932846,0.029035477429133698,0.5619753773095824,0.1419753086419753,8.416577354045868,63.590812707692365,0.2186279296875,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG|with_abs=True,abs_lt_err_median_sec,15,30,18,183.49068674886664,181.9507371772218,1.5399495716448257,130.0818412601948,166.0433106422424,-35.961469382047596,79.0,0.7987060546875,0.11912542355829862,0.9065723826518794,0.028078131603264223,0.037037037037037035,-23.92928647078852,26.75265318839638,0.9514321719898897,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG|with_abs=True,abs_lt_err_median_sec,15,5,18,183.49068674886664,145.11866941054657,38.37201733832006,130.0818412601948,124.40584754943853,5.6759937107562735,33.0,0.02081298828125,2.5520752893521177,0.020621580141121847,0.6015299143998343,0.18518518518518517,11.527339436168976,70.80924873335493,0.2186279296875,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG|with_abs=True,abs_lt_err_median_sec,30,5,18,181.9507371772218,145.11866941054657,36.83206776667524,166.0433106422424,124.40584754943853,41.63746309280387,35.0,0.02684783935546875,2.5768435570740515,0.019595395018847283,0.6073678510879753,0.16049382716049382,11.002826123298314,64.34919599289158,0.2186279296875,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG+NIRS|with_abs=False,abs_lt_err_median_sec,15,30,18,187.45534327322682,186.87520085551117,0.5801424177156491,129.45770517985034,141.8480237325033,-12.390318552652957,81.0,0.8650436401367188,0.05672686664187159,0.9554241854207033,0.01337065069264412,0.043209876543209874,-19.693588602991355,19.864510598502765,0.9514321719898897,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG+NIRS|with_abs=False,abs_lt_err_median_sec,15,5,18,187.45534327322682,150.68591504626798,36.76942822695884,129.45770517985034,128.76101586222643,0.6966893176239068,41.0,0.05385589599609375,2.172559599886311,0.044244920835531845,0.5120772085371809,0.1419753086419753,6.771626359120828,70.16190305635052,0.26526489257812497,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG+NIRS|with_abs=False,abs_lt_err_median_sec,30,5,18,186.87520085551117,150.68591504626798,36.18928580924319,141.8480237325033,128.76101586222643,13.087007870276864,54.0,0.18146514892578125,1.953992118067967,0.06735699122415799,0.46056035902364145,0.1111111111111111,2.4375352395077283,71.81358205990657,0.3629302978515625,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG+NIRS|with_abs=True,abs_lt_err_median_sec,15,30,18,199.72702959952528,201.99125840928815,-2.2642288097628693,155.08593511581415,146.17069705327364,8.91523806254051,63.0,0.34654998779296875,-0.15401557002908658,0.8794110522868668,-0.03630181799195958,0.0,-28.867478510406283,27.820822850090508,0.5424260678498641,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG+NIRS|with_abs=True,abs_lt_err_median_sec,15,5,18,199.72702959952528,182.55396348237986,17.173066117145424,155.08593511581415,162.87953945994383,-7.793604344129676,82.0,0.8985748291015625,0.810921575447586,0.42861825360579864,0.1911360483364889,-0.024691358024691357,-19.15674627517103,64.34652775702658,0.9514321719898897,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG+NIRS|with_abs=True,abs_lt_err_median_sec,30,5,18,201.99125840928815,182.55396348237986,19.437294926908294,146.17069705327364,162.87953945994383,-16.708842406670186,72.0,0.5798416137695312,0.8927249610080948,0.38446759689670224,0.2104172912211067,-0.04938271604938271,-19.03220763912902,63.01927809251675,0.7198033826104525,fdr_bh,False
