model_id,architecture_id,target,policy,alpha,nominal_coverage,empirical_coverage,coverage_gap,coverage_ci_low,coverage_ci_high,mean_interval_width_sec,median_interval_width_sec,interval_width_over_2mae,calibration_n,qhat_method
LSTM10_24c01c17,LSTM10,lt1,crossing,0.2,0.8,0.8888888888888888,0.0888888888888888,0.7222222222222222,1.0,950.5997314453125,967.9268493652343,2.440856499313941,17,jackknife_plus
LSTM10_24c01c17,LSTM10,lt1,crossing,0.3,0.7,0.7777777777777778,0.07777777777777783,0.5555555555555556,0.9444444444444444,636.0888358222114,651.208923339844,1.633286353549747,17,jackknife_plus
LSTM10_24c01c17,LSTM10,lt1,median,0.2,0.8,0.8888888888888888,0.0888888888888888,0.7222222222222222,1.0,732.4163292778862,732.8582458496094,1.880626617475996,17,jackknife_plus
LSTM10_24c01c17,LSTM10,lt1,median,0.3,0.7,0.7777777777777778,0.07777777777777783,0.6111111111111112,0.9444444444444444,458.27759000990085,463.52155685424793,1.1767201242155496,17,jackknife_plus
LSTM10_24c01c17,LSTM10,lt1,stable_median,0.2,0.8,0.8888888888888888,0.0888888888888888,0.7222222222222222,1.0,1005.6026558876038,1032.3328247070312,2.5820875991819343,17,jackknife_plus
LSTM10_24c01c17,LSTM10,lt1,stable_median,0.3,0.7,0.7777777777777778,0.07777777777777783,0.5555555555555556,0.9444444444444444,678.3652301364476,723.6659240722659,1.7418395210039068,17,jackknife_plus
LSTM10_315cbe24,LSTM10,lt2,crossing,0.2,0.8,0.8888888888888888,0.0888888888888888,0.7222222222222222,1.0,1161.5705227322048,1208.0928955078127,3.015530164013983,17,jackknife_plus
LSTM10_315cbe24,LSTM10,lt2,crossing,0.3,0.7,0.7777777777777778,0.07777777777777783,0.5555555555555556,0.9444444444444444,622.270738389757,641.5218505859375,1.615464704961508,17,jackknife_plus
LSTM10_315cbe24,LSTM10,lt2,median,0.2,0.8,0.8888888888888888,0.0888888888888888,0.7222222222222222,1.0,652.0409817165787,674.9274063110338,1.6927506423929315,17,jackknife_plus
LSTM10_315cbe24,LSTM10,lt2,median,0.3,0.7,0.7777777777777778,0.07777777777777783,0.5555555555555556,0.9444444444444444,403.41551378038196,404.09649658203125,1.0472990030553677,17,jackknife_plus
LSTM10_315cbe24,LSTM10,lt2,stable_median,0.2,0.8,0.8888888888888888,0.0888888888888888,0.7222222222222222,1.0,643.2868957519531,651.8298797607422,1.670024333685814,17,jackknife_plus
LSTM10_315cbe24,LSTM10,lt2,stable_median,0.3,0.7,0.7777777777777778,0.07777777777777783,0.5555555555555556,0.9444444444444444,508.57041507297095,510.5747604370117,1.3202895538106063,17,jackknife_plus
LSTM10_4f91801d,LSTM10,lt1,crossing,0.2,0.8,0.8888888888888888,0.0888888888888888,0.7222222222222222,1.0,1253.9330647786458,1267.9268493652344,2.566072860943963,17,jackknife_plus
LSTM10_4f91801d,LSTM10,lt1,crossing,0.3,0.7,0.7777777777777778,0.07777777777777783,0.5555555555555556,0.9444444444444444,1007.5202026367188,1041.2089233398438,2.061808816960446,17,jackknife_plus
LSTM10_4f91801d,LSTM10,lt1,median,0.2,0.8,0.8888888888888888,0.0888888888888888,0.7222222222222222,1.0,997.214331732856,1002.2607727050781,2.040718683541353,17,jackknife_plus
LSTM10_4f91801d,LSTM10,lt1,median,0.3,0.7,0.7777777777777778,0.07777777777777783,0.5555555555555556,0.9444444444444444,862.7649993896486,876.2490844726565,1.7655789710728542,17,jackknife_plus
LSTM10_4f91801d,LSTM10,lt1,stable_median,0.2,0.8,0.8888888888888888,0.0888888888888888,0.7222222222222222,1.0,1163.6396011776394,1173.8489379882812,2.3812945717550775,17,jackknife_plus
LSTM10_4f91801d,LSTM10,lt1,stable_median,0.3,0.7,0.7777777777777778,0.07777777777777783,0.5555555555555556,0.9444444444444444,999.5465585920543,1036.2323760986326,2.0454913976654594,17,jackknife_plus
LSTM10_667dd2c3,LSTM10,lt1,crossing,0.2,0.8,0.8888888888888888,0.0888888888888888,0.7222222222222222,1.0,937.266398111979,937.9268493652343,2.1669765062572903,17,jackknife_plus
LSTM10_667dd2c3,LSTM10,lt1,crossing,0.3,0.7,0.7777777777777778,0.07777777777777783,0.5555555555555556,0.9444444444444444,800.8535359700521,861.2089233398438,1.8515875538651732,17,jackknife_plus
LSTM10_667dd2c3,LSTM10,lt1,median,0.2,0.8,0.8888888888888888,0.0888888888888888,0.7222222222222222,1.0,819.2089199490017,841.5556030273438,1.8940255265971937,17,jackknife_plus
LSTM10_667dd2c3,LSTM10,lt1,median,0.3,0.7,0.7777777777777778,0.07777777777777783,0.5555555555555556,0.9444444444444444,634.9180560641818,635.3597183227539,1.4679417865199649,17,jackknife_plus
LSTM10_667dd2c3,LSTM10,lt1,stable_median,0.2,0.8,0.8888888888888888,0.0888888888888888,0.7222222222222222,1.0,971.2464226616752,974.0800857543943,2.24553892461515,17,jackknife_plus
