model_id,architecture_id,family,target,feature_set,with_abs,phase_split,subject_id,feature_name,modality,mean_abs_shap,mean_shap,mean_feature_value,mean_prediction,mean_base_value,n_windows,abs_shap_share,feature_rank_within_subject
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,S001,z_vl_dist_full_window_e_d2,EMG,21.155964824182256,-14.616775789820299,35.41080792581404,-94.70039627315002,-85.83572504954195,242,0.007841720454357578,31
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,S001,z_vl_dist_full_window_e_d3,EMG,28.596104509535543,20.759320106762285,39.62813834040879,-94.70039627315002,-85.83572504954195,242,0.010599500401468431,25
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,S001,z_vl_dist_full_window_e_d4,EMG,92.5451839626196,62.30767872092433,43.80841621731261,-94.70039627315002,-85.83572504954195,242,0.03430301893877393,8
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,S001,z_vl_dist_full_window_e_d5,EMG,75.71129651331653,-56.70989403368043,46.98961265293973,-94.70039627315002,-85.83572504954195,242,0.02806333000779861,15
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,S001,z_vl_dist_full_window_wavelet_entropy,EMG,21.492369413912048,15.09871291331907,0.9046553640989583,-94.70039627315002,-85.83572504954195,242,0.007966412983114695,30
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,S001,z_vl_dist_full_window_ratio_low_high,EMG,9.845112205124982,-9.7209217535867,-1.7083654627015785,-94.70039627315002,-85.83572504954195,242,0.0036492128057486564,40
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,S001,z_vl_prox_full_window_rms,EMG,99.77898024381093,53.582312667060755,21.84434431841622,-94.70039627315002,-85.83572504954195,242,0.036984315146831245,7
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,S001,z_vl_prox_full_window_mav,EMG,152.10076886231872,102.2131394768459,25.855338107220653,-94.70039627315002,-85.83572504954195,242,0.05637803429072688,4
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,S001,z_vl_prox_full_window_wl,EMG,285.93874144578945,-147.47921135126032,21.812205086766284,-94.70039627315002,-85.83572504954195,242,0.10598673689066224,1
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,S001,z_vl_prox_full_window_zcr,EMG,15.803766785244633,6.8143605490142125,-5.7348907055377865,-94.70039627315002,-85.83572504954195,242,0.0058578619451141,34
