model_id,architecture_id,family,target,feature_set,with_abs,phase_split,feature_name,modality,mean_abs_shap,mean_shap,mean_feature_value,mean_prediction,mean_base_value,mean_windows_per_subject,n_subjects,abs_shap_share,feature_rank_global
Lin9_d65d8bae,Lin9,Lin,lt1,EMG+NIRS+HRV,False,full_window,hrv_sdnn_ms,HRV,5.482219419816076,-0.010019380174448854,,-124.66821421949291,-134.32412303855634,229.44444444444446,18,0.0026231717782413747,51
Lin9_d65d8bae,Lin9,Lin,lt1,EMG+NIRS+HRV,False,full_window,smo2_from_running_max,NIRS,31.11063781226589,1.0056169675764546,10.123444243664355,-124.66821421949291,-134.32412303855634,229.44444444444446,18,0.014886041740183169,26
Lin9_d65d8bae,Lin9,Lin,lt1,EMG+NIRS+HRV,False,full_window,smo2_rel_drop_pct,NIRS,72.71948199387595,-11.670491854925391,12.506440788451192,-124.66821421949291,-134.32412303855634,229.44444444444446,18,0.034795340771140985,8
Lin9_d65d8bae,Lin9,Lin,lt1,EMG+NIRS+HRV,False,full_window,trainred_dhhb_dt,NIRS,1.4745144392548224,-0.15825184909584944,0.005713023709050787,-124.66821421949291,-134.32412303855634,229.44444444444446,18,0.0007055362741742324,61
Lin9_d65d8bae,Lin9,Lin,lt1,EMG+NIRS+HRV,False,full_window,trainred_dsmo2_dt,NIRS,0.7979446710598233,-0.00299229238871442,-0.012105310242511484,-124.66821421949291,-134.32412303855634,229.44444444444446,18,0.00038180630533617875,63
Lin9_d65d8bae,Lin9,Lin,lt1,EMG+NIRS+HRV,False,full_window,trainred_hbdiff_slope,NIRS,2.392432653628278,0.06825545528050082,-0.007925514642334318,-124.66821421949291,-134.32412303855634,229.44444444444446,18,0.0011447483834113607,55
Lin9_d65d8bae,Lin9,Lin,lt1,EMG+NIRS+HRV,False,full_window,trainred_hbdiff_std,NIRS,36.92631535551117,-7.273266091365735,0.5641982353265583,-124.66821421949291,-134.32412303855634,229.44444444444446,18,0.01766876895968307,22
Lin9_d65d8bae,Lin9,Lin,lt1,EMG+NIRS+HRV,False,full_window,trainred_hhb_slope,NIRS,1.47461857287488,-0.15824508425111372,0.005713023709050787,-124.66821421949291,-134.32412303855634,229.44444444444446,18,0.0007055861007777269,60
Lin9_d65d8bae,Lin9,Lin,lt1,EMG+NIRS+HRV,False,full_window,trainred_hhb_std,NIRS,69.8223101163556,-12.534318109991748,0.5666005023984879,-124.66821421949291,-134.32412303855634,229.44444444444446,18,0.03340908113360154,11
Lin9_d65d8bae,Lin9,Lin,lt1,EMG+NIRS+HRV,False,full_window,trainred_smo2_drop,NIRS,117.74120809940688,18.11219551198814,8.64680325850851,-124.66821421949291,-134.32412303855634,229.44444444444446,18,0.05633766009182659,3
Lin9_d65d8bae,Lin9,Lin,lt1,EMG+NIRS+HRV,False,full_window,trainred_smo2_slope,NIRS,0.7979418230033156,-0.002991581038815103,-0.012105310242511484,-124.66821421949291,-134.32412303855634,229.44444444444446,18,0.0003818049425776166,64
Lin9_d65d8bae,Lin9,Lin,lt1,EMG+NIRS+HRV,False,full_window,trainred_smo2_std,NIRS,3.964625344476837,0.21787431972704865,1.08433392381768,-124.66821421949291,-134.32412303855634,229.44444444444446,18,0.001897022449948024,53
