rank,model_id,architecture_id,family,target,feature_set,with_abs,wavelet_mode,phase_split,window_size_sec,sequence_length,stride_sec,sample_stride_sec,model_name,full_model_name,hyperparams_json,selected_epoch,epoch_policy,n_subjects,mae_mean,mae_std,mae_median,mae_worst,mae_best,mae_ci_low,mae_ci_high,rmse_mean,rmse_std,bias_mean,bias_std,r2_mean,pearson_r_mean,catastrophic_rate_mean,lt_mae_median_policy_mean,lt_mae_median_policy_std,lt_bias_median_policy_mean,lt_mae_median_policy_ci_low,lt_mae_median_policy_ci_high,lt_mae_crossing_policy_mean,lt_mae_crossing_policy_std,lt_bias_crossing_policy_mean,lt_mae_crossing_policy_ci_low,lt_mae_crossing_policy_ci_high,zero_crossing_coverage,lt_mae_stable_median_policy_mean,lt_mae_stable_median_policy_std,lt_bias_stable_median_policy_mean,lt_mae_stable_median_policy_ci_low,lt_mae_stable_median_policy_ci_high,stable_window_coverage,composite_score,training_instability_mean,converged_rate,train_mae_slope_last_K_mean,final_train_mae_mean,conformal_coverage_crossing_policy_at_alpha_020,conformal_width_crossing_policy_at_alpha_020_mean,conformal_coverage_gap_crossing_policy_at_alpha_020,conformal_coverage_crossing_policy_at_alpha_030,conformal_width_crossing_policy_at_alpha_030_mean,conformal_coverage_gap_crossing_policy_at_alpha_030,conformal_coverage_median_policy_at_alpha_020,conformal_width_median_policy_at_alpha_020_mean,conformal_coverage_gap_median_policy_at_alpha_020,conformal_coverage_median_policy_at_alpha_030,conformal_width_median_policy_at_alpha_030_mean,conformal_coverage_gap_median_policy_at_alpha_030,conformal_coverage_stable_median_policy_at_alpha_020,conformal_width_stable_median_policy_at_alpha_020_mean,conformal_coverage_gap_stable_median_policy_at_alpha_020,conformal_coverage_stable_median_policy_at_alpha_030,conformal_width_stable_median_policy_at_alpha_030_mean,conformal_coverage_gap_stable_median_policy_at_alpha_030
127,Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,none,full_window,30,1,0,5,"ElasticNet(alpha=0.1,l1_ratio=0.9,max_iter=5000,random_state=42)","ElasticNet(alpha=0.1,l1_ratio=0.9,max_iter=5000,random_state=42) EMG+NIRS+HRV no_abs wavelet=none LT1","{""alpha"": 0.1, ""l1_ratio"": 0.9, ""max_iter"": 5000, ""phase_split"": ""full_window"", ""random_state"": 42}",0,last,18,170.35094519324377,135.57485464827823,127.86565204913872,548.0035574220473,55.2865090193449,115.47905875906443,233.02039563519833,218.10207875420593,174.4313238025352,4.894568698430756,199.71005630987,0.2560807914684646,0.925681416725213,0.47168558475086986,122.65205695263295,164.9283032682157,21.997855046589805,51.949532722111584,196.8394531422973,206.4049343184763,217.058441235521,-47.01163580513394,117.69579490916811,313.8260869797878,1.0,139.59594810249155,160.52175403886525,27.65938596343884,76.58963213924396,212.0012587762735,1.0,-2.3304040709996885,,,,,0.8888888888888888,1214.3540946880387,0.0888888888888888,0.7777777777777778,569.8077195131262,0.07777777777777783,0.8888888888888888,942.7507370914266,0.0888888888888888,0.7777777777777778,338.1444736674141,0.07777777777777783,0.8888888888888888,878.2570906666119,0.0888888888888888,0.7777777777777778,476.9577630711184,0.07777777777777783
128,Lin29_6fadeb8a,Lin29,Lin,lt1,EMG+NIRS+HRV,False,none,full_cycles,30,1,0,5,"SVR(C=100,epsilon=1.0,kernel=rbf)","SVR(C=100,epsilon=1.0,kernel=rbf) EMG+NIRS+HRV no_abs wavelet=none LT1","{""C"": 100, ""epsilon"": 1.0, ""kernel"": ""rbf"", ""phase_split"": ""full_cycles""}",0,last,18,165.71694755814676,115.55160392174874,124.4583799053076,478.66039017148404,57.80308904201934,119.36174373124251,222.0030877092498,192.31646483899308,123.13907863136018,18.27991343183144,177.9413451102871,0.6434721632434386,0.9408438589248891,0.5049360875335736,131.8152821430184,140.86218720891048,8.645355979814427,75.40291610166639,197.4276553783078,155.87176208821302,137.03104970332961,-87.01163580513399,103.56929155140038,223.26344925538916,1.0,141.93845408704678,143.69475593007152,-1.7791207363229975,82.57135687632888,206.81507058046972,1.0,-2.3286394924488594,,,,,0.8888888888888888,509.1405713530929,0.0888888888888888,0.7777777777777778,427.3102168636396,0.07777777777777783,0.8888888888888888,745.4469927038865,0.0888888888888888,0.7777777777777778,421.43625374418417,0.07777777777777783,0.8888888888888888,608.8709924923381,0.0888888888888888,0.7777777777777778,433.0730174288182,0.07777777777777783
129,Lin14_722c1fc4,Lin14,Lin,lt2,EMG+NIRS+HRV,True,none,split,30,1,0,5,"ElasticNet(alpha=0.1,l1_ratio=0.9,max_iter=5000,random_state=42)","ElasticNet(alpha=0.1,l1_ratio=0.9,max_iter=5000,random_state=42) EMG+NIRS+HRV with_abs wavelet=none LT2","{""alpha"": 0.1, ""l1_ratio"": 0.9, ""max_iter"": 5000, ""random_state"": 42}",0,last,18,164.03348660954427,111.58590149660637,132.6962620291461,508.8673120866542,45.09466084625519,121.89773767343243,222.00187733947075,193.5828565793446,135.05270251362435,11.379114948093433,167.08102946828456,0.12718297791758285,0.9331435277275675,0.5386487546100887,127.56274913956935,122.87539501961116,15.757749069488524,80.30687842452997,183.54434058540264,167.9708228242873,143.56433014846692,-6.063862712040627,108.59847418788407,234.4222899953889,0.8333333333333334,157.47128750419415,121.05390043363136,15.988044469093856,105.56375796362416,215.59400922506904,0.8333333333333334,-2.324535009925562,,,,,0.8888888888888888,844.1785504437311,0.0888888888888888,0.7777777777777778,571.4356938113415,0.07777777777777783,0.8888888888888888,630.2741356656443,0.0888888888888888,0.7777777777777778,456.71598207239845,0.07777777777777783,0.8888888888888888,665.6784599956092,0.0888888888888888,0.7777777777777778,463.8619507121804,0.07777777777777783
130,Lin28_8df8b73e,Lin28,Lin,lt2,EMG+NIRS+HRV,False,none,full_cycles,30,1,0,5,"SVR(C=100,epsilon=0.1,kernel=rbf)","SVR(C=100,epsilon=0.1,kernel=rbf) EMG+NIRS+HRV no_abs wavelet=none LT2","{""C"": 100, ""epsilon"": 0.1, ""kernel"": ""rbf"", ""phase_split"": ""full_cycles""}",0,last,18,163.9655882780931,74.16689930074354,159.15363798063578,292.16397949238655,52.47817665362711,130.4005911723269,196.6897301877244,193.08997362027924,85.61767604640012,31.046660830689802,159.09245907503131,0.26582534962155324,0.9478462129813044,0.5626826444011637,141.73127797664318,77.18212838636555,21.09193113587477,109.11866810697178,176.15113328354798,173.8134243089314,126.12665481009996,0.18494082358245756,117.02268464839091,234.31738021968582,0.8333333333333334,156.65362605243558,134.86738550504228,75.94820967880833,101.13452648424703,214.88496569708363,0.8888888888888888,-2.321358226167151,,,,,0.8888888888888888,748.3234768509034,0.0888888888888888,0.7777777777777778,605.082718651434,0.07777777777777783,0.8888888888888888,543.6024451408076,0.0888888888888888,0.7777777777777778,439.18878316223936,0.07777777777777783,0.8888888888888888,643.7642456780626,0.0888888888888888,0.7777777777777778,586.4673124804464,0.07777777777777783
131,Lin29_bdb56bbe,Lin29,Lin,lt2,EMG+NIRS+HRV,False,none,full_cycles,30,1,0,5,"SVR(C=100,epsilon=1.0,kernel=rbf)","SVR(C=100,epsilon=1.0,kernel=rbf) EMG+NIRS+HRV no_abs wavelet=none LT2","{""C"": 100, ""epsilon"": 1.0, ""kernel"": ""rbf"", ""phase_split"": ""full_cycles""}",0,last,18,164.07041528073515,74.40949192904904,158.59200581079125,293.38556660392675,52.04499213818079,133.49800767647392,199.95979395588165,193.18452191168467,85.85626352916627,31.03207978716021,159.27656772250563,0.2643229442925485,0.9478495282729047,0.5624972912111974,141.6674093185147,77.58534100629173,20.916125989874793,107.91888097777506,179.06975957918772,173.82725347435994,126.13794522091617,0.20611730888592522,117.2926867682741,230.16714865946122,0.8333333333333334,157.83132613333723,136.09497416143628,74.85118650486682,101.2732042184877,222.89474915745842,0.8888888888888888,-2.321256606949166,,,,,0.8888888888888888,748.3167753535325,0.0888888888888888,0.7777777777777778,605.1999407127528,0.07777777777777783,0.8888888888888888,546.9852601017616,0.0888888888888888,0.7777777777777778,438.4963702286676,0.07777777777777783,0.8888888888888888,644.6329735810266,0.0888888888888888,0.7777777777777778,592.3853114791428,0.07777777777777783
132,Lin28_349ff5f2,Lin28,Lin,lt1,EMG+NIRS+HRV,False,none,full_cycles,30,1,0,5,"SVR(C=100,epsilon=0.1,kernel=rbf)","SVR(C=100,epsilon=0.1,kernel=rbf) EMG+NIRS+HRV no_abs wavelet=none LT1","{""C"": 100, ""epsilon"": 0.1, ""kernel"": ""rbf"", ""phase_split"": ""full_cycles""}",0,last,18,165.79409175114625,115.38657240713182,124.87887368503904,478.294022786596,57.698442748260376,120.85666825007301,218.0793392837097,192.37265541146442,122.97465340634588,18.224007664675916,177.90898639315765,0.6430850007610334,0.9408632277300468,0.5062605987508734,131.87131743914298,140.76786900325553,8.499603195149641,75.74143290814277,197.52608762352554,155.87176208821302,137.03104970332961,-87.01163580513399,98.95299149060173,221.36006301643636,1.0,141.12079406611764,143.83944811794308,-2.1628686109718465,86.28807419187079,211.4508071535704,1.0,-2.320473274469792,,,,,0.8888888888888888,509.1405713530929,0.0888888888888888,0.7777777777777778,427.3102168636396,0.07777777777777783,0.8888888888888888,744.1785865661491,0.0888888888888888,0.7777777777777778,421.2719395996009,0.07777777777777783,0.8888888888888888,605.3597343694315,0.0888888888888888,0.7777777777777778,432.39761659888023,0.07777777777777783
133,Lin27_c0d25de7,Lin27,Lin,lt1,EMG+NIRS+HRV,False,none,full_cycles,30,1,0,5,"SVR(C=10,epsilon=1.0,kernel=rbf)","SVR(C=10,epsilon=1.0,kernel=rbf) EMG+NIRS+HRV no_abs wavelet=none LT1","{""C"": 10, ""epsilon"": 1.0, ""kernel"": ""rbf"", ""phase_split"": ""full_cycles""}",0,last,18,166.57365978283121,111.1757896578566,141.2686646183388,470.4953562800906,52.13130202742472,122.91598978889037,219.492172419014,197.03098864634822,117.79497601479558,-0.15209245574208,169.94917242339562,0.6447820026002403,0.9330718093482732,0.5184980009634128,134.18645613190222,128.95408458396787,-8.87039150422003,86.18100563052671,196.43464812462207,257.18920261250287,197.79566313758116,-199.78941358291178,177.5507268068295,348.63668304093125,1.0,137.1064655184389,150.03236380485882,-40.8191073896369,74.89588018686048,210.73247006636257,1.0,-2.319569070861402,,,,,0.8888888888888888,1113.5567005587243,0.0888888888888888,0.7777777777777778,597.6434808196778,0.07777777777777783,0.8888888888888888,663.4057044108602,0.0888888888888888,0.7777777777777778,422.01519054086964,0.07777777777777783,0.8888888888888888,527.7105240026186,0.0888888888888888,0.7777777777777778,400.0684549066349,0.07777777777777783
134,Lin26_8c7a7168,Lin26,Lin,lt1,EMG+NIRS+HRV,False,none,full_cycles,30,1,0,5,"SVR(C=10,epsilon=0.1,kernel=rbf)","SVR(C=10,epsilon=0.1,kernel=rbf) EMG+NIRS+HRV no_abs wavelet=none LT1","{""C"": 10, ""epsilon"": 0.1, ""kernel"": ""rbf"", ""phase_split"": ""full_cycles""}",0,last,18,166.60452952751115,111.12544682053245,141.37532308088566,470.21464354812707,52.28818112695301,120.732128370948,223.82971317137512,197.06723251142307,117.72318057949828,-0.1057125453484594,169.91853125679785,0.6446472614920663,0.9330393854693652,0.5191719536045786,134.34225687086837,128.90591927026992,-8.776447135582872,81.4889429533518,200.46889884996966,257.18920261250287,197.79566313758116,-199.78941358291178,177.44073049569576,357.30475040720836,1.0,136.49526613063898,149.96009601679458,-40.05206131660819,78.95373703218968,213.8579298646976,1.0,-2.3126053165295275,,,,,0.8888888888888888,1113.5567005587243,0.0888888888888888,0.7777777777777778,597.6434808196778,0.07777777777777783,0.8888888888888888,664.4655532751271,0.0888888888888888,0.7777777777777778,421.95530639905326,0.07777777777777783,0.8888888888888888,527.429587208567,0.0888888888888888,0.7777777777777778,400.1394778567613,0.07777777777777783
135,Lin9_f5e38d54,Lin9,Lin,lt1,EMG+NIRS+HRV,False,none,full_cycles,30,1,0,5,"ElasticNet(alpha=0.01,l1_ratio=0.2,max_iter=5000,random_state=42)","ElasticNet(alpha=0.01,l1_ratio=0.2,max_iter=5000,random_state=42) EMG+NIRS+HRV no_abs wavelet=none LT1","{""alpha"": 0.01, ""l1_ratio"": 0.2, ""max_iter"": 5000, ""phase_split"": ""full_cycles"", ""random_state"": 42}",0,last,18,174.16579497634754,139.6311036140448,119.92766903637656,571.5557546695179,62.234981351383276,118.29108887411313,242.13115654871848,227.19640037799954,185.51649018448626,1.440732369708443,206.26054540227543,0.1766869884138893,0.9238648011034327,0.46974703723722033,125.05149317882835,165.9129573143069,19.37862766513042,59.75586322073213,205.36254827190112,175.10062285341513,161.9709007510879,-39.78941358291173,111.48892225155544,255.38974087101596,1.0,138.51779694376748,161.4718428230043,26.972421138473333,73.69073050737475,218.5702629549958,1.0,-2.3059788556155274,,,,,0.8888888888888888,1013.2546547950016,0.0888888888888888,0.7777777777777778,426.46547887371474,0.07777777777777783,0.8888888888888888,935.7320904257584,0.0888888888888888,0.7777777777777778,359.88030405720684,0.07777777777777783,0.8888888888888888,897.3782692387891,0.0888888888888888,0.7777777777777778,449.2590013306706,0.07777777777777783
136,Lin16_e4608fa0,Lin16,Lin,lt2,EMG+NIRS+HRV,True,none,split,30,1,0,5,"ElasticNet(alpha=1.0,l1_ratio=0.5,max_iter=5000,random_state=42)","ElasticNet(alpha=1.0,l1_ratio=0.5,max_iter=5000,random_state=42) EMG+NIRS+HRV with_abs wavelet=none LT2","{""alpha"": 1.0, ""l1_ratio"": 0.5, ""max_iter"": 5000, ""random_state"": 42}",0,last,18,158.95801564701353,85.72957506510502,127.05405982070752,359.74425682682,55.77778213227914,126.96860358518943,199.98860557654413,179.02874324996606,86.44881937525093,19.090013406114206,167.45492775552393,0.17187097342886892,0.9648699937488723,0.534087168222862,139.2134202349472,95.6024432820258,26.15417349278707,100.07955691374049,184.59492588684182,161.57936664075285,136.89094024651484,16.934023609378286,104.59517512434162,227.3665508277158,0.8888888888888888,158.13948264267134,128.61771358632353,42.71782122814287,104.26430723961025,218.1963357239663,0.8888888888888888,-2.2996005065263954,,,,,0.8888888888888888,867.0838616307356,0.0888888888888888,0.7777777777777778,447.69932744831203,0.07777777777777783,0.8888888888888888,681.5349875435264,0.0888888888888888,0.7777777777777778,412.8380576536267,0.07777777777777783,0.8888888888888888,802.5590811244687,0.0888888888888888,0.7777777777777778,473.461117967546,0.07777777777777783
137,Lin10_e49c25b4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,none,full_cycles,30,1,0,5,"ElasticNet(alpha=0.01,l1_ratio=0.5,max_iter=5000,random_state=42)","ElasticNet(alpha=0.01,l1_ratio=0.5,max_iter=5000,random_state=42) EMG+NIRS+HRV no_abs wavelet=none LT1","{""alpha"": 0.01, ""l1_ratio"": 0.5, ""max_iter"": 5000, ""phase_split"": ""full_cycles"", ""random_state"": 42}",0,last,18,175.11969767423702,138.8306830080881,118.14129847482215,556.268054682006,59.6193627066472,117.63592979540229,240.92091792002566,234.05821179427008,203.62267183392163,2.0692155188191728,206.14274865975213,0.01748332943479021,0.9190370468340416,0.47338101346215045,125.99687370328489,161.85809795108605,21.0901340270559,63.720671550549504,207.72994020580305,157.6006228534151,141.6438313435862,-57.28941358291175,102.22719769737597,230.06519030225957,1.0,137.41046346176432,160.15844240579867,27.35507430513752,78.15412488429752,213.36629543265184,1.0,-2.2873933216685978,,,,,0.8888888888888888,568.8102103505565,0.0888888888888888,0.7777777777777778,426.46547887371474,0.07777777777777783,0.8888888888888888,931.0441843300517,0.0888888888888888,0.7777777777777778,345.40706512694425,0.07777777777777783,0.8888888888888888,895.0531701629602,0.0888888888888888,0.7777777777777778,433.7044105987389,0.07777777777777783
138,Lin22_97b98746,Lin22,Lin,lt2,HRV,True,none,split,30,1,0,5,"GradientBoostingRegressor(max_depth=2,n_estimators=200,random_state=42)","GradientBoostingRegressor(max_depth=2,n_estimators=200,random_state=42) HRV with_abs wavelet=none LT2","{""max_depth"": 2, ""n_estimators"": 200, ""random_state"": 42}",0,last,18,164.7543940689931,80.53010608858777,142.66601655124327,374.3792317089144,50.7087023353975,132.12886631188618,202.44779227722148,187.4379981849828,86.057837235244,8.990323143621064,164.95964628517152,0.011550791142086687,0.9372800964760502,0.5710206432926508,132.77461959711593,97.69828411304022,15.50404945192756,93.01948633263073,182.98716620939885,155.44245358342607,90.38295165393819,13.027033238753392,118.42507603391945,193.570435034542,0.8888888888888888,147.87482013454044,98.65160641508723,41.16772447838523,105.02101878200922,192.47386852199554,0.9444444444444444,-2.282063923906248,,,,,0.8888888888888888,648.0524124596507,0.0888888888888888,0.7777777777777778,467.44155390961834,0.07777777777777783,0.8888888888888888,506.3107170447004,0.0888888888888888,0.7777777777777778,452.36592247064607,0.07777777777777783,0.8888888888888888,633.4478568663823,0.0888888888888888,0.7777777777777778,425.1121050604089,0.07777777777777783
139,Lin26_e231b940,Lin26,Lin,lt1,EMG+NIRS+HRV,False,none,full_window,30,1,0,5,"SVR(C=10,epsilon=0.1,kernel=rbf)","SVR(C=10,epsilon=0.1,kernel=rbf) EMG+NIRS+HRV no_abs wavelet=none LT1","{""C"": 10, ""epsilon"": 0.1, ""kernel"": ""rbf"", ""phase_split"": ""full_window""}",0,last,18,167.94655692733616,112.19507068133775,139.06413720332824,477.3655322106726,51.67624870196155,120.90879891305762,220.04318927203522,198.9202210316338,117.90121326224669,0.1217921832971361,172.01785125330107,0.6370270022247978,0.9328786862249019,0.5147816573021521,136.671445785904,130.6588418746945,-8.163359620047196,83.01686290141745,200.761066224633,239.13364705694727,200.84668655228174,-181.17830247180072,161.37385819796916,344.0766538126899,1.0,136.97287847691538,147.79635692752538,-38.14102784572689,78.97015920141712,206.2588930773987,1.0,-2.2743657248672062,,,,,0.8888888888888888,1104.8777039236381,0.0888888888888888,0.7777777777777778,575.5816118884899,0.07777777777777783,0.8888888888888888,663.8600546518032,0.0888888888888888,0.7777777777777778,426.0501993616694,0.07777777777777783,0.8888888888888888,523.4425560644437,0.0888888888888888,0.7777777777777778,393.05086194826976,0.07777777777777783
140,Lin27_15702d6f,Lin27,Lin,lt1,EMG+NIRS+HRV,False,none,full_window,30,1,0,5,"SVR(C=10,epsilon=1.0,kernel=rbf)","SVR(C=10,epsilon=1.0,kernel=rbf) EMG+NIRS+HRV no_abs wavelet=none LT1","{""C"": 10, ""epsilon"": 1.0, ""kernel"": ""rbf"", ""phase_split"": ""full_window""}",0,last,18,167.9145311645192,112.21556001816153,138.98556224286892,477.56542690693976,51.774571102071455,122.58050592007476,219.1843069769935,198.896752089409,117.9306724713059,0.10712925317276895,172.0074948245851,0.6370482725890785,0.9328396319211968,0.5154892368927683,136.65701192529446,130.72365417110706,-8.269961273050265,82.61340446138298,199.76280043474344,239.13364705694727,200.84668655228174,-181.17830247180072,158.8476073139779,341.868408352972,1.0,136.5421771050742,147.88172099640823,-38.12718212244303,76.62984421256813,208.65348795937484,1.0,-2.267419179466553,,,,,0.8888888888888888,1104.8777039236381,0.0888888888888888,0.7777777777777778,575.5816118884899,0.07777777777777783,0.8888888888888888,663.9176883549916,0.0888888888888888,0.7777777777777778,426.91090541050954,0.07777777777777783,0.8888888888888888,520.320465153884,0.0888888888888888,0.7777777777777778,392.13479319789764,0.07777777777777783
141,Lin29_a78f2313,Lin29,Lin,lt2,HRV,True,none,split,30,1,0,5,"SVR(C=100,epsilon=1.0,kernel=rbf)","SVR(C=100,epsilon=1.0,kernel=rbf) HRV with_abs wavelet=none LT2","{""C"": 100, ""epsilon"": 1.0, ""kernel"": ""rbf""}",0,last,18,172.70889544838434,88.78598826460954,143.167621492289,342.7396909004648,46.26864441360789,133.8476063470368,212.63317570680178,205.5015814369016,108.10062133448243,-11.895702656184861,169.0926319410432,-0.04919688239320603,0.8761787370651175,0.5486534155089695,138.2501866965255,109.6521899140182,-7.744466561087929,92.18580913794054,191.96161804157623,163.75883460663738,97.48163038906881,30.219488887213767,119.84704837181214,211.29811483044935,0.8333333333333334,151.76779367143413,96.29289848919854,46.78039807591958,111.74974437525248,195.78101479490704,0.9444444444444444,-2.2571719692555523,,,,,0.8888888888888888,601.114907244993,0.0888888888888888,0.7777777777777778,465.483727905364,0.07777777777777783,0.8888888888888888,604.039789879929,0.0888888888888888,0.7777777777777778,394.78439193369985,0.07777777777777783,0.8888888888888888,598.7971582432597,0.0888888888888888,0.7777777777777778,451.68341435402755,0.07777777777777783
142,Lin14_8b452325,Lin14,Lin,lt2,EMG+NIRS+HRV,True,none,full_cycles,30,1,0,5,"ElasticNet(alpha=0.1,l1_ratio=0.9,max_iter=5000,random_state=42)","ElasticNet(alpha=0.1,l1_ratio=0.9,max_iter=5000,random_state=42) EMG+NIRS+HRV with_abs wavelet=none LT2","{""alpha"": 0.1, ""l1_ratio"": 0.9, ""max_iter"": 5000, ""phase_split"": ""full_cycles"", ""random_state"": 42}",0,last,18,160.99539516576166,110.07870362075023,123.14002112669033,465.81752430557935,40.161787435468106,114.51179021606609,215.65126008209782,190.36504689447068,129.74947767099394,11.109086994230095,181.0806291022404,0.028016853042257466,0.9492351321114002,0.5345903913880652,128.1658564991302,126.963379949044,19.034572419923066,77.68049808575361,193.78306371977237,156.43661081017942,152.45323086137535,-1.5149114701304838,91.36096914661788,228.67961704103965,0.8333333333333334,148.20734160076645,130.6487258397008,23.041932928488354,95.10571897085036,216.98293414900715,0.8333333333333334,-2.249465211350428,,,,,0.8888888888888888,817.1124424518882,0.0888888888888888,0.7777777777777778,554.2996863581157,0.07777777777777783,0.8888888888888888,641.3081226450245,0.0888888888888888,0.7777777777777778,462.9214014149886,0.07777777777777783,0.8888888888888888,707.3273175393946,0.0888888888888888,0.7777777777777778,466.13795443685297,0.07777777777777783
143,Lin28_39ba7ec9,Lin28,Lin,lt2,HRV,True,none,split,30,1,0,5,"SVR(C=100,epsilon=0.1,kernel=rbf)","SVR(C=100,epsilon=0.1,kernel=rbf) HRV with_abs wavelet=none LT2","{""C"": 100, ""epsilon"": 0.1, ""kernel"": ""rbf""}",0,last,18,172.77388052219754,88.81455718874264,143.22539753420565,342.4070556024849,46.42232124459324,135.2230126783772,217.8356786698012,205.56632608308533,108.12953351916477,-11.825844885065402,169.05211752203124,-0.04892028410038135,0.8762019733258039,0.5500169543213536,138.41782600368865,109.38861401435888,-7.693855550648916,94.63359275219759,188.67538202988337,163.53789713910263,97.47203790501271,29.962356074851193,123.08896405745766,206.9631330671384,0.8333333333333334,151.73773929704544,96.59337402787851,46.84786855845965,107.53718706620724,188.19123136769372,0.9444444444444444,-2.2470510016679013,,,,,0.8888888888888888,601.1508880739444,0.0888888888888888,0.7777777777777778,463.9473126411726,0.07777777777777783,0.8888888888888888,604.8316629896451,0.0888888888888888,0.7777777777777778,394.9857821523858,0.07777777777777783,0.8888888888888888,599.8316581282805,0.0888888888888888,0.7777777777777778,453.93906753108854,0.07777777777777783
144,Lin26_34ed58fd,Lin26,Lin,lt1,EMG+NIRS+HRV,True,none,full_cycles,30,1,0,5,"SVR(C=10,epsilon=0.1,kernel=rbf)","SVR(C=10,epsilon=0.1,kernel=rbf) EMG+NIRS+HRV with_abs wavelet=none LT1","{""C"": 10, ""epsilon"": 0.1, ""kernel"": ""rbf"", ""phase_split"": ""full_cycles""}",0,last,18,166.97492982908406,112.60400501100379,147.60279793165927,479.6053031431445,55.38540534910097,119.29533191342594,222.15511102391633,195.60015938252624,119.28720985209341,0.4321096095951194,172.09557993907458,0.6470601276966251,0.9369224019616088,0.5172159246996104,136.42262062848334,132.7151752265961,-7.398871580031798,82.78128384428905,201.2538063363456,198.57809150139178,191.72104718788415,-147.28941358291183,125.94372604439098,297.1540356933428,1.0,139.52159079197008,145.5487565647377,-35.20547886820254,79.28613034021022,212.7201856230392,1.0,-2.245565758660451,,,,,0.8888888888888888,646.9183491308709,0.0888888888888888,0.7777777777777778,560.0260563329343,0.07777777777777783,0.8888888888888888,687.191569022761,0.0888888888888888,0.7777777777777778,424.094747393053,0.07777777777777783,0.8888888888888888,509.33943372483697,0.0888888888888888,0.7777777777777778,463.3856104561254,0.07777777777777783
145,Lin26_f4ad2912,Lin26,Lin,lt1,EMG+NIRS+HRV,True,none,full_window,30,1,0,5,"SVR(C=10,epsilon=0.1,kernel=rbf)","SVR(C=10,epsilon=0.1,kernel=rbf) EMG+NIRS+HRV with_abs wavelet=none LT1","{""C"": 10, ""epsilon"": 0.1, ""kernel"": ""rbf"", ""phase_split"": ""full_window""}",0,last,18,167.78499901504313,113.68510217946623,149.4149672167605,485.1138142499672,56.82333228504633,120.80346167318626,229.68635381077482,196.63368402463402,119.8753724258153,0.7841461824317738,173.50862764658936,0.6426680668149946,0.9366976380287585,0.5124467053890222,137.29532309320183,134.02673484588908,-7.367893560015214,80.4619641528579,200.3132289130382,186.63364705694732,188.92463408927796,-130.34496913846735,118.7055116126461,276.5954700060846,1.0,140.11319418202856,150.1565471762048,-36.19100048694069,81.61631851702157,214.427562459559,1.0,-2.243611595391043,,,,,0.8888888888888888,591.7054673070559,0.0888888888888888,0.7777777777777778,461.13728272513526,0.07777777777777783,0.8888888888888888,683.4557823251288,0.0888888888888888,0.7777777777777778,431.0012692441285,0.07777777777777783,0.8888888888888888,510.42925156393255,0.0888888888888888,0.7777777777777778,460.0914841294411,0.07777777777777783
146,Lin14_d91c8cf5,Lin14,Lin,lt1,EMG+NIRS+HRV,False,none,full_cycles,30,1,0,5,"ElasticNet(alpha=0.1,l1_ratio=0.9,max_iter=5000,random_state=42)","ElasticNet(alpha=0.1,l1_ratio=0.9,max_iter=5000,random_state=42) EMG+NIRS+HRV no_abs wavelet=none LT1","{""alpha"": 0.1, ""l1_ratio"": 0.9, ""max_iter"": 5000, ""phase_split"": ""full_cycles"", ""random_state"": 42}",0,last,18,175.20339987333057,140.27100277959738,120.61920418969977,584.1760441483464,62.34538802784728,120.868476066214,240.23864758535825,224.90106096390116,175.1536028037501,1.306033719606333,206.82068878771585,0.24976278734162516,0.9250381896249823,0.4764864562966452,124.93936166576749,168.36286869713982,18.136054664674447,57.47754843043326,202.19341179469964,168.1561784089707,162.96808005986887,-32.844969138467285,104.04743103742284,247.34623024103755,1.0,138.13914510497875,164.62516798167877,24.687733182804454,72.99109006671404,213.27038253536207,1.0,-2.2429462881921625,,,,,0.8888888888888888,1013.2546547950016,0.0888888888888888,0.7777777777777778,411.7271855798404,0.07777777777777783,0.8888888888888888,929.4051954310221,0.0888888888888888,0.7777777777777778,373.78401541689516,0.07777777777777783,0.8888888888888888,886.1506779011611,0.0888888888888888,0.7777777777777778,457.15513380446345,0.07777777777777783
147,Lin27_c09d7c76,Lin27,Lin,lt1,EMG+NIRS+HRV,True,none,full_cycles,30,1,0,5,"SVR(C=10,epsilon=1.0,kernel=rbf)","SVR(C=10,epsilon=1.0,kernel=rbf) EMG+NIRS+HRV with_abs wavelet=none LT1","{""C"": 10, ""epsilon"": 1.0, ""kernel"": ""rbf"", ""phase_split"": ""full_cycles""}",0,last,18,166.974795289881,112.56512225890462,147.63128016299805,479.1951925832839,55.45676338577945,122.2128535654623,220.4559985713489,195.5822731157671,119.22843060248414,0.48410908588924745,172.0802207351091,0.6471244628704196,0.936950100441347,0.5180930206645921,136.4797954944186,132.60736171556346,-7.250798719042917,84.03503349114423,199.25929857672705,198.300313723614,191.560969870432,-147.01163580513403,121.82880926103067,293.7180587425503,1.0,139.49073438579106,145.57109766847935,-35.10636263057634,86.45479307850675,217.26265543422562,1.0,-2.2408626905807374,,,,,0.8888888888888888,645.8072380197597,0.0888888888888888,0.7777777777777778,560.0260563329343,0.07777777777777783,0.8888888888888888,688.5607445260611,0.0888888888888888,0.7777777777777778,423.3820770465827,0.07777777777777783,0.8888888888888888,510.19869514614453,0.0888888888888888,0.7777777777777778,463.4693115942716,0.07777777777777783
