variant,feature_set,target,subject_id,mae_min,r2
with_abs,EMG,lt1,S001,4.991,-0.074
with_abs,EMG,lt1,S002,5.7933,-3.472
with_abs,EMG,lt1,S003,4.1541,0.508
with_abs,EMG,lt1,S004,2.083,0.471
with_abs,EMG,lt1,S005,6.3681,-0.403
with_abs,EMG,lt1,S006,3.6094,-0.951
with_abs,EMG,lt1,S007,7.7772,-1.981
with_abs,EMG,lt1,S008,2.6562,0.053
with_abs,EMG,lt1,S009,12.2419,-1.663
with_abs,EMG,lt1,S010,5.8142,0.146
with_abs,EMG,lt1,S011,0.6251,0.946
with_abs,EMG,lt1,S012,0.6338,0.949
with_abs,EMG,lt1,S013,2.7968,0.699
with_abs,EMG,lt1,S014,2.8445,0.542
with_abs,EMG,lt1,S016,1.6094,0.784
with_abs,EMG,lt1,S017,2.2474,0.656
with_abs,EMG,lt1,S018,1.0592,0.916
with_abs,EMG,lt1,S019,2.6455,0.806
with_abs,EMG,lt2,S001,4.0419,0.135
with_abs,EMG,lt2,S002,4.1959,-1.631
with_abs,EMG,lt2,S003,2.2331,0.834
with_abs,EMG,lt2,S004,2.605,0.292
with_abs,EMG,lt2,S005,7.1492,-1.075
with_abs,EMG,lt2,S006,9.697,-13.081
with_abs,EMG,lt2,S008,0.7183,0.906
with_abs,EMG,lt2,S009,6.4744,-0.08
with_abs,EMG,lt2,S010,4.5042,0.416
with_abs,EMG,lt2,S011,1.0978,0.888
with_abs,EMG,lt2,S012,1.3047,0.783
with_abs,EMG,lt2,S013,3.7301,0.417
with_abs,EMG,lt2,S014,1.4099,0.877
with_abs,EMG,lt2,S016,1.9011,0.701
with_abs,EMG,lt2,S017,1.2084,0.897
with_abs,EMG,lt2,S018,1.8813,-1.652
with_abs,EMG,lt2,S019,2.0438,0.888
with_abs,EMG+NIRS,lt1,S001,3.5095,0.479
with_abs,EMG+NIRS,lt1,S002,6.7716,-4.183
with_abs,EMG+NIRS,lt1,S003,6.2136,-0.003
with_abs,EMG+NIRS,lt1,S004,1.1402,0.851
with_abs,EMG+NIRS,lt1,S005,4.8644,0.167
with_abs,EMG+NIRS,lt1,S006,1.6742,0.554
with_abs,EMG+NIRS,lt1,S007,3.7954,0.245
with_abs,EMG+NIRS,lt1,S008,2.2416,0.345
with_abs,EMG+NIRS,lt1,S009,12.3466,-1.708
with_abs,EMG+NIRS,lt1,S010,4.9115,0.292
with_abs,EMG+NIRS,lt1,S011,1.0648,0.885
with_abs,EMG+NIRS,lt1,S012,2.8367,-0.36
with_abs,EMG+NIRS,lt1,S013,2.0627,0.781
with_abs,EMG+NIRS,lt1,S014,1.4549,0.877
with_abs,EMG+NIRS,lt1,S016,1.4417,0.813
with_abs,EMG+NIRS,lt1,S017,6.2594,-0.867
with_abs,EMG+NIRS,lt1,S018,1.2501,0.854
with_abs,EMG+NIRS,lt1,S019,2.6966,0.816
with_abs,EMG+NIRS,lt2,S001,3.2153,0.387
with_abs,EMG+NIRS,lt2,S002,3.4868,-0.533
with_abs,EMG+NIRS,lt2,S003,2.446,0.793
with_abs,EMG+NIRS,lt2,S004,2.169,0.48
with_abs,EMG+NIRS,lt2,S005,7.0063,-1.096
with_abs,EMG+NIRS,lt2,S006,7.4086,-8.192
with_abs,EMG+NIRS,lt2,S008,1.9665,0.507
with_abs,EMG+NIRS,lt2,S009,3.9772,0.638
with_abs,EMG+NIRS,lt2,S010,3.7279,0.657
with_abs,EMG+NIRS,lt2,S011,1.5997,0.755
with_abs,EMG+NIRS,lt2,S012,2.172,0.298
with_abs,EMG+NIRS,lt2,S013,3.1734,0.591
with_abs,EMG+NIRS,lt2,S014,2.277,0.61
with_abs,EMG+NIRS,lt2,S016,2.1121,0.615
with_abs,EMG+NIRS,lt2,S017,1.0315,0.907
with_abs,EMG+NIRS,lt2,S018,1.5408,-0.666
with_abs,EMG+NIRS,lt2,S019,2.521,0.845
with_abs,EMG+NIRS+HRV,lt1,S001,4.004,0.354
with_abs,EMG+NIRS+HRV,lt1,S002,1.9405,0.436
with_abs,EMG+NIRS+HRV,lt1,S003,6.5966,-0.071
with_abs,EMG+NIRS+HRV,lt1,S004,1.9607,0.63
with_abs,EMG+NIRS+HRV,lt1,S005,4.2761,0.316
with_abs,EMG+NIRS+HRV,lt1,S006,0.661,0.92
with_abs,EMG+NIRS+HRV,lt1,S007,3.1927,0.398
with_abs,EMG+NIRS+HRV,lt1,S008,1.5344,0.677
with_abs,EMG+NIRS+HRV,lt1,S009,10.6668,-0.977
with_abs,EMG+NIRS+HRV,lt1,S010,6.5682,-0.017
with_abs,EMG+NIRS+HRV,lt1,S011,0.7584,0.921
with_abs,EMG+NIRS+HRV,lt1,S012,3.2423,-0.214
with_abs,EMG+NIRS+HRV,lt1,S013,3.2208,0.545
with_abs,EMG+NIRS+HRV,lt1,S014,1.6391,0.858
with_abs,EMG+NIRS+HRV,lt1,S016,2.4993,0.555
with_abs,EMG+NIRS+HRV,lt1,S017,4.2719,0.123
with_abs,EMG+NIRS+HRV,lt1,S018,1.1351,0.916
with_abs,EMG+NIRS+HRV,lt1,S019,1.5952,0.872
