variant,feature_set,target,n_subjects,n_features,raw_mae_min,kalman_mae_min,best_sigma_obs,kalman_30,kalman_50,kalman_75,kalman_150,r2,rho,sec
with_abs,EMG,lt1,18,79,4.5024,5.0148,30.0,5.0148,5.2539,5.4538,5.8812,0.267,0.611,200.2
with_abs,EMG,lt2,18,79,3.995,4.4036,30.0,4.4036,4.5522,4.6967,5.0316,0.378,0.661,181.5
with_abs,EMG+NIRS,lt1,18,97,3.8542,4.4205,30.0,4.4205,4.691,4.957,5.4811,0.489,0.741,182.6
with_abs,EMG+NIRS,lt2,18,97,3.3572,3.8436,30.0,3.8436,4.0429,4.2163,4.7521,0.56,0.76,151.4
with_abs,EMG+NIRS+HRV,lt1,18,107,3.8281,4.3747,30.0,4.3747,4.6649,4.9497,5.5819,0.441,0.719,155.2
with_abs,EMG+NIRS+HRV,lt2,18,107,3.0229,3.6755,30.0,3.6755,4.0202,4.3164,4.9305,0.687,0.834,169.5
