variant,feature_set,target,n_subjects,n_features,raw_mae_min,kalman_mae_min,best_sigma_obs,kalman_30,kalman_50,kalman_75,kalman_150,r2,rho,sec
with_abs,EMG,lt1,18,79,4.5084,4.5584,30.0,4.5584,4.6106,4.702,5.0879,-0.04,0.513,140.0
with_abs,EMG,lt2,18,79,3.3647,3.4666,30.0,3.4666,3.5564,3.6903,4.1521,0.4,0.714,103.0
with_abs,EMG+NIRS,lt1,18,97,4.0402,4.1071,30.0,4.1071,4.1607,4.2414,4.5835,0.332,0.691,161.0
with_abs,EMG+NIRS,lt2,18,97,3.1462,3.2669,30.0,3.2669,3.36,3.4894,3.9227,0.612,0.778,120.1
with_abs,EMG+NIRS+HRV,lt1,18,107,3.7745,3.8693,30.0,3.8693,3.9536,4.0668,4.4902,0.429,0.745,163.0
with_abs,EMG+NIRS+HRV,lt2,18,107,2.9074,3.0069,30.0,3.0069,3.0968,3.218,3.6597,0.68,0.815,110.8
