variant,feature_set,target,subject_id,mae_min,r2
noabs,EMG,lt1,S001,3.7136,0.489
noabs,EMG,lt1,S002,2.9179,-0.163
noabs,EMG,lt1,S003,5.0835,0.349
noabs,EMG,lt1,S004,2.2573,0.442
noabs,EMG,lt1,S005,7.2774,-0.689
noabs,EMG,lt1,S006,1.6325,0.417
noabs,EMG,lt1,S007,5.3809,-0.284
noabs,EMG,lt1,S008,1.7417,0.654
noabs,EMG,lt1,S009,15.1846,-2.844
noabs,EMG,lt1,S010,5.4639,0.262
noabs,EMG,lt1,S011,0.7935,0.934
noabs,EMG,lt1,S012,1.1234,0.857
noabs,EMG,lt1,S013,3.3844,0.594
noabs,EMG,lt1,S014,1.9952,0.786
noabs,EMG,lt1,S016,1.2682,0.871
noabs,EMG,lt1,S017,2.7559,0.639
noabs,EMG,lt1,S018,1.3817,0.858
noabs,EMG,lt1,S019,2.42,0.845
noabs,EMG,lt2,S001,3.6269,0.332
noabs,EMG,lt2,S002,1.9582,0.516
noabs,EMG,lt2,S003,2.2075,0.872
noabs,EMG,lt2,S004,2.1967,0.46
noabs,EMG,lt2,S005,6.6816,-0.647
noabs,EMG,lt2,S006,6.6149,-4.492
noabs,EMG,lt2,S008,1.5531,0.714
noabs,EMG,lt2,S009,6.0172,0.06
noabs,EMG,lt2,S010,4.5726,0.436
noabs,EMG,lt2,S011,1.1055,0.89
noabs,EMG,lt2,S012,1.6314,0.718
noabs,EMG,lt2,S013,3.0426,0.684
noabs,EMG,lt2,S014,1.7329,0.802
noabs,EMG,lt2,S016,1.5033,0.829
noabs,EMG,lt2,S017,1.872,0.799
noabs,EMG,lt2,S018,1.2424,0.236
noabs,EMG,lt2,S019,2.6149,0.814
noabs,EMG+NIRS,lt1,S001,4.56,0.26
noabs,EMG+NIRS,lt1,S002,2.4682,0.372
noabs,EMG+NIRS,lt1,S003,5.5333,0.297
noabs,EMG+NIRS,lt1,S004,2.3983,0.493
noabs,EMG+NIRS,lt1,S005,5.2228,0.105
noabs,EMG+NIRS,lt1,S006,0.895,0.872
noabs,EMG+NIRS,lt1,S007,3.7615,0.34
noabs,EMG+NIRS,lt1,S008,1.9392,0.584
noabs,EMG+NIRS,lt1,S009,11.4995,-1.284
noabs,EMG+NIRS,lt1,S010,4.9146,0.417
noabs,EMG+NIRS,lt1,S011,0.7883,0.934
noabs,EMG+NIRS,lt1,S012,3.9334,-0.414
noabs,EMG+NIRS,lt1,S013,2.7678,0.664
noabs,EMG+NIRS,lt1,S014,1.4654,0.836
noabs,EMG+NIRS,lt1,S016,1.5516,0.831
noabs,EMG+NIRS,lt1,S017,3.0334,0.582
noabs,EMG+NIRS,lt1,S018,2.4031,0.697
noabs,EMG+NIRS,lt1,S019,2.0988,0.872
noabs,EMG+NIRS,lt2,S001,4.2951,0.196
noabs,EMG+NIRS,lt2,S002,0.9772,0.863
noabs,EMG+NIRS,lt2,S003,2.4609,0.835
noabs,EMG+NIRS,lt2,S004,2.2907,0.482
noabs,EMG+NIRS,lt2,S005,7.1778,-1.004
noabs,EMG+NIRS,lt2,S006,5.0086,-2.71
noabs,EMG+NIRS,lt2,S008,0.8379,0.899
noabs,EMG+NIRS,lt2,S009,4.4718,0.594
noabs,EMG+NIRS,lt2,S010,3.5856,0.616
noabs,EMG+NIRS,lt2,S011,1.2737,0.867
noabs,EMG+NIRS,lt2,S012,2.86,0.087
noabs,EMG+NIRS,lt2,S013,2.5175,0.76
noabs,EMG+NIRS,lt2,S014,1.8456,0.759
noabs,EMG+NIRS,lt2,S016,1.8466,0.755
noabs,EMG+NIRS,lt2,S017,1.8015,0.806
noabs,EMG+NIRS,lt2,S018,1.605,-0.253
noabs,EMG+NIRS,lt2,S019,2.0566,0.889
noabs,EMG+NIRS+HRV,lt1,S001,3.7459,0.463
noabs,EMG+NIRS+HRV,lt1,S002,1.342,0.752
noabs,EMG+NIRS+HRV,lt1,S003,6.1508,0.158
noabs,EMG+NIRS+HRV,lt1,S004,1.678,0.765
noabs,EMG+NIRS+HRV,lt1,S005,3.9535,0.464
noabs,EMG+NIRS+HRV,lt1,S006,0.5818,0.944
noabs,EMG+NIRS+HRV,lt1,S007,2.3565,0.697
noabs,EMG+NIRS+HRV,lt1,S008,1.1635,0.809
noabs,EMG+NIRS+HRV,lt1,S009,10.9559,-0.956
noabs,EMG+NIRS+HRV,lt1,S010,5.3372,0.353
noabs,EMG+NIRS+HRV,lt1,S011,0.6618,0.957
noabs,EMG+NIRS+HRV,lt1,S012,4.1133,-0.532
noabs,EMG+NIRS+HRV,lt1,S013,2.9327,0.665
noabs,EMG+NIRS+HRV,lt1,S014,1.6489,0.878
noabs,EMG+NIRS+HRV,lt1,S016,1.5896,0.829
noabs,EMG+NIRS+HRV,lt1,S017,3.381,0.457
noabs,EMG+NIRS+HRV,lt1,S018,1.8002,0.834
noabs,EMG+NIRS+HRV,lt1,S019,2.0731,0.866
noabs,EMG+NIRS+HRV,lt2,S001,3.7768,0.39
noabs,EMG+NIRS+HRV,lt2,S002,1.4014,0.767
